"","Country.Other","TotalCases","NewCases","TotalDeaths","NewDeaths","TotalRecovered","ActiveCases","Serious.Critical","TotalTests","Tests.1M.pop","Date","pop_size_M","start_date","cases_per_1M","deaths_per_1M","critical_per_1M"
"230","Bulgaria",23,NA,1,NA,NA,"22",NA,"-1","-1","313",7,311,3.28571428571429,0.142857142857143,NA
"231","Bulgaria",41,"10",2,"1",NA,"39",NA,"-1","-1","314",7,311,5.85714285714286,0.285714285714286,NA
"232","Bulgaria",51,"10",2,NA,NA,"49",NA,"-1","-1","315",7,311,7.28571428571429,0.285714285714286,NA
"233","Bulgaria",62,"11",2,NA,NA,"60",NA,"-1","-1","316",7,311,8.85714285714286,0.285714285714286,NA
"234","Bulgaria",81,"19",2,NA,NA,"79",NA,"-1","-1","317",7,311,11.5714285714286,0.285714285714286,NA
"235","Bulgaria",92,"11",2,NA,NA,"90",NA,"-1","-1","319",7,311,13.1428571428571,0.285714285714286,NA
"236","Bulgaria",107,"15",3,"1",NA,"104",NA,"-1","-1","320",7,311,15.2857142857143,0.428571428571429,NA
"237","Bulgaria",127,"20",3,NA,"1","123",NA,"-1","-1","321",7,311,18.1428571428571,0.428571428571429,NA
"238","Bulgaria",163,"36",3,NA,"3","157",3,"-1","-1","322",7,311,23.2857142857143,0.428571428571429,0.428571428571429
"239","Bulgaria",187,"24",3,NA,"3","181",3,"-1","-1","323",7,311,26.7142857142857,0.428571428571429,0.428571428571429
"240","Bulgaria",201,"14",3,NA,"3","195",8,"-1","-1","324",7,311,28.7142857142857,0.428571428571429,1.14285714285714
"241","Bulgaria",218,"17",3,NA,"3","212",8,"-1","-1","325",7,311,31.1428571428571,0.428571428571429,1.14285714285714
"242","Bulgaria",242,"24",3,NA,"4","235",8,"-1","-1","326",7,311,34.5714285714286,0.428571428571429,1.14285714285714
"243","Bulgaria",264,"22",3,NA,"8","253",8,"-1","-1","327",7,311,37.7142857142857,0.428571428571429,1.14285714285714
"244","Bulgaria",293,"29",3,NA,"9","281",8,"6","-1","328",7,311,41.8571428571429,0.428571428571429,1.14285714285714
"245","Bulgaria",331,"38",7,"4","11","313",8,"6","-1","329",7,311,47.2857142857143,1,1.14285714285714
"246","Bulgaria",346,"15",8,"1","14","324",8,"6","-1","330",7,311,49.4285714285714,1.14285714285714,1.14285714285714
"247","Bulgaria",359,"13",8,NA,"17","334",13,"6","-1","331",7,311,51.2857142857143,1.14285714285714,1.85714285714286
"248","Bulgaria",399,"40",8,NA,"17","374",14,"6","-1","401",7,311,57,1.14285714285714,2
"249","Bulgaria",422,"23",10,"2","20","392",18,"-1","-1","402",7,311,60.2857142857143,1.42857142857143,2.57142857142857
"250","Bulgaria",457,"35",10,NA,"25","422",18,"-1","-1","403",7,311,65.2857142857143,1.42857142857143,2.57142857142857
"251","Bulgaria",485,"28",14,"4","30","441",21,"566","81","404",7,311,69.2857142857143,2,3
"252","Bulgaria",503,"18",17,"3","34","452",26,"566","81","405",7,311,71.8571428571429,2.42857142857143,3.71428571428571
"253","Bulgaria",531,"28",20,"3","37","474",22,"15899","2288","406",7,311,75.8571428571429,2.85714285714286,3.14285714285714
"254","Bulgaria",549,"18",22,"2","39","488",26,"15899","2288","407",7,311,78.4285714285714,3.14285714285714,3.71428571428571
"255","Bulgaria",577,"28",23,"1","42","512",21,"15899","2288","408",7,311,82.4285714285714,3.28571428571429,3
"256","Bulgaria",593,"16",24,"1","42","527",27,"15899","2288","409",7,311,84.7142857142857,3.42857142857143,3.85714285714286
"257","Bulgaria",618,"25",24,NA,"48","546",32,"15899","2288","410",7,311,88.2857142857143,3.42857142857143,4.57142857142857
"258","Bulgaria",635,"17",25,"1","54","556",33,"18502","2663","411",7,311,90.7142857142857,3.57142857142857,4.71428571428571
"259","Canada",9,NA,NA,NA,"3",NA,NA,"-1","-1","222",37.7,305,0.238726790450928,NA,NA
"260","Canada",10,"1",NA,NA,"3",NA,NA,"-1","-1","223",37.7,305,0.26525198938992,NA,NA
"261","Canada",11,"1",NA,NA,"3",NA,NA,"-1","-1","224",37.7,305,0.291777188328912,NA,NA
"262","Canada",11,NA,NA,NA,"3",NA,NA,"-1","-1","225",37.7,305,0.291777188328912,NA,NA
"263","Canada",12,"1",NA,NA,"3",NA,NA,"-1","-1","226",37.7,305,0.318302387267904,NA,NA
"264","Canada",13,"1",NA,NA,"3",NA,NA,"-1","-1","227",37.7,305,0.344827586206897,NA,NA
"265","Canada",15,"1",NA,NA,"12","3",NA,"-1","-1","228",37.7,305,0.397877984084881,NA,NA
"266","Canada",16,"1",NA,NA,"12","4",NA,"-1","-1","229",37.7,305,0.424403183023873,NA,NA
"267","Canada",24,"4",NA,NA,"20","4",NA,"-1","-1","301",37.7,305,0.636604774535809,NA,NA
"268","Canada",27,"3",NA,NA,"20","7",NA,"-1","-1","302",37.7,305,0.716180371352785,NA,NA
"269","Canada",30,"3",NA,NA,"23","7",NA,"-1","-1","303",37.7,305,0.795755968169761,NA,NA
"270","Canada",33,"3",NA,NA,"26","7",NA,"-1","-1","304",37.7,305,0.875331564986737,NA,NA
"271","Canada",37,"3",NA,NA,"29","8",1,"-1","-1","305",37.7,305,0.981432360742705,NA,0.026525198938992
"272","Canada",52,"15",NA,NA,"44","8",1,"-1","-1","306",37.7,305,1.37931034482759,NA,0.026525198938992
"273","Canada",60,"6",NA,NA,"8","52",1,"-1","-1","307",37.7,305,1.59151193633952,NA,0.026525198938992
"274","Canada",64,"4",NA,NA,"8","56",1,"-1","-1","308",37.7,305,1.69761273209549,NA,0.026525198938992
"275","Canada",77,"11",1,"1","8","68",1,"-1","-1","309",37.7,305,2.04244031830239,0.026525198938992,0.026525198938992
"276","Canada",94,"17",1,NA,"8","85",1,"-1","-1","310",37.7,305,2.49336870026525,0.026525198938992,0.026525198938992
"277","Canada",109,"14",1,NA,"9","99",1,"-1","-1","311",37.7,305,2.89124668435013,0.026525198938992,0.026525198938992
"278","Canada",142,"32",1,NA,"11","130",1,"-1","-1","312",37.7,305,3.76657824933687,0.026525198938992,0.026525198938992
"279","Canada",198,"56",1,NA,"11","186",1,"-1","-1","313",37.7,305,5.25198938992042,0.026525198938992,0.026525198938992
"280","Canada",247,"49",1,NA,"11","235",1,"-1","-1","314",37.7,305,6.55172413793103,0.026525198938992,0.026525198938992
"281","Canada",341,"89",1,NA,"11","329",1,"-1","-1","315",37.7,305,9.04509283819629,0.026525198938992,0.026525198938992
"282","Canada",441,"100",4,"3","11","426",1,"-1","-1","316",37.7,305,11.6976127320955,0.106100795755968,0.026525198938992
"283","Canada",598,"157",8,"4","12","578",1,"-1","-1","317",37.7,305,15.8620689655172,0.212201591511936,0.026525198938992
"284","Canada",727,"129",9,"1","12","706",1,"-1","-1","319",37.7,305,19.2838196286472,0.238726790450928,0.026525198938992
"285","Canada",873,"146",12,"3","11","850",1,"-1","-1","320",37.7,305,23.15649867374,0.318302387267904,0.026525198938992
"286","Canada",1087,"214",12,NA,"14","1061",1,"-1","-1","321",37.7,305,28.8328912466843,0.318302387267904,0.026525198938992
"287","Canada",1328,"241",19,"7","14","1295",1,"-1","-1","322",37.7,305,35.2254641909814,0.503978779840849,0.026525198938992
"288","Canada",1470,"142",20,"1","14","1436",1,"-1","-1","323",37.7,305,38.9920424403183,0.530503978779841,0.026525198938992
"289","Canada",2091,"621",24,"4","320","1747",1,"-1","-1","324",37.7,305,55.4641909814324,0.636604774535809,0.026525198938992
"290","Canada",2792,"701",26,"2","112","2654",1,"-1","-1","325",37.7,305,74.0583554376658,0.689655172413793,0.026525198938992
"291","Canada",3409,"617",36,"10","185","3188",1,"-1","-1","326",37.7,305,90.4244031830239,0.954907161803713,0.026525198938992
"292","Canada",4043,"634",39,"3","228","3776",120,"-1","-1","327",37.7,305,107.241379310345,1.03448275862069,3.18302387267904
"293","Canada",4757,"714",55,"16","354","4348",120,"24","-1","328",37.7,305,126.180371352785,1.45888594164456,3.18302387267904
"294","Canada",5655,"898",60,"5","396","5199",120,"24","-1","329",37.7,305,150,1.59151193633952,3.18302387267904
"295","Canada",6320,"665",65,"5","573","5682",120,"24","-1","330",37.7,305,167.63925729443,1.72413793103448,3.18302387267904
"296","Canada",7448,"1128",89,"24","1093","6266",120,"24","-1","331",37.7,305,197.559681697613,2.36074270557029,3.18302387267904
"297","Canada",8612,"1164",101,"12","1242","7269",120,"24","-1","401",37.7,305,228.435013262599,2.6790450928382,3.18302387267904
"298","Canada",9731,"1119",114,"13","1736","7881",120,"-1","-1","402",37.7,305,258.116710875332,3.02387267904509,3.18302387267904
"299","Canada",11283,"1552",173,"59","1979","9131",120,"-1","-1","403",37.7,305,299.283819628647,4.58885941644562,3.18302387267904
"300","Canada",12375,"1092",208,"35","2186","9981",120,"261975","6941","404",37.7,305,328.249336870027,5.51724137931034,3.18302387267904
"301","Canada",13912,"1537",231,"23","2595","11086",120,"317972","8425","405",37.7,305,369.018567639257,6.12732095490716,3.18302387267904
"302","Canada",15512,"1600",280,"49","2942","12290",426,"330901","8767","406",37.7,305,411.458885941645,7.42705570291777,11.2997347480106
"303","Canada",16667,"1155",323,"43","3616","12728",426,"330901","8767","407",37.7,305,442.09549071618,8.56763925729443,11.2997347480106
"304","Canada",17897,"1230",381,"58","4028","13488",426,"346507","9181","408",37.7,305,474.721485411141,10.106100795756,11.2997347480106
"305","Canada",19438,"1541",427,"46","4548","14463",426,"361969","9591","409",37.7,305,515.596816976127,11.3262599469496,11.2997347480106
"306","Canada",20765,"1327",509,"82","5311","14945",518,"370315","9812","410",37.7,305,550.79575596817,13.5013262599469,13.7400530503979
"307","Canada",22148,"1383",569,"60","6013","15566",557,"370315","9812","411",37.7,305,587.480106100796,15.0928381962865,14.7745358090186
"308","Croatia",1,"1",NA,NA,NA,NA,NA,"-1","-1","225",4,228,0.25,NA,NA
"309","Croatia",3,"2",NA,NA,NA,NA,NA,"-1","-1","226",4,228,0.75,NA,NA
"310","Croatia",3,NA,NA,NA,NA,NA,NA,"-1","-1","227",4,228,0.75,NA,NA
"311","Croatia",5,"2",NA,NA,"5",NA,NA,"-1","-1","228",4,228,1.25,NA,NA
"312","Croatia",6,"1",NA,NA,"6",NA,NA,"-1","-1","229",4,228,1.5,NA,NA
"313","Croatia",7,"1",NA,NA,"7",NA,NA,"-1","-1","301",4,228,1.75,NA,NA
"314","Croatia",8,"1",NA,NA,"8",NA,NA,"-1","-1","302",4,228,2,NA,NA
"315","Croatia",9,"1",NA,NA,"9",NA,NA,"-1","-1","303",4,228,2.25,NA,NA
"316","Croatia",10,"1",NA,NA,"10",NA,NA,"-1","-1","304",4,228,2.5,NA,NA
"317","Croatia",10,NA,NA,NA,"10",NA,NA,"-1","-1","305",4,228,2.5,NA,NA
"318","Croatia",11,"1",NA,NA,"11",NA,NA,"-1","-1","306",4,228,2.75,NA,NA
"319","Croatia",12,"1",NA,NA,NA,"12",NA,"-1","-1","307",4,228,3,NA,NA
"320","Croatia",12,NA,NA,NA,NA,"12",NA,"-1","-1","308",4,228,3,NA,NA
"321","Croatia",13,"1",NA,NA,NA,"13",NA,"-1","-1","309",4,228,3.25,NA,NA
"322","Croatia",15,"2",NA,NA,NA,"15",NA,"-1","-1","310",4,228,3.75,NA,NA
"323","Croatia",19,"4",NA,NA,NA,"19",NA,"-1","-1","311",4,228,4.75,NA,NA
"324","Croatia",27,"8",NA,NA,"1","26",NA,"-1","-1","312",4,228,6.75,NA,NA
"325","Croatia",32,"5",NA,NA,"1","31",NA,"-1","-1","313",4,228,8,NA,NA
"326","Croatia",39,"7",NA,NA,"2","37",NA,"-1","-1","314",4,228,9.75,NA,NA
"327","Croatia",49,"10",NA,NA,"2","47",NA,"-1","-1","315",4,228,12.25,NA,NA
"328","Croatia",57,"8",NA,NA,"3","54",NA,"-1","-1","316",4,228,14.25,NA,NA
"329","Croatia",69,"12",NA,NA,"5","64",NA,"-1","-1","317",4,228,17.25,NA,NA
"330","Croatia",89,"20",NA,NA,"5","84",NA,"-1","-1","319",4,228,22.25,NA,NA
"331","Croatia",110,"21",1,"1","5","104",NA,"-1","-1","320",4,228,27.5,0.25,NA
"332","Croatia",130,"20",1,NA,"5","124",NA,"-1","-1","321",4,228,32.5,0.25,NA
"333","Croatia",206,"76",1,NA,"5","200",NA,"-1","-1","322",4,228,51.5,0.25,NA
"334","Croatia",254,"48",1,NA,"5","248",5,"-1","-1","323",4,228,63.5,0.25,1.25
"335","Croatia",315,"61",1,NA,"5","309",5,"-1","-1","324",4,228,78.75,0.25,1.25
"336","Croatia",382,"67",1,NA,"5","376",6,"-1","-1","325",4,228,95.5,0.25,1.5
"337","Croatia",442,"60",1,NA,"22","419",6,"-1","-1","326",4,228,110.5,0.25,1.5
"338","Croatia",495,"53",3,"2","22","470",14,"-1","-1","327",4,228,123.75,0.75,3.5
"339","Croatia",586,"91",3,NA,"37","546",14,"24","-1","328",4,228,146.5,0.75,3.5
"340","Croatia",657,"71",5,"2","45","607",14,"24","-1","329",4,228,164.25,1.25,3.5
"341","Croatia",713,"56",6,"1","55","652",26,"24","-1","330",4,228,178.25,1.5,6.5
"342","Croatia",790,"77",6,NA,"67","717",27,"24","-1","331",4,228,197.5,1.5,6.75
"343","Croatia",867,"77",6,NA,"67","794",32,"24","-1","401",4,228,216.75,1.5,8
"344","Croatia",963,"96",6,NA,"73","884",34,"-1","-1","402",4,228,240.75,1.5,8.5
"345","Croatia",1011,"48",7,"1","88","916",34,"-1","-1","403",4,228,252.75,1.75,8.5
"346","Croatia",1079,"68",8,"1","92","979",39,"6404","1560","404",4,228,269.75,2,9.75
"347","Croatia",1126,"47",12,"4","119","995",39,"9833","2395","405",4,228,281.5,3,9.75
"348","Croatia",1182,"56",15,"3","125","1042",39,"10874","2649","406",4,228,295.5,3.75,9.75
"349","Croatia",1222,"40",16,"1","130","1076",36,"11464","2793","407",4,228,305.5,4,9
"350","Croatia",1282,"60",18,"2","167","1097",35,"12322","3002","408",4,228,320.5,4.5,8.75
"351","Croatia",1343,"61",19,"1","179","1145",36,"13125","3197","409",4,228,335.75,4.75,9
"352","Croatia",1407,"64",20,"1","219","1168",34,"13680","3332","410",4,228,351.75,5,8.5
"353","Croatia",1495,"88",21,"1","231","1243",34,"14612","3559","411",4,228,373.75,5.25,8.5
"354","Czechia",3,"3",NA,NA,"3",NA,NA,"-1","-1","301",10.7,305,0.280373831775701,NA,NA
"355","Czechia",3,NA,NA,NA,"3",NA,NA,"-1","-1","302",10.7,305,0.280373831775701,NA,NA
"356","Czechia",5,"1",NA,NA,"5",NA,NA,"-1","-1","303",10.7,305,0.467289719626168,NA,NA
"357","Czechia",8,"3",NA,NA,"8",NA,NA,"-1","-1","304",10.7,305,0.747663551401869,NA,NA
"358","Czechia",12,"4",NA,NA,"12",NA,NA,"-1","-1","305",10.7,305,1.1214953271028,NA,NA
"359","Czechia",19,"7",NA,NA,"19",NA,NA,"-1","-1","306",10.7,305,1.77570093457944,NA,NA
"360","Czechia",26,"7",NA,NA,NA,"26",NA,"-1","-1","307",10.7,305,2.42990654205608,NA,NA
"361","Czechia",32,"6",NA,NA,NA,"32",NA,"-1","-1","308",10.7,305,2.99065420560748,NA,NA
"362","Czechia",38,"6",NA,NA,NA,"38",NA,"-1","-1","309",10.7,305,3.55140186915888,NA,NA
"363","Czechia",63,"25",NA,NA,NA,"63",NA,"-1","-1","310",10.7,305,5.88785046728972,NA,NA
"364","Czechia",94,"31",NA,NA,NA,"94",NA,"-1","-1","311",10.7,305,8.78504672897196,NA,NA
"365","Czechia",113,"19",NA,NA,NA,"113",NA,"-1","-1","312",10.7,305,10.5607476635514,NA,NA
"366","Czechia",141,"25",NA,NA,NA,"141",2,"-1","-1","313",10.7,305,13.1775700934579,NA,0.186915887850467
"367","Czechia",189,"48",NA,NA,NA,"189",2,"-1","-1","314",10.7,305,17.6635514018692,NA,0.186915887850467
"368","Czechia",293,"104",NA,NA,NA,"293",2,"-1","-1","315",10.7,305,27.3831775700935,NA,0.186915887850467
"369","Czechia",344,"51",NA,NA,"3","341",2,"-1","-1","316",10.7,305,32.1495327102804,NA,0.186915887850467
"370","Czechia",434,"90",NA,NA,"3","431",2,"-1","-1","317",10.7,305,40.5607476635514,NA,0.186915887850467
"371","Czechia",522,"88",NA,NA,"3","519",5,"-1","-1","319",10.7,305,48.785046728972,NA,0.467289719626168
"372","Czechia",694,"172",NA,NA,"3","691",6,"-1","-1","320",10.7,305,64.8598130841121,NA,0.560747663551402
"373","Czechia",833,"139",NA,NA,"4","829",6,"-1","-1","321",10.7,305,77.8504672897196,NA,0.560747663551402
"374","Czechia",995,"162",NA,NA,"6","989",7,"-1","-1","322",10.7,305,92.9906542056075,NA,0.654205607476636
"375","Czechia",1120,"125",1,"1","6","1113",19,"-1","-1","323",10.7,305,104.672897196262,0.0934579439252337,1.77570093457944
"376","Czechia",1236,"116",1,NA,"7","1228",19,"-1","-1","324",10.7,305,115.514018691589,0.0934579439252337,1.77570093457944
"377","Czechia",1394,"158",3,"2","10","1381",19,"-1","-1","325",10.7,305,130.280373831776,0.280373831775701,1.77570093457944
"378","Czechia",1654,"260",6,"3","10","1638",19,"-1","-1","326",10.7,305,154.579439252336,0.560747663551402,1.77570093457944
"379","Czechia",1925,"271",9,"3","10","1906",34,"-1","-1","327",10.7,305,179.906542056075,0.841121495327103,3.17757009345794
"380","Czechia",2279,"354",9,NA,"11","2259",34,"29","-1","328",10.7,305,212.990654205607,0.841121495327103,3.17757009345794
"381","Czechia",2631,"352",11,"2","11","2609",45,"29","-1","329",10.7,305,245.88785046729,1.02803738317757,4.20560747663551
"382","Czechia",2817,"186",16,"5","11","2790",45,"29","-1","330",10.7,305,263.271028037383,1.49532710280374,4.20560747663551
"383","Czechia",3001,"184",23,"7","25","2953",52,"29","-1","331",10.7,305,280.467289719626,2.14953271028037,4.85981308411215
"384","Czechia",3308,"307",31,"8","45","3232",64,"29","-1","401",10.7,305,309.158878504673,2.89719626168224,5.98130841121495
"385","Czechia",3589,"281",39,"8","61","3489",70,"-1","-1","402",10.7,305,335.420560747664,3.64485981308411,6.54205607476636
"386","Czechia",3858,"269",44,"5","67","3747",72,"-1","-1","403",10.7,305,360.560747663551,4.11214953271028,6.72897196261682
"387","Czechia",4190,"332",53,"9","72","4065",77,"67281","6283","404",10.7,305,391.588785046729,4.95327102803738,7.19626168224299
"388","Czechia",4472,"282",59,"6","78","4335",87,"74170","6926","405",10.7,305,417.943925233645,5.51401869158879,8.13084112149533
"389","Czechia",4587,"115",67,"8","96","4424",86,"80304","7499","406",10.7,305,428.691588785047,6.26168224299065,8.03738317757009
"390","Czechia",4822,"235",78,"11","121","4623",84,"85014","7939","407",10.7,305,450.654205607477,7.28971962616822,7.85046728971963
"391","Czechia",5017,"195",88,"10","172","4757",86,"91247","8521","408",10.7,305,468.878504672897,8.22429906542056,8.03738317757009
"392","Czechia",5312,"295",99,"11","233","4980",103,"98681","9215","409",10.7,305,496.448598130841,9.25233644859813,9.62616822429907
"393","Czechia",5569,"257",112,"13","301","5156",96,"106845","9977","410",10.7,305,520.467289719626,10.4672897196262,8.97196261682243
"394","Czechia",5732,"163",119,"7","346","5267",98,"114854","10725","411",10.7,305,535.700934579439,11.1214953271028,9.1588785046729
"395","Denmark",1,"1",NA,NA,NA,NA,NA,"-1","-1","227",5.8,303,0.172413793103448,NA,NA
"396","Denmark",2,"1",NA,NA,"2",NA,NA,"-1","-1","228",5.8,303,0.344827586206897,NA,NA
"397","Denmark",3,"1",NA,NA,"3",NA,NA,"-1","-1","229",5.8,303,0.517241379310345,NA,NA
"398","Denmark",4,"1",NA,NA,"4",NA,NA,"-1","-1","301",5.8,303,0.689655172413793,NA,NA
"399","Denmark",4,NA,NA,NA,"4",NA,NA,"-1","-1","302",5.8,303,0.689655172413793,NA,NA
"400","Denmark",10,"6",NA,NA,"10",NA,NA,"-1","-1","303",5.8,303,1.72413793103448,NA,NA
"401","Denmark",15,"5",NA,NA,"15",NA,NA,"-1","-1","304",5.8,303,2.58620689655172,NA,NA
"402","Denmark",20,"5",NA,NA,"19","1",NA,"-1","-1","305",5.8,303,3.44827586206897,NA,NA
"403","Denmark",23,"3",NA,NA,"22","1",NA,"-1","-1","306",5.8,303,3.96551724137931,NA,NA
"404","Denmark",27,"6",NA,NA,"1","26",NA,"-1","-1","307",5.8,303,4.6551724137931,NA,NA
"405","Denmark",35,"8",NA,NA,"1","34",NA,"-1","-1","308",5.8,303,6.03448275862069,NA,NA
"406","Denmark",90,"55",NA,NA,"1","89",NA,"-1","-1","309",5.8,303,15.5172413793103,NA,NA
"407","Denmark",262,"172",NA,NA,"1","261",NA,"-1","-1","310",5.8,303,45.1724137931035,NA,NA
"408","Denmark",514,"252",NA,NA,"1","513",NA,"-1","-1","311",5.8,303,88.6206896551724,NA,NA
"409","Denmark",674,"160",NA,NA,"1","673",2,"-1","-1","312",5.8,303,116.206896551724,NA,0.344827586206897
"410","Denmark",801,"127",NA,NA,"1","800",2,"-1","-1","313",5.8,303,138.103448275862,NA,0.344827586206897
"411","Denmark",827,"23",1,"1","1","825",2,"-1","-1","314",5.8,303,142.586206896552,0.172413793103448,0.344827586206897
"412","Denmark",864,"28",2,"1","1","861",2,"-1","-1","315",5.8,303,148.965517241379,0.344827586206897,0.344827586206897
"413","Denmark",914,"50",4,"2","1","909",10,"-1","-1","316",5.8,303,157.586206896552,0.689655172413793,1.72413793103448
"414","Denmark",977,"63",4,NA,"1","972",18,"-1","-1","317",5.8,303,168.448275862069,0.689655172413793,3.10344827586207
"415","Denmark",1057,"80",4,NA,"1","1052",24,"-1","-1","319",5.8,303,182.241379310345,0.689655172413793,4.13793103448276
"416","Denmark",1151,"94",6,"2","1","1144",30,"-1","-1","320",5.8,303,198.448275862069,1.03448275862069,5.17241379310345
"417","Denmark",1255,"104",9,"3","1","1245",37,"-1","-1","321",5.8,303,216.379310344828,1.55172413793103,6.37931034482759
"418","Denmark",1326,"71",13,"4","1","1312",42,"-1","-1","322",5.8,303,228.620689655172,2.24137931034483,7.24137931034483
"419","Denmark",1395,"69",13,NA,"1","1381",42,"-1","-1","323",5.8,303,240.51724137931,2.24137931034483,7.24137931034483
