"","Country.Other","TotalCases","NewCases","TotalDeaths","NewDeaths","TotalRecovered","ActiveCases","Serious.Critical","TotalTests","Tests.1M.pop","Date","pop_size_M","start_date","cases_per_1M","deaths_per_1M","critical_per_1M"
"1","Algeria",1,"1",NA,NA,NA,NA,NA,"-1","-1","225",44,315,0.0227272727272727,NA,NA
"2","Algeria",1,NA,NA,NA,NA,NA,NA,"-1","-1","226",44,315,0.0227272727272727,NA,NA
"3","Algeria",1,NA,NA,NA,NA,NA,NA,"-1","-1","227",44,315,0.0227272727272727,NA,NA
"4","Algeria",1,NA,NA,NA,"1",NA,NA,"-1","-1","228",44,315,0.0227272727272727,NA,NA
"5","Algeria",1,NA,NA,NA,"1",NA,NA,"-1","-1","229",44,315,0.0227272727272727,NA,NA
"6","Algeria",2,"1",NA,NA,"2",NA,NA,"-1","-1","301",44,315,0.0454545454545455,NA,NA
"7","Algeria",3,NA,NA,NA,"3",NA,NA,"-1","-1","302",44,315,0.0681818181818182,NA,NA
"8","Algeria",8,"3",NA,NA,"8",NA,NA,"-1","-1","303",44,315,0.181818181818182,NA,NA
"9","Algeria",17,"9",NA,NA,"17",NA,NA,"-1","-1","304",44,315,0.386363636363636,NA,NA
"10","Algeria",17,NA,NA,NA,"17",NA,NA,"-1","-1","305",44,315,0.386363636363636,NA,NA
"11","Algeria",17,NA,NA,NA,"17",NA,NA,"-1","-1","306",44,315,0.386363636363636,NA,NA
"12","Algeria",19,"2",NA,NA,NA,"19",NA,"-1","-1","307",44,315,0.431818181818182,NA,NA
"13","Algeria",20,"1",NA,NA,NA,"20",NA,"-1","-1","308",44,315,0.454545454545455,NA,NA
"14","Algeria",20,NA,NA,NA,NA,"20",NA,"-1","-1","309",44,315,0.454545454545455,NA,NA
"15","Algeria",20,NA,NA,NA,NA,"20",NA,"-1","-1","310",44,315,0.454545454545455,NA,NA
"16","Algeria",20,NA,NA,NA,NA,"20",NA,"-1","-1","311",44,315,0.454545454545455,NA,NA
"17","Algeria",26,"6",2,"2","10","14",NA,"-1","-1","312",44,315,0.590909090909091,0.0454545454545455,NA
"18","Algeria",26,NA,2,NA,"10","14",NA,"-1","-1","313",44,315,0.590909090909091,0.0454545454545455,NA
"19","Algeria",37,"11",3,"1","10","24",NA,"-1","-1","314",44,315,0.840909090909091,0.0681818181818182,NA
"20","Algeria",48,"9",4,"1","10","34",NA,"-1","-1","315",44,315,1.09090909090909,0.0909090909090909,NA
"21","Algeria",60,"6",4,NA,"10","46",NA,"-1","-1","316",44,315,1.36363636363636,0.0909090909090909,NA
"22","Algeria",61,"1",5,"1","10","46",NA,"-1","-1","317",44,315,1.38636363636364,0.113636363636364,NA
"23","Algeria",75,"14",7,"2","32","36",NA,"-1","-1","319",44,315,1.70454545454545,0.159090909090909,NA
"24","Algeria",90,"15",9,"2","32","49",NA,"-1","-1","320",44,315,2.04545454545455,0.204545454545455,NA
"25","Algeria",94,"4",11,"2","32","51",NA,"-1","-1","321",44,315,2.13636363636364,0.25,NA
"26","Algeria",139,"45",15,"4","65","59",NA,"-1","-1","322",44,315,3.15909090909091,0.340909090909091,NA
"27","Algeria",201,"62",17,"2","65","119",NA,"-1","-1","323",44,315,4.56818181818182,0.386363636363636,NA
"28","Algeria",230,"29",17,NA,"65","148",NA,"-1","-1","324",44,315,5.22727272727273,0.386363636363636,NA
"29","Algeria",264,"34",19,"2","24","221",NA,"-1","-1","325",44,315,6,0.431818181818182,NA
"30","Algeria",302,"38",21,"2","65","216",NA,"-1","-1","326",44,315,6.86363636363636,0.477272727272727,NA
"31","Algeria",367,"65",25,"4","29","313",NA,"-1","-1","327",44,315,8.34090909090909,0.568181818181818,NA
"32","Algeria",409,"42",26,"1","29","354",NA,"24","-1","328",44,315,9.29545454545454,0.590909090909091,NA
"33","Algeria",454,"45",29,"3","31","394",NA,"24","-1","329",44,315,10.3181818181818,0.659090909090909,NA
"34","Algeria",511,"57",31,"2","31","449",NA,"24","-1","330",44,315,11.6136363636364,0.704545454545455,NA
"35","Algeria",584,"73",35,"4","37","512",NA,"24","-1","331",44,315,13.2727272727273,0.795454545454545,NA
"36","Algeria",716,"132",44,"9","46","626",NA,"24","-1","401",44,315,16.2727272727273,1,NA
"37","Algeria",847,"131",58,"14","61","728",NA,"-1","-1","402",44,315,19.25,1.31818181818182,NA
"38","Algeria",986,"139",86,"28","61","839",NA,"-1","-1","403",44,315,22.4090909090909,1.95454545454545,NA
"39","Algeria",1171,"185",105,"19","62","1004",NA,"3359","77","404",44,315,26.6136363636364,2.38636363636364,NA
"40","Algeria",1251,"80",130,"25","90","1031",NA,"3359","77","405",44,315,28.4318181818182,2.95454545454545,NA
"41","Algeria",1320,"69",152,"22","90","1078",46,"3359","77","406",44,315,30,3.45454545454545,1.04545454545455
"42","Algeria",1423,"103",173,"21","90","1160",46,"3359","77","407",44,315,32.3409090909091,3.93181818181818,1.04545454545455
"43","Algeria",1468,"45",193,"20","113","1162",46,"3359","77","408",44,315,33.3636363636364,4.38636363636364,1.04545454545455
"44","Algeria",1572,"104",205,"12","237","1130",46,"3359","77","409",44,315,35.7272727272727,4.65909090909091,1.04545454545455
"45","Algeria",1666,"94",235,"30","347","1084",46,"3359","77","410",44,315,37.8636363636364,5.34090909090909,1.04545454545455
"46","Algeria",1761,"95",256,"21","405","1100",46,"3359","77","411",44,315,40.0227272727273,5.81818181818182,1.04545454545455
"47","Austria",2,"2",NA,NA,NA,NA,NA,"-1","-1","225",9,229,0.222222222222222,NA,NA
"48","Austria",2,NA,NA,NA,NA,NA,NA,"-1","-1","226",9,229,0.222222222222222,NA,NA
"49","Austria",5,"3",NA,NA,NA,NA,NA,"-1","-1","227",9,229,0.555555555555556,NA,NA
"50","Austria",6,"1",NA,NA,"6",NA,NA,"-1","-1","228",9,229,0.666666666666667,NA,NA
"51","Austria",10,"3",NA,NA,"10",NA,NA,"-1","-1","229",9,229,1.11111111111111,NA,NA
"52","Austria",14,"4",NA,NA,"14",NA,NA,"-1","-1","301",9,229,1.55555555555556,NA,NA
"53","Austria",18,"4",NA,NA,"18",NA,NA,"-1","-1","302",9,229,2,NA,NA
"54","Austria",24,"6",NA,NA,"24",NA,NA,"-1","-1","303",9,229,2.66666666666667,NA,NA
"55","Austria",29,"5",NA,NA,"29",NA,NA,"-1","-1","304",9,229,3.22222222222222,NA,NA
"56","Austria",43,"14",NA,NA,"41","2",1,"-1","-1","305",9,229,4.77777777777778,NA,0.111111111111111
"57","Austria",66,"23",NA,NA,"64","2",1,"-1","-1","306",9,229,7.33333333333333,NA,0.111111111111111
"58","Austria",81,"15",NA,NA,"2","79",1,"-1","-1","307",9,229,9,NA,0.111111111111111
"59","Austria",104,"23",NA,NA,"2","102",1,"-1","-1","308",9,229,11.5555555555556,NA,0.111111111111111
"60","Austria",131,"27",NA,NA,"2","129",1,"-1","-1","309",9,229,14.5555555555556,NA,0.111111111111111
"61","Austria",182,"51",NA,NA,"4","178",1,"-1","-1","310",9,229,20.2222222222222,NA,0.111111111111111
"62","Austria",246,"64",NA,NA,"4","242",1,"-1","-1","311",9,229,27.3333333333333,NA,0.111111111111111
"63","Austria",361,"115",1,"1","4","356",1,"-1","-1","312",9,229,40.1111111111111,0.111111111111111,0.111111111111111
"64","Austria",504,"143",1,NA,"6","497",1,"-1","-1","313",9,229,56,0.111111111111111,0.111111111111111
"65","Austria",655,"151",1,NA,"6","648",1,"-1","-1","314",9,229,72.7777777777778,0.111111111111111,0.111111111111111
"66","Austria",860,"205",1,NA,"6","853",1,"-1","-1","315",9,229,95.5555555555556,0.111111111111111,0.111111111111111
"67","Austria",1018,"158",3,"2","8","1007",12,"-1","-1","316",9,229,113.111111111111,0.333333333333333,1.33333333333333
"68","Austria",1332,"314",4,"1","8","1320",12,"-1","-1","317",9,229,148,0.444444444444444,1.33333333333333
"69","Austria",1646,"314",4,NA,"9","1633",12,"-1","-1","319",9,229,182.888888888889,0.444444444444444,1.33333333333333
"70","Austria",2179,"533",6,"2","9","2164",13,"-1","-1","320",9,229,242.111111111111,0.666666666666667,1.44444444444444
"71","Austria",2649,"470",6,NA,"9","2634",14,"-1","-1","321",9,229,294.333333333333,0.666666666666667,1.55555555555556
"72","Austria",2992,"343",8,"2","9","2975",15,"-1","-1","322",9,229,332.444444444444,0.888888888888889,1.66666666666667
"73","Austria",3582,"590",16,"8","9","3557",15,"-1","-1","323",9,229,398,1.77777777777778,1.66666666666667
"74","Austria",4474,"892",21,"5","9","4444",14,"-1","-1","324",9,229,497.111111111111,2.33333333333333,1.55555555555556
"75","Austria",5283,"809",28,"7","9","5246",22,"-1","-1","325",9,229,587,3.11111111111111,2.44444444444444
"76","Austria",5588,"305",31,"3","9","5548",28,"-1","-1","326",9,229,620.888888888889,3.44444444444444,3.11111111111111
"77","Austria",6909,"1321",49,"18","112","6748",96,"-1","-1","327",9,229,767.666666666667,5.44444444444444,10.6666666666667
"78","Austria",7697,"788",58,"9","225","7414",128,"24","-1","328",9,229,855.222222222222,6.44444444444444,14.2222222222222
"79","Austria",8271,"574",68,"10","225","7978",135,"24","-1","329",9,229,919,7.55555555555556,15
"80","Austria",8788,"517",86,"18","479","8223",187,"24","-1","330",9,229,976.444444444444,9.55555555555556,20.7777777777778
"81","Austria",9618,"830",108,"22","636","8874",193,"24","-1","331",9,229,1068.66666666667,12,21.4444444444444
"82","Austria",10180,"562",128,"20","1095","8957",198,"24","-1","401",9,229,1131.11111111111,14.2222222222222,22
"83","Austria",10711,"531",146,"18","1436","9129",215,"-1","-1","402",9,229,1190.11111111111,16.2222222222222,23.8888888888889
"84","Austria",11129,"418",158,"12","1749","9222",227,"-1","-1","403",9,229,1236.55555555556,17.5555555555556,25.2222222222222
"85","Austria",11524,"395",168,"10","2022","9334",245,"98343","10919","404",9,229,1280.44444444444,18.6666666666667,27.2222222222222
"86","Austria",11781,"257",186,"18","2507","9088",245,"104134","11562","405",9,229,1309,20.6666666666667,27.2222222222222
"87","Austria",12051,"270",204,"18","2998","8849",244,"108416","12038","406",9,229,1339,22.6666666666667,27.1111111111111
"88","Austria",12297,"246",220,"16","3463","8614",250,"111296","12357","407",9,229,1366.33333333333,24.4444444444444,27.7777777777778
"89","Austria",12639,"342",243,"23","4046","8350",243,"115235","12795","408",9,229,1404.33333333333,27,27
"90","Austria",12942,"303",273,"30","4512","8157",267,"120755","13408","409",9,229,1438,30.3333333333333,29.6666666666667
"91","Austria",13244,"302",295,"22","5240","7709",266,"126287","14022","410",9,229,1471.55555555556,32.7777777777778,29.5555555555556
"92","Austria",13560,"316",319,"24","6064","7177",261,"134743","14961","411",9,229,1506.66666666667,35.4444444444444,29
"93","Belgium",1,NA,NA,NA,"1",NA,NA,"-1","-1","222",11.58,303,0.0863557858376511,NA,NA
"94","Belgium",1,NA,NA,NA,"1",NA,NA,"-1","-1","223",11.58,303,0.0863557858376511,NA,NA
"95","Belgium",1,NA,NA,NA,"1",NA,NA,"-1","-1","224",11.58,303,0.0863557858376511,NA,NA
"96","Belgium",1,NA,NA,NA,"1",NA,NA,"-1","-1","225",11.58,303,0.0863557858376511,NA,NA
"97","Belgium",1,NA,NA,NA,"1",NA,NA,"-1","-1","226",11.58,303,0.0863557858376511,NA,NA
"98","Belgium",1,NA,NA,NA,"1",NA,NA,"-1","-1","227",11.58,303,0.0863557858376511,NA,NA
"99","Belgium",1,NA,NA,NA,"0","1",NA,"-1","-1","228",11.58,303,0.0863557858376511,NA,NA
"100","Belgium",1,NA,NA,NA,"0","1",NA,"-1","-1","229",11.58,303,0.0863557858376511,NA,NA
"101","Belgium",2,"1",NA,NA,"1","1",NA,"-1","-1","301",11.58,303,0.172711571675302,NA,NA
"102","Belgium",8,"6",NA,NA,"7","1",NA,"-1","-1","302",11.58,303,0.690846286701209,NA,NA
"103","Belgium",13,"5",NA,NA,"12","1",NA,"-1","-1","303",11.58,303,1.12262521588946,NA,NA
"104","Belgium",23,"8",NA,NA,"22","1",1,"-1","-1","304",11.58,303,1.98618307426598,NA,0.0863557858376511
"105","Belgium",50,"27",NA,NA,"49","1",1,"-1","-1","305",11.58,303,4.31778929188256,NA,0.0863557858376511
"106","Belgium",109,"59",NA,NA,"108","1",1,"-1","-1","306",11.58,303,9.41278065630397,NA,0.0863557858376511
"107","Belgium",169,"60",NA,NA,"1","168",1,"-1","-1","307",11.58,303,14.594127806563,NA,0.0863557858376511
"108","Belgium",200,"31",NA,NA,"1","199",1,"-1","-1","308",11.58,303,17.2711571675302,NA,0.0863557858376511
"109","Belgium",239,"39",NA,NA,"1","238",2,"-1","-1","309",11.58,303,20.6390328151986,NA,0.172711571675302
"110","Belgium",267,"28",NA,NA,"1","266",2,"-1","-1","310",11.58,303,23.0569948186528,NA,0.172711571675302
"111","Belgium",314,"47",3,"3","1","310",2,"-1","-1","311",11.58,303,27.1157167530225,0.259067357512953,0.172711571675302
"112","Belgium",399,"85",3,NA,"1","395",2,"-1","-1","312",11.58,303,34.4559585492228,0.259067357512953,0.172711571675302
"113","Belgium",559,"160",3,NA,"1","555",2,"-1","-1","313",11.58,303,48.272884283247,0.259067357512953,0.172711571675302
"114","Belgium",689,"130",4,"1","1","684",24,"-1","-1","314",11.58,303,59.4991364421416,0.345423143350604,2.07253886010363
"115","Belgium",886,"197",4,NA,"1","881",33,"-1","-1","315",11.58,303,76.5112262521589,0.345423143350604,2.84974093264249
"116","Belgium",1058,"172",10,"6","1","1047",33,"-1","-1","316",11.58,303,91.3644214162349,0.863557858376511,2.84974093264249
"117","Belgium",1243,"185",10,NA,"14","1219",33,"-1","-1","317",11.58,303,107.3402417962,0.863557858376511,2.84974093264249
"118","Belgium",1486,"243",14,"4","31","1441",33,"-1","-1","319",11.58,303,128.32469775475,1.20898100172712,2.84974093264249
"119","Belgium",1795,"309",21,"7","165","1609",130,"-1","-1","320",11.58,303,155.008635578584,1.81347150259067,11.2262521588946
"120","Belgium",2257,"462",37,"16","204","2016",164,"-1","-1","321",11.58,303,194.905008635579,3.19516407599309,14.1623488773748
"121","Belgium",2815,"558",67,"30","263","2485",288,"-1","-1","322",11.58,303,243.091537132988,5.78583765112263,24.8704663212435
"122","Belgium",3401,"586",75,"8","263","3063",288,"-1","-1","323",11.58,303,293.696027633851,6.47668393782383,24.8704663212435
"123","Belgium",3743,"342",88,"13","401","3254",322,"-1","-1","324",11.58,303,323.229706390328,7.5993091537133,27.8065630397237
"124","Belgium",4269,"526",122,"34","461","3686",381,"-1","-1","325",11.58,303,368.652849740933,10.5354058721934,32.9015544041451
"125","Belgium",4937,"668",178,"56","547","4212",474,"-1","-1","326",11.58,303,426.338514680484,15.3713298791019,40.9326424870466
"126","Belgium",6235,"1298",220,"42","675","5340",605,"-1","-1","327",11.58,303,538.428324697755,18.9982728842832,52.2452504317789
"127","Belgium",7284,"1049",289,"69","858","6137",690,"3","-1","328",11.58,303,629.015544041451,24.9568221070812,59.5854922279793
"128","Belgium",9134,"1850",353,"64","1063","7718",789,"3","-1","329",11.58,303,788.773747841105,30.4835924006908,68.1347150259067
"129","Belgium",10836,"1702",431,"78","1359","9046",867,"3","-1","330",11.58,303,935.751295336788,37.2193436960276,74.8704663212435
"130","Belgium",11899,"1063",513,"82","1527","9859",927,"3","-1","331",11.58,303,1027.54749568221,44.300518134715,80.0518134715026
"131","Belgium",12775,"876",705,"192","1696","10374",1021,"3","-1","401",11.58,303,1103.19516407599,60.880829015544,88.1692573402418
"132","Belgium",13964,"1189",828,"123","2132","11004",1088,"-1","-1","402",11.58,303,1205.87219343696,71.5025906735751,93.9550949913644
"133","Belgium",15348,"1384",1011,"183","2495","11842",1144,"-1","-1","403",11.58,303,1325.38860103627,87.3056994818653,98.7910189982729
"134","Belgium",16770,"1422",1143,"132","2872","12755",1205,"18360","1584","404",11.58,303,1448.18652849741,98.7046632124352,104.05872193437
"135","Belgium",18431,"1661",1283,"140","3247","13901",1245,"70000","6040","405",11.58,303,1591.62348877375,110.794473229706,107.512953367876
"136","Belgium",19691,"1260",1447,"164","3751","14493",1261,"70000","6040","406",11.58,303,1700.43177892919,124.956822107081,108.894645941278
"137","Belgium",20814,"1123",1632,"185","3986","15196",1257,"70000","6040","407",11.58,303,1797.40932642487,140.932642487047,108.549222797927
"138","Belgium",22194,"1380",2035,"403","4157","16002",1260,"80512","6947","408",11.58,303,1916.58031088083,175.73402417962,108.80829015544
"139","Belgium",23403,"1209",2240,"205","4681","16482",1276,"84248","7269","409",11.58,303,2020.98445595855,193.436960276339,110.189982728843
"140","Belgium",24983,"1580",2523,"283","5164","17296",1285,"84248","7269","410",11.58,303,2157.42659758204,217.875647668394,110.967184801382
"141","Belgium",26667,"1684",3019,"496","5568","18080",1278,"84248","7269","411",11.58,303,2302.84974093264,260.708117443869,110.362694300518
"142","BosniaandHerzegovina",2,"2",NA,NA,"2",NA,NA,"-1","-1","305",3.3,309,0.606060606060606,NA,NA
"143","BosniaandHerzegovina",3,"1",NA,NA,"3",NA,NA,"-1","-1","306",3.3,309,0.909090909090909,NA,NA
"144","BosniaandHerzegovina",3,NA,NA,NA,NA,"3",NA,"-1","-1","307",3.3,309,0.909090909090909,NA,NA
"145","BosniaandHerzegovina",3,NA,NA,NA,NA,"3",NA,"-1","-1","308",3.3,309,0.909090909090909,NA,NA
"146","BosniaandHerzegovina",5,"2",NA,NA,NA,"5",NA,"-1","-1","309",3.3,309,1.51515151515152,NA,NA
"147","BosniaandHerzegovina",5,NA,NA,NA,NA,"5",NA,"-1","-1","310",3.3,309,1.51515151515152,NA,NA
"148","BosniaandHerzegovina",7,NA,NA,NA,NA,"7",NA,"-1","-1","311",3.3,309,2.12121212121212,NA,NA
"149","BosniaandHerzegovina",11,"4",NA,NA,NA,"11",NA,"-1","-1","312",3.3,309,3.33333333333333,NA,NA
"150","BosniaandHerzegovina",18,"7",NA,NA,NA,"18",NA,"-1","-1","313",3.3,309,5.45454545454546,NA,NA
"151","BosniaandHerzegovina",21,"3",NA,NA,NA,"21",NA,"-1","-1","314",3.3,309,6.36363636363636,NA,NA
"152","BosniaandHerzegovina",24,"3",NA,NA,NA,"24",NA,"-1","-1","315",3.3,309,7.27272727272727,NA,NA
"153","BosniaandHerzegovina",25,"1",NA,NA,"2","23",NA,"-1","-1","316",3.3,309,7.57575757575758,NA,NA
"154","BosniaandHerzegovina",34,"9",NA,NA,"2","32",NA,"-1","-1","317",3.3,309,10.3030303030303,NA,NA
"155","BosniaandHerzegovina",39,"5",NA,NA,"2","37",NA,"-1","-1","319",3.3,309,11.8181818181818,NA,NA
"156","BosniaandHerzegovina",64,"25",NA,NA,"2","62",NA,"-1","-1","320",3.3,309,19.3939393939394,NA,NA
"157","BosniaandHerzegovina",89,"25",NA,NA,"2","87",1,"-1","-1","321",3.3,309,26.969696969697,NA,0.303030303030303
"158","BosniaandHerzegovina",93,"4",1,"1","2","90",1,"-1","-1","322",3.3,309,28.1818181818182,0.303030303030303,0.303030303030303
"159","BosniaandHerzegovina",126,"33",1,NA,"2","123",1,"-1","-1","323",3.3,309,38.1818181818182,0.303030303030303,0.303030303030303
"160","BosniaandHerzegovina",136,"10",1,NA,"2","133",1,"-1","-1","324",3.3,309,41.2121212121212,0.303030303030303,0.303030303030303
"161","BosniaandHerzegovina",168,"32",3,"2","2","163",1,"-1","-1","325",3.3,309,50.9090909090909,0.909090909090909,0.303030303030303
"162","BosniaandHerzegovina",176,"8",3,NA,"2","171",1,"-1","-1","326",3.3,309,53.3333333333333,0.909090909090909,0.303030303030303
"163","BosniaandHerzegovina",191,"15",3,NA,"2","186",1,"-1","-1","327",3.3,309,57.8787878787879,0.909090909090909,0.303030303030303
"164","BosniaandHerzegovina",237,"46",4,"1","5","228",1,"4","-1","328",3.3,309,71.8181818181818,1.21212121212121,0.303030303030303
"165","BosniaandHerzegovina",278,"41",6,"2","8","264",1,"4","-1","329",3.3,309,84.2424242424242,1.81818181818182,0.303030303030303
"166","BosniaandHerzegovina",323,"45",6,NA,"8","309",1,"4","-1","330",3.3,309,97.8787878787879,1.81818181818182,0.303030303030303
"167","BosniaandHerzegovina",368,"45",10,"4","17","341",1,"4","-1","331",3.3,309,111.515151515152,3.03030303030303,0.303030303030303
"168","BosniaandHerzegovina",420,"52",13,"3","17","390",1,"4","-1","401",3.3,309,127.272727272727,3.93939393939394,0.303030303030303
"169","BosniaandHerzegovina",459,"39",13,NA,"19","427",1,"-1","-1","402",3.3,309,139.090909090909,3.93939393939394,0.303030303030303
"170","BosniaandHerzegovina",533,"74",16,"3","20","497",4,"-1","-1","403",3.3,309,161.515151515152,4.84848484848485,1.21212121212121
"171","BosniaandHerzegovina",579,"46",17,"1","27","535",4,"2220","677","404",3.3,309,175.454545454545,5.15151515151515,1.21212121212121
"172","BosniaandHerzegovina",624,"45",21,"4","30","573",4,"5349","1630","405",3.3,309,189.090909090909,6.36363636363636,1.21212121212121
"173","BosniaandHerzegovina",654,"30",23,"2","30","601",4,"5934","1809","406",3.3,309,198.181818181818,6.96969696969697,1.21212121212121
"174","BosniaandHerzegovina",674,"20",29,"6","47","598",4,"5934","1809","407",3.3,309,204.242424242424,8.78787878787879,1.21212121212121
"175","BosniaandHerzegovina",764,"90",33,"4","68","663",4,"6911","2106","408",3.3,309,231.515151515152,10,1.21212121212121
"176","BosniaandHerzegovina",804,"40",34,"1","79","691",4,"6911","2106","409",3.3,309,243.636363636364,10.3030303030303,1.21212121212121
"177","BosniaandHerzegovina",858,"54",35,"1","101","722",4,"6911","2106","410",3.3,309,260,10.6060606060606,1.21212121212121
"178","BosniaandHerzegovina",901,"43",36,"1","129","736",4,"6911","2106","411",3.3,309,273.030303030303,10.9090909090909,1.21212121212121
"179","Brazil",1,NA,NA,NA,NA,NA,NA,"-1","-1","226",213,316,0.00469483568075117,NA,NA
"180","Brazil",1,NA,NA,NA,NA,NA,NA,"-1","-1","227",213,316,0.00469483568075117,NA,NA
"181","Brazil",1,NA,NA,NA,"1",NA,NA,"-1","-1","228",213,316,0.00469483568075117,NA,NA
"182","Brazil",2,"1",NA,NA,"2",NA,NA,"-1","-1","229",213,316,0.00938967136150235,NA,NA
"183","Brazil",2,NA,NA,NA,"2",NA,NA,"-1","-1","301",213,316,0.00938967136150235,NA,NA
"184","Brazil",2,NA,NA,NA,"2",NA,NA,"-1","-1","302",213,316,0.00938967136150235,NA,NA
"185","Brazil",2,NA,NA,NA,"2",NA,NA,"-1","-1","303",213,316,0.00938967136150235,NA,NA
"186","Brazil",3,"1",NA,NA,"3",NA,NA,"-1","-1","304",213,316,0.0140845070422535,NA,NA
"187","Brazil",8,"5",NA,NA,"8",NA,NA,"-1","-1","305",213,316,0.0375586854460094,NA,NA
"188","Brazil",13,"5",NA,NA,"13",NA,NA,"-1","-1","306",213,316,0.0610328638497653,NA,NA
"189","Brazil",19,"6",NA,NA,NA,"19",NA,"-1","-1","307",213,316,0.0892018779342723,NA,NA
"190","Brazil",25,"6",NA,NA,NA,"25",1,"-1","-1","308",213,316,0.117370892018779,NA,0.00469483568075117
"191","Brazil",25,NA,NA,NA,NA,"25",1,"-1","-1","309",213,316,0.117370892018779,NA,0.00469483568075117
"192","Brazil",34,"9",NA,NA,NA,"34",1,"-1","-1","310",213,316,0.15962441314554,NA,0.00469483568075117
"193","Brazil",52,"18",NA,NA,NA,"52",2,"-1","-1","311",213,316,0.244131455399061,NA,0.00938967136150235
"194","Brazil",77,"25",NA,NA,NA,"77",2,"-1","-1","312",213,316,0.36150234741784,NA,0.00938967136150235
"195","Brazil",151,"74",NA,NA,NA,"151",2,"-1","-1","313",213,316,0.708920187793427,NA,0.00938967136150235
"196","Brazil",151,NA,NA,NA,"1","150",2,"-1","-1","314",213,316,0.708920187793427,NA,0.00938967136150235
"197","Brazil",200,"49",NA,NA,"1","199",2,"-1","-1","315",213,316,0.938967136150235,NA,0.00938967136150235
"198","Brazil",234,"34",NA,NA,"2","232",2,"-1","-1","316",213,316,1.09859154929577,NA,0.00938967136150235
"199","Brazil",346,"112",1,"1","2","343",18,"-1","-1","317",213,316,1.62441314553991,0.00469483568075117,0.0845070422535211
"200","Brazil",529,"183",4,"3","2","523",18,"-1","-1","319",213,316,2.48356807511737,0.0187793427230047,0.0845070422535211
"201","Brazil",640,"111",7,"3","2","631",18,"-1","-1","320",213,316,3.00469483568075,0.0328638497652582,0.0845070422535211
"202","Brazil",970,"330",11,"4","2","957",18,"-1","-1","321",213,316,4.55399061032864,0.0516431924882629,0.0845070422535211
"203","Brazil",1178,"208",18,"7","2","1158",18,"-1","-1","322",213,316,5.53051643192488,0.0845070422535211,0.0845070422535211
"204","Brazil",1546,"368",25,"7","2","1519",18,"-1","-1","323",213,316,7.25821596244131,0.117370892018779,0.0845070422535211
"205","Brazil",1924,"378",34,"9","2","1888",18,"-1","-1","324",213,316,9.03286384976526,0.15962441314554,0.0845070422535211
"206","Brazil",2247,"323",46,"12","2","2199",18,"-1","-1","325",213,316,10.5492957746479,0.215962441314554,0.0845070422535211
"207","Brazil",2554,"307",59,"13","2","2493",18,"-1","-1","326",213,316,11.9906103286385,0.276995305164319,0.0845070422535211
"208","Brazil",2985,"431",77,"18","6","2902",18,"-1","-1","327",213,316,14.0140845070423,0.36150234741784,0.0845070422535211
"209","Brazil",3417,"432",92,"15","6","3319",296,"24","-1","328",213,316,16.0422535211268,0.431924882629108,1.38967136150235
"210","Brazil",3904,"487",114,"22","6","3784",296,"24","-1","329",213,316,18.3286384976526,0.535211267605634,1.38967136150235
"211","Brazil",4256,"352",136,"22","6","4114",296,"24","-1","330",213,316,19.981220657277,0.63849765258216,1.38967136150235
"212","Brazil",4630,"374",163,"27","120","4347",296,"24","-1","331",213,316,21.7370892018779,0.765258215962441,1.38967136150235
"213","Brazil",5717,"1087",201,"38","127","5389",296,"24","-1","401",213,316,26.8403755868545,0.943661971830986,1.38967136150235
"214","Brazil",6880,"1163",242,"41","127","6511",296,"-1","-1","402",213,316,32.3004694835681,1.13615023474178,1.38967136150235
"215","Brazil",8044,"1164",324,"82","127","7593",296,"-1","-1","403",213,316,37.7652582159624,1.52112676056338,1.38967136150235
"216","Brazil",9194,"1150",363,"39","127","8704",296,"45708","215","404",213,316,43.1643192488263,1.70422535211268,1.38967136150235
"217","Brazil",10360,"1166",445,"82","127","9788",296,"54824","258","405",213,316,48.6384976525822,2.08920187793427,1.38967136150235
"218","Brazil",11254,"894",486,"41","127","10641",296,"54824","258","406",213,316,52.8356807511737,2.28169014084507,1.38967136150235
"219","Brazil",12183,"929",564,"78","127","11492",296,"54824","258","407",213,316,57.1971830985916,2.64788732394366,1.38967136150235
"220","Brazil",14034,"1851",686,"122","127","13221",296,"54824","258","408",213,316,65.887323943662,3.22065727699531,1.38967136150235
"221","Brazil",16188,"2154",820,"134","127","15241",296,"54824","258","409",213,316,76,3.84976525821596,1.38967136150235
"222","Brazil",18145,"1957",954,"134","173","17018",296,"62985","296","410",213,316,85.18779342723,4.47887323943662,1.38967136150235
"223","Brazil",19789,"1644",1068,"114","173","18548",296,"62985","296","411",213,316,92.906103286385,5.01408450704225,1.38967136150235
"224","Bulgaria",2,"2",NA,NA,NA,"2",NA,"-1","-1","307",7,311,0.285714285714286,NA,NA
"225","Bulgaria",4,"2",NA,NA,NA,"4",NA,"-1","-1","308",7,311,0.571428571428571,NA,NA
"226","Bulgaria",4,NA,NA,NA,NA,"4",NA,"-1","-1","309",7,311,0.571428571428571,NA,NA
"227","Bulgaria",6,"2",NA,NA,NA,"6",NA,"-1","-1","310",7,311,0.857142857142857,NA,NA
"228","Bulgaria",7,"1",1,"1",NA,"6",NA,"-1","-1","311",7,311,1,0.142857142857143,NA
"229","Bulgaria",23,"16",1,NA,NA,"22",NA,"-1","-1","312",7,311,3.28571428571429,0.142857142857143,NA
