,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0, China ,80152,1,2945,2,29785,47422,6806,-1,-1,-1,-1,0303
1, S. Korea ,5186,851,34,6,5118,34,27,-1,-1,-1,-1,0303
2, Italy ,2502,466,79,27,2263,160,229,-1,-1,-1,-1,0303
3, Iran ,2336,835,77,11,1824,435,,-1,-1,-1,-1,0303
4, Diamond Princess ,706,,6,,600,100,36,-1,-1,-1,-1,0303
5, Japan ,293,19,6,,244,43,23,-1,-1,-1,-1,0303
6, France ,212,21,4,1,196,12,8,-1,-1,-1,-1,0303
7, Germany ,196,31,,,180,16,2,-1,-1,-1,-1,0303
8, Spain ,165,45,1,1,162,2,3,-1,-1,-1,-1,0303
9, USA ,118,18,9,3,100,9,7,-1,-1,-1,-1,0303
10, Singapore ,110,2,,,32,78,7,-1,-1,-1,-1,0303
11, Hong Kong ,101,1,2,,62,37,6,-1,-1,-1,-1,0303
12, Switzerland ,58,28,,,56,2,,-1,-1,-1,-1,0303
13, Kuwait ,56,,,,56,,,-1,-1,-1,-1,0303
14, U.K. ,51,12,,,43,8,,-1,-1,-1,-1,0303
15, Bahrain ,49,,,,49,,,-1,-1,-1,-1,0303
16, Thailand ,43,,1,,12,30,1,-1,-1,-1,-1,0303
17, Taiwan ,42,1,1,,29,12,1,-1,-1,-1,-1,0303
18, Australia ,39,6,1,,23,15,1,-1,-1,-1,-1,0303
19, Malaysia ,36,7,,,14,22,,-1,-1,-1,-1,0303
20, Norway ,33,8,,,33,,,-1,-1,-1,-1,0303
21, Iraq ,32,5,,,32,,,-1,-1,-1,-1,0303
22, Canada ,30,3,,,23,7,,-1,-1,-1,-1,0303
23, Sweden ,30,15,,,29,1,,-1,-1,-1,-1,0303
24, U.A.E. ,27,6,,,22,5,2,-1,-1,-1,-1,0303
25, Austria ,24,6,,,24,,,-1,-1,-1,-1,0303
26, Netherlands ,23,5,,,23,,1,-1,-1,-1,-1,0303
27, Vietnam ,16,,,,0,16,,-1,-1,-1,-1,0303
28, Belgium ,13,5,,,12,1,,-1,-1,-1,-1,0303
29, Lebanon ,13,,,,13,,,-1,-1,-1,-1,0303
30, Israel ,12,,,,11,1,,-1,-1,-1,-1,0303
31, Oman ,12,6,,,10,2,,-1,-1,-1,-1,0303
32, Iceland ,11,2,,,10,1,,-1,-1,-1,-1,0303
33, San Marino ,10,2,1,,9,,1,-1,-1,-1,-1,0303
34, Macao ,10,,,,1,9,,-1,-1,-1,-1,0303
35, Denmark ,10,6,,,10,,,-1,-1,-1,-1,0303
36, Croatia ,9,1,,,9,,,-1,-1,-1,-1,0303
37, Algeria ,8,3,,,8,,,-1,-1,-1,-1,0303
38, Qatar ,8,1,,,8,,,-1,-1,-1,-1,0303
39, Ecuador ,7,1,,,7,,1,-1,-1,-1,-1,0303
40, Finland ,7,,,,6,1,,-1,-1,-1,-1,0303
41, Greece ,7,,,,7,,,-1,-1,-1,-1,0303
42, India ,6,,,,3,3,,-1,-1,-1,-1,0303
43, Mexico ,6,,,,5,1,,-1,-1,-1,-1,0303
