,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0, China ,40199,3001,908,97,3623,6484,,-1,-1,-1,-1,0210
1, Japan ,161,72,,,4,,,-1,-1,-1,-1,0210
2, Singapore ,45,5,,,7,7,,-1,-1,-1,-1,0210
3, Hong Kong ,42,16,1,,,,,-1,-1,-1,-1,0210
4, Thailand ,32,,,,10,1,,-1,-1,-1,-1,0210
5, S. Korea ,27,3,,,3,,,-1,-1,-1,-1,0210
6, Taiwan ,18,1,,,1,,,-1,-1,-1,-1,0210
7, Malaysia ,18,2,,,3,,,-1,-1,-1,-1,0210
8, Australia ,15,,,,5,,,-1,-1,-1,-1,0210
9, Vietnam ,14,1,,,3,,,-1,-1,-1,-1,0210
10, Germany ,14,,,,,,,-1,-1,-1,-1,0210
11, USA ,12,,,,3,,,-1,-1,-1,-1,0210
12, France ,11,,,,,1,,-1,-1,-1,-1,0210
13, Macao ,10,,,,1,,,-1,-1,-1,-1,0210
14, U.K. ,8,5,,,,,,-1,-1,-1,-1,0210
15, U.A.E. ,8,1,,,1,,,-1,-1,-1,-1,0210
16, Canada ,7,,,,,,,-1,-1,-1,-1,0210
17, Philippines ,3,,1,,2,,,-1,-1,-1,-1,0210
18, India ,3,,,,,,,-1,-1,-1,-1,0210
19, Italy ,3,,,,,2,,-1,-1,-1,-1,0210
20, Russia ,2,,,,,,,-1,-1,-1,-1,0210
21, Spain ,2,1,,,,,,-1,-1,-1,-1,0210
22, Finland ,1,,,,1,,,-1,-1,-1,-1,0210
23, Nepal ,1,,,,,,,-1,-1,-1,-1,0210
24, Sweden ,1,,,,,,,-1,-1,-1,-1,0210
25, Sri Lanka ,1,,,,1,,,-1,-1,-1,-1,0210
26, Cambodia ,1,,,,1,,,-1,-1,-1,-1,0210
