,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0,Asia,483226,10951,17588,345,236575,229063,5981,,,,,0428
1,North America,1090796,26193,61549,1594,168606,860641,15449,,,,,0428
2,Europe,1298702,21894,123997,2112,446464,728241,24907,,,,,0428
3,South America,144174,6254,6730,441,51611,85833,9772,,,,,0428
4,Oceania,8291,5,102,1,6844,1345,46,,,,,0428
5,Africa,34036,1357,1468,39,10575,21993,138,,,,,0428
6,,721,,15,,645,61,4,,,,,0428
7,World,3059946,66654,211449,4532,921320,1927177,56297,393,271,,,0428
8,China,82830,3,4633,1,77474,723,52,58,3,,,0428
9,USA,1010356,23196,56797,1384,138990,814569,14186,3052,172,5696928,17211,0428
10,Spain,229422,2793,23521,331,120832,85069,7764,4907,503,1345560,28779,0428
11,Italy,199414,1739,26977,333,66624,105813,1956,3298,446,1789662,29600,0428
12,France,163273,1173,23293,437,45513,94467,4608,2501,357,463662,7103,0428
13,Germany,158758,988,6126,150,114500,38132,2409,1895,73,2072669,24738,0428
14,UK,157149,4309,21092,360,,135713,1559,2315,311,719910,10605,0428
15,Turkey,112261,2131,2900,95,33791,75570,1736,1331,34,918885,10895,0428
16,Iran,91472,991,5806,96,70933,14733,3011,1089,69,432329,5147,0428
17,Russia,87147,6198,794,47,7346,79007,2300,597,5,3019434,20690,0428
18,Brazil,66501,3642,4543,272,31142,30816,8318,313,21,291922,1373,0428
19,Canada,48500,1605,2707,147,18268,27525,557,1285,72,717451,19009,0428
20,Belgium,46687,553,7207,113,10878,28602,903,4028,622,214042,18468,0428
21,Netherlands,38245,400,4518,43,,33477,905,2232,264,193950,11319,0428
22,India,29451,1561,939,58,7137,21375,,21,07,665819,482,0428
23,Switzerland,29164,103,1665,55,22200,5299,185,3370,192,245300,28343,0428
24,Peru,28699,1182,782,54,8425,19492,598,870,24,239563,7266,0428
25,Portugal,24027,163,928,25,1357,21742,176,2356,91,360155,35321,0428
26,Ecuador,23240,521,663,87,1557,21020,146,1317,38,61529,3487,0428
27,Ireland,19648,386,1102,15,9233,9313,146,3979,223,127319,25785,0428
28,Sweden,18926,286,2274,80,1005,15647,399,1874,225,94500,9357,0428
29,Saudi Arabia,18811,1289,144,5,2531,16136,117,540,4,200000,5745,0428
30,Israel,15555,112,204,3,7200,8151,129,1797,24,302691,34971,0428
31,Austria,15274,49,549,7,12362,2363,140,1696,61,232537,25819,0428
32,Mexico,14677,835,1351,46,8354,4972,378,114,10,67635,525,0428
33,Singapore,14423,799,14,2,1095,13314,20,2465,2,121774,20815,0428
34,Pakistan,13915,587,292,11,3029,10594,111,63,1,150756,682,0428
35,Chile,13813,482,198,9,7327,6288,426,723,10,161235,8434,0428
36,Japan,13614,165,385,13,1899,11330,300,108,3,150692,1191,0428
37,Poland,11902,285,562,27,2466,8874,160,314,15,297859,7870,0428
38,Romania,11339,303,641,22,3141,7557,227,589,33,143834,7477,0428
39,Belarus,11289,826,75,3,1740,9474,92,1195,8,153845,16281,0428
