,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0, China ,74577,392,2118,114,16233,12017,,-1,-1,-1,-1,0219
1, Diamond Princess ,621,,,,17,28,,-1,-1,-1,-1,0219
2, Japan ,85,1,1,,20,4,,-1,-1,-1,-1,0219
3, Singapore ,84,,,,34,4,,-1,-1,-1,-1,0219
4, S. Korea ,82,24,,,16,,,-1,-1,-1,-1,0219
5, Hong Kong ,65,,2,,5,6,,-1,-1,-1,-1,0219
6, Thailand ,35,,,,17,2,,-1,-1,-1,-1,0219
7, Taiwan ,23,,1,,2,,,-1,-1,-1,-1,0219
8, Malaysia ,22,,,,15,,,-1,-1,-1,-1,0219
9, Germany ,16,,,,9,,,-1,-1,-1,-1,0219
10, Vietnam ,16,,,,14,,,-1,-1,-1,-1,0219
11, Australia ,15,,,,10,,,-1,-1,-1,-1,0219
12, USA ,15,,,,3,,,-1,-1,-1,-1,0219
13, France ,12,,1,,7,,,-1,-1,-1,-1,0219
14, Macao ,10,,,,5,,,-1,-1,-1,-1,0219
15, U.K. ,9,,,,8,,,-1,-1,-1,-1,0219
16, U.A.E. ,9,,,,3,1,,-1,-1,-1,-1,0219
17, Canada ,8,,,,1,,,-1,-1,-1,-1,0219
18, Philippines ,3,,1,,2,,,-1,-1,-1,-1,0219
19, India ,3,,,,3,,,-1,-1,-1,-1,0219
20, Italy ,3,,,,,2,,-1,-1,-1,-1,0219
21, Iran ,2,,2,,,,,-1,-1,-1,-1,0219
22, Russia ,2,,,,2,,,-1,-1,-1,-1,0219
23, Spain ,2,,,,2,,,-1,-1,-1,-1,0219
24, Belgium ,1,,,,1,,,-1,-1,-1,-1,0219
25, Cambodia ,1,,,,1,,,-1,-1,-1,-1,0219
26, Egypt ,1,,,,,,,-1,-1,-1,-1,0219
27, Finland ,1,,,,1,,,-1,-1,-1,-1,0219
28, Nepal ,1,,,,1,,,-1,-1,-1,-1,0219
29, Sri Lanka ,1,,,,1,,,-1,-1,-1,-1,0219
