,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0,Asia,333243,11846,12068,343,160145,161030,6460,,,,,0416
1,North America,692558,32701,34291,2826,60717,597550,14595,,,,,0416
2,Europe,970757,33469,88319,4601,257966,624472,28603,,,,,0416
3,South America,63302,5613,2797,286,22378,38127,1218,,,,,0416
4,Oceania,7924,67,72,2,4415,3437,81,,,,,0416
5,Africa,17827,955,913,37,3862,13052,178,,,,,0416
6,,721,,14,,639,68,7,,,,,0416
7,World,2086332,84651,138474,8095,510122,1437736,51142,268,178,,,0416
8,China,82341,46,3342,,77892,1107,95,57,2,,,0416
9,USA,648003,30342,32443,2618,48701,566859,13487,1958,98,3258879,9845,0416
10,Spain,180659,6599,18812,557,70853,90994,7371,3864,402,650755,13918,0416
11,Italy,165155,2667,21645,578,38092,105418,3079,2732,358,1117404,18481,0416
12,France,147863,4560,17167,1438,30955,99741,6457,2265,263,333807,5114,0416
13,Germany,134753,2543,3804,309,72600,58349,4288,1608,45,1728357,20629,0416
14,UK,98476,4603,12868,761,,85264,1559,1451,190,398916,5876,0416
15,Iran,76389,1512,4777,94,49933,21679,3643,909,57,299204,3562,0416
16,Turkey,69392,4281,1518,115,5674,62200,1820,823,18,477716,5664,0416
17,Belgium,33573,2454,4440,283,7107,22026,1204,2897,383,128132,11056,0416
18,Brazil,28610,3348,1757,225,14026,12827,296,135,8,62985,296,0416
19,Canada,28379,1316,1010,107,8979,18390,557,752,27,467736,12393,0416
20,Netherlands,28153,734,3134,189,250,24769,1279,1643,183,140845,8220,0416
21,Switzerland,26336,400,1239,65,15400,9697,386,3043,143,199000,22993,0416
22,Russia,24490,3388,198,28,1986,22306,8,168,1,1517992,10402,0416
23,Portugal,18091,643,599,32,383,17109,208,1774,59,208314,20430,0416
24,Austria,14350,124,393,9,8098,5859,232,1593,44,156801,17410,0416
25,Ireland,12547,1068,444,38,77,12026,158,2541,90,90646,18358,0416
26,Israel,12501,455,130,7,2563,9808,180,1444,15,117339,13557,0416
27,India,12370,883,422,29,1508,10440,,9,03,244893,177,0416
28,Sweden,11927,482,1203,170,381,10343,954,1181,119,74600,7387,0416
29,Peru,11475,1172,254,24,3108,8113,146,348,8,109385,3318,0416
30,S. Korea,10591,27,225,3,7616,2750,55,207,4,534552,10426,0416
31,Japan,8626,741,178,32,901,7547,168,68,1,94236,745,0416
32,Chile,8273,356,94,2,2937,5242,389,433,5,91873,4806,0416
33,Ecuador,7858,255,388,19,780,6690,135,445,22,26093,1479,0416
34,Poland,7582,380,286,23,668,6628,160,200,8,156493,4135,0416
35,Romania,7216,337,372,21,1217,5627,245,375,19,74827,3890,0416
36,Norway,6797,174,150,11,32,6615,64,1254,28,130216,24020,0416
37,Denmark,6681,170,309,10,2748,3624,89,1153,53,77712,13417,0416
