,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0,China,80967,39,3248,3,71150,6569,2136,56,-1,-1,-1,0320
1,Italy,41035,5322,3405,427,4440,33190,2498,679,-1,-1,-1,0320
2,Iran,18407,1046,1284,149,5979,11144,,219,-1,-1,-1,0320
3,Spain,18077,3308,831,193,1107,16139,939,387,-1,-1,-1,0320
4,Germany,15320,2993,44,16,115,15161,2,183,-1,-1,-1,0320
5,USA,13789,4530,207,57,108,13474,64,42,-1,-1,-1,0320
6,France,10995,1861,372,108,1295,9328,1122,168,-1,-1,-1,0320
7,S. Korea,8565,152,91,7,1947,6527,59,167,-1,-1,-1,0320
8,Switzerland,4222,1107,43,10,15,4164,,488,-1,-1,-1,0320
9,UK,3269,643,144,40,65,3060,20,48,-1,-1,-1,0320
10,Netherlands,2460,409,76,18,2,2382,45,144,-1,-1,-1,0320
11,Austria,2179,533,6,2,9,2164,13,242,-1,-1,-1,0320
12,Belgium,1795,309,21,7,165,1609,130,155,-1,-1,-1,0320
13,Norway,1790,199,7,1,1,1782,27,330,-1,-1,-1,0320
14,Sweden,1439,138,11,1,16,1412,21,142,-1,-1,-1,0320
15,Denmark,1151,94,6,2,1,1144,30,199,-1,-1,-1,0320
16,Japan,943,29,33,4,191,719,46,7,-1,-1,-1,0320
17,Malaysia,900,110,2,,75,823,15,28,-1,-1,-1,0320
18,Canada,873,146,12,3,11,850,1,23,-1,-1,-1,0320
19,Portugal,786,144,4,2,4,778,20,77,-1,-1,-1,0320
20,Australia,756,160,7,1,46,703,1,30,-1,-1,-1,0320
21,Diamond Princess,712,,7,,527,178,14,,-1,-1,-1,0320
22,Czechia,694,172,,,3,691,6,65,-1,-1,-1,0320
23,Israel,677,244,,,14,663,6,78,-1,-1,-1,0320
24,Brazil,640,111,7,3,2,631,18,3,-1,-1,-1,0320
25,Ireland,557,191,3,1,5,549,6,113,-1,-1,-1,0320
26,Greece,464,46,6,1,19,439,16,45,-1,-1,-1,0320
27,Qatar,460,8,,,10,450,6,160,-1,-1,-1,0320
28,Pakistan,454,147,2,,13,439,,2,-1,-1,-1,0320
29,Finland,400,41,,,10,390,2,72,-1,-1,-1,0320
30,Turkey,359,168,4,2,,355,,4,-1,-1,-1,0320
31,Poland,355,68,5,,13,337,3,9,-1,-1,-1,0320
32,Singapore,345,32,,,124,221,14,59,-1,-1,-1,0320
33,Chile,342,104,,,,342,6,18,-1,-1,-1,0320
34,Luxembourg,335,132,4,2,6,325,1,535,-1,-1,-1,0320
35,Iceland,330,80,,,5,325,1,967,-1,-1,-1,0320
36,Slovenia,319,33,1,,,318,6,153,-1,-1,-1,0320
37,Indonesia,309,82,25,6,15,269,,1,-1,-1,-1,0320
38,Bahrain,279,23,1,,110,168,4,164,-1,-1,-1,0320
39,Romania,277,17,,,25,252,5,14,-1,-1,-1,0320
