,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0,Asia,533841,13791,18961,351,275375,239505,5628,,,,,0502
1,North America,1224955,39881,71780,2261,199775,953400,17727,,,,,0502
2,Europe,1398690,25916,137409,2174,519380,741901,18027,,,,,0502
3,South America,190099,13285,9480,784,63905,116714,9812,,,,,0502
4,Oceania,8348,16,112,1,7077,1159,31,,,,,0502
5,Africa,41440,1661,1691,53,13918,25831,126,,,,,0502
6,,721,,15,,645,61,4,,,,,0502
7,World,3398094,94550,239448,5624,1080075,2078571,51355,436,307,,,0502
8,China,82874,12,4633,,77642,599,38,58,3,,,0502
9,USA,1131030,36007,65753,1897,161563,903714,16481,3417,199,6699878,20241,0502
10,Spain,242979,3639,24824,281,142441,75714,2500,5197,531,1528833,32699,0502
11,Italy,207428,1965,28236,269,78249,100943,1578,3431,467,2053425,33962,0502
12,UK,177454,6201,27510,739,,149600,1559,2614,405,1023824,15082,0502
13,France,167346,168,24594,218,50212,92540,3878,2564,377,1100228,16856,0502
14,Germany,164077,1068,6736,113,126900,30441,2189,1958,80,2547052,30400,0502
15,Turkey,122392,2188,3258,84,53808,65326,1480,1451,39,1075048,12747,0502
16,Russia,114431,7933,1169,96,13220,100042,2300,784,8,3700000,25354,0502
17,Iran,95646,1006,6091,63,76318,13237,2899,1139,73,475023,5656,0502
18,Brazil,92109,6729,6410,509,38039,47660,8318,433,30,339552,1597,0502
19,Canada,55061,1825,3391,207,22751,28919,557,1459,90,832222,22050,0502
20,Belgium,49032,513,7703,109,11892,29437,740,4231,665,253198,21847,0502
21,Peru,40459,3483,1124,73,11129,28206,658,1227,34,342498,10388,0502
22,Netherlands,39791,475,4893,98,,34648,735,2322,286,225899,13184,0502
23,India,37257,2394,1223,69,10007,26027,,27,09,902654,654,0502
24,Switzerland,29705,119,1754,17,23900,4051,167,3432,203,271500,31371,0502
25,Ecuador,26336,1402,1063,163,1913,23360,149,1493,60,71950,4078,0502
26,Portugal,24987,313,1007,18,1647,22333,154,2450,99,409961,40205,0502
27,Saudi Arabia,24097,1344,169,7,3555,20373,117,692,5,326955,9392,0502
28,Sweden,21520,428,2653,67,1005,17862,531,2131,263,119500,11833,0502
29,Ireland,20833,221,1265,33,13386,6182,123,4219,256,153954,31179,0502
30,Mexico,19224,1425,1859,127,11423,5942,378,149,14,81912,635,0502
31,Pakistan,18092,1619,417,56,4351,13324,111,82,2,182131,825,0502
32,Singapore,17101,932,16,1,1268,15817,23,2923,3,143919,24600,0502
33,Chile,17008,985,234,7,9018,7756,392,890,12,189433,9910,0502
34,Israel,16101,155,225,3,9156,6720,103,1860,26,364467,42108,0502
35,Austria,15531,79,589,5,13110,1832,124,1724,65,264079,29321,0502
36,Belarus,14917,890,93,4,2918,11906,92,1579,10,186262,19712,0502
37,Japan,14305,217,455,25,2975,10875,328,113,4,174150,1377,0502
38,Qatar,14096,687,12,2,1436,12648,72,4893,4,97726,33920,0502
39,Poland,13105,228,651,7,3491,8963,160,346,17,354628,9370,0502
40,UAE,13038,557,111,6,2543,10384,1,1318,11,1200000,121330,0502
41,Romania,12567,327,744,27,4328,7495,249,653,39,183688,9548,0502
42,Ukraine,10861,455,272,11,1413,9176,143,248,6,118545,2711,0502
43,S. Korea,10774,9,248,1,9072,1454,55,210,5,623069,12153,0502
44,Indonesia,10551,433,800,8,1591,8160,,39,3,102305,374,0502
45,Denmark,9311,153,460,8,6729,2122,61,1608,79,206576,35665,0502
46,Serbia,9205,196,185,6,1379,7641,65,1054,21,91551,10478,0502
47,Philippines,8772,284,579,11,1084,7109,31,80,5,108680,992,0502
48,Bangladesh,8238,571,170,2,174,7894,1,50,1,70239,426,0502
49,Norway,7783,45,210,,32,7541,37,1436,39,172586,31835,0502
50,Czechia,7737,55,240,4,3372,4125,67,722,22,249634,23311,0502
51,Dominican Republic,7288,316,313,12,1387,5588,144,672,29,25368,2339,0502
52,Colombia,7006,499,314,21,1551,5141,118,138,6,104657,2057,0502
53,Australia,6767,13,93,1,5745,929,28,265,4,588868,23093,0502
54,Panama,6532,154,188,10,576,5768,86,1514,44,30749,7126,0502
55,Malaysia,6071,69,103,1,4210,1758,37,188,3,168784,5215,0502
56,South Africa,5951,304,116,13,2382,3453,36,100,2,217522,3668,0502
57,Egypt,5895,358,406,14,1460,4029,,58,4,90000,879,0502
58,Finland,5051,56,218,7,3000,1833,49,912,39,97600,17615,0502
59,Morocco,4569,146,171,1,1083,3315,1,124,5,37006,1003,0502
60,Argentina,4532,104,225,7,1292,3015,157,100,5,61530,1361,0502
61,Kuwait,4377,353,30,4,1602,2745,70,1025,7,179000,41915,0502
62,Algeria,4154,148,453,3,1821,1880,22,95,10,6500,148,0502
63,Moldova,3980,83,122,6,1272,2586,237,987,30,11763,2916,0502
64,Luxembourg,3802,18,92,2,3213,497,23,6074,147,44895,71720,0502
65,Kazakhstan,3597,195,25,,922,2650,40,192,1,268534,14301,0502
66,Bahrain,3170,130,8,,1555,1607,1,1863,5,134082,78799,0502
67,Thailand,2960,6,54,,2719,187,61,42,08,178083,2551,0502
68,Hungary,2863,88,323,11,609,1931,49,296,33,76331,7901,0502
69,Greece,2612,21,140,,1374,1098,36,251,13,77251,7412,0502
70,Oman,2447,99,11,,495,1941,17,479,2,40459,7923,0502
71,Afghanistan,2335,164,68,4,310,1957,7,60,2,10593,272,0502
72,Nigeria,2170,238,68,10,351,1751,2,11,03,15759,76,0502
73,Iraq,2153,68,94,1,1414,645,,54,2,95399,2372,0502
74,Armenia,2148,82,33,1,977,1138,10,725,11,22177,7484,0502
75,Uzbekistan,2086,47,9,,1212,865,8,62,03,242536,7247,0502
76,Croatia,2085,9,75,6,1421,589,17,508,18,36917,8993,0502
77,Ghana,2074,,17,,212,1845,4,67,05,113497,3653,0502
78,Azerbaijan,1854,50,25,1,1365,464,17,183,2,146630,14462,0502
79,Cameroon,1832,,61,,934,837,12,69,2,,,0502
80,Iceland,1798,1,10,,1689,99,,5269,29,49135,143988,0502
81,Bosnia and Herzegovina,1781,24,70,1,755,956,4,543,21,32178,9808,0502
82,Estonia,1694,5,52,,253,1389,7,1277,39,53767,40532,0502
83,Bulgaria,1555,49,68,2,276,1211,43,224,10,46510,6694,0502
84,Cuba,1537,36,64,3,714,759,10,136,6,49409,4362,0502
85,Guinea,1537,42,7,,342,1188,,117,05,,,0502
86,North Macedonia,1494,29,81,4,807,606,13,717,39,16798,8063,0502
87,New Zealand,1479,3,19,,1252,208,1,307,4,139898,29011,0502
88,Slovenia,1434,5,92,1,233,1109,22,690,44,52948,25469,0502
89,Slovakia,1403,7,23,,558,822,5,257,4,91072,16681,0502
90,Lithuania,1399,14,45,,594,760,17,514,17,132768,48771,0502
91,Ivory Coast,1333,58,15,1,597,721,,51,06,10073,382,0502
92,Bolivia,1167,57,62,3,132,973,3,100,5,5791,496,0502
93,Djibouti,1097,8,2,,672,423,,1110,2,13751,13918,0502
94,Hong Kong,1040,2,4,,859,177,4,139,05,154989,20674,0502
95,Senegal,1024,91,9,,356,659,1,61,05,466,28,0502
96,Tunisia,998,4,41,,316,641,24,84,3,23526,1991,0502
97,Latvia,870,12,16,1,348,506,2,461,8,61120,32404,0502
98,Cyprus,857,7,15,,296,546,15,710,12,60536,50139,0502
99,Honduras,804,33,75,4,112,617,10,81,8,3643,368,0502
100,Albania,782,9,31,,488,263,4,272,11,8498,2953,0502
101,Kyrgyzstan,756,10,8,,504,244,12,116,1,51472,7889,0502
102,Andorra,745,,43,1,468,234,17,9642,557,1673,21653,0502
103,Lebanon,729,4,24,,192,513,44,107,4,36420,5336,0502
104,Niger,728,9,33,1,478,217,,30,1,5230,216,0502
105,Costa Rica,725,6,6,,355,364,7,142,1,13529,2656,0502
106,Diamond Princess,712,,13,,645,54,4,,,,,0502
107,Sri Lanka,690,27,7,,162,521,1,32,03,22418,1047,0502
108,Burkina Faso,649,4,44,1,517,88,,31,2,,,0502
109,Uruguay,648,5,17,,435,196,10,187,5,20554,5917,0502
110,DRC,604,32,32,1,75,497,,7,04,,,0502
111,Somalia,601,,28,,31,542,2,38,2,,,0502
112,Guatemala,599,14,16,,66,517,5,33,09,7200,402,0502
113,San Marino,580,11,41,,82,457,5,17094,1208,2386,70319,0502
114,Georgia,566,27,7,1,207,352,6,142,2,15904,3987,0502
115,Mayotte,539,,4,,235,300,4,1976,15,3000,10996,0502
116,Channel Islands,538,1,41,1,406,91,,3094,236,5342,30725,0502
117,Mali,508,18,26,,196,286,,25,1,2172,107,0502
118,Maldives,491,23,1,,17,473,2,908,2,8008,14815,0502
119,Tanzania,480,,16,,167,297,7,8,03,,,0502
120,Malta,467,2,4,,367,96,1,1058,9,32989,74713,0502
121,Jordan,459,6,8,,364,87,5,45,08,78885,7731,0502
122,Sudan,442,,31,,39,372,,10,07,,,0502
123,Taiwan,429,,6,,324,99,,18,03,63340,2659,0502
124,El Salvador,424,29,10,,124,290,2,65,2,25492,3930,0502
125,Jamaica,422,26,8,1,29,385,3,143,3,4439,1499,0502
126,Réunion,422,2,,,300,122,2,471,,,,0502
127,Kenya,411,15,21,4,150,240,2,8,04,21702,404,0502
128,Palestine,353,9,2,,76,275,,69,04,32200,6312,0502
129,Venezuela,335,2,10,,142,183,2,12,04,458737,16132,0502
130,Mauritius,332,,10,,312,10,3,261,8,16028,12603,0502
131,Montenegro,322,,7,,233,82,2,513,11,6864,10929,0502
132,Isle of Man,316,1,22,1,271,23,21,3716,259,3228,37962,0502
133,Equatorial Guinea,315,,1,,9,305,,225,07,854,609,0502
134,Gabon,276,,3,,67,206,1,124,1,724,325,0502
135,Vietnam,270,,,,219,51,8,3,,261004,2681,0502
136,Paraguay,266,17,10,1,113,143,1,37,1,9903,1388,0502
137,Guinea-Bissau,257,52,1,,19,237,,131,05,1500,762,0502
138,Rwanda,249,6,,,109,140,,19,,10969,847,0502
139,Congo,229,9,9,,25,195,,41,2,,,0502
140,Faeroe Islands,187,,,,184,3,,3827,,7081,144915,0502
141,Martinique,179,1,14,,83,82,5,477,37,,,0502
142,Liberia,152,11,18,2,45,89,,30,4,,,0502
143,Guadeloupe,152,1,12,,95,45,6,380,30,,,0502
144,Myanmar,151,1,6,,31,114,,3,01,8281,152,0502
145,Gibraltar,144,,,,131,13,,4274,,2626,77944,0502
146,Brunei ,138,,1,,124,13,2,315,2,13717,31355,0502
147,Sierra Leone,136,12,7,,21,108,,17,09,,,0502
148,Ethiopia,133,2,3,,66,64,,1,003,18754,163,0502
149,Madagascar,132,4,,,94,38,1,5,,3228,117,0502
150,French Guiana,128,2,1,,98,29,2,429,3,,,0502
151,Togo,123,7,9,,66,48,,15,1,7100,858,0502
152,Cabo Verde,122,1,1,,18,103,,219,2,791,1423,0502
153,Cambodia,122,,,,119,3,1,7,,12084,723,0502
154,Trinidad and Tobago,116,,8,,81,27,,83,6,1772,1266,0502
155,Bermuda,114,,6,,48,60,4,1831,96,2791,44815,0502
156,Zambia,109,3,3,,74,32,1,6,02,5284,287,0502
157,Eswatini,106,6,1,,12,93,,91,09,714,615,0502
158,Aruba,100,,2,,81,17,4,937,19,1721,16119,0502
159,Monaco,95,,4,,73,18,1,2421,102,,,0502
160,Benin,90,26,2,1,42,46,,7,02,,,0502
161,Haiti,85,4,8,,10,67,,7,07,848,74,0502
162,Uganda,85,2,,,52,33,,2,,33818,739,0502
163,Guyana,82,,9,,22,51,2,104,11,579,736,0502
164,Liechtenstein,82,,1,,55,26,,2151,26,900,23605,0502
165,Bahamas,81,,11,,24,46,1,206,28,1284,3265,0502
166,Barbados,81,,7,,39,35,4,282,24,2160,7516,0502
167,Mozambique,79,3,,,12,67,,3,,2246,72,0502
168,Sint Maarten,76,1,13,,44,19,7,1773,303,329,7673,0502
169,Cayman Islands,74,1,1,,10,63,3,1126,15,1927,29320,0502
170,Chad,73,,5,,33,35,,4,03,,,0502
171,CAR,72,22,,,10,62,,15,,,,0502
172,Libya,63,2,3,,18,42,,9,04,1949,284,0502
173,Nepal,59,2,,,16,43,,2,,60374,2072,0502
174,French Polynesia,58,,,,51,7,1,206,,2544,9056,0502
175,Macao,45,,,,37,8,1,69,,,,0502
176,South Sudan,45,10,,,,45,,4,,1247,111,0502
177,Syria,44,1,3,,27,14,,3,02,,,0502
178,Eritrea,39,,,,26,13,,11,,,,0502
179,Saint Martin,38,,3,,27,8,3,983,78,,,0502
180,Mongolia,38,,,,10,28,,12,,7672,2340,0502
181,Malawi,37,,3,,9,25,1,2,02,831,43,0502
182,Zimbabwe,34,,4,,5,25,,2,03,7642,514,0502
183,Angola,30,3,2,,11,17,,09,006,481,15,0502
184,Antigua and Barbuda,25,1,3,,15,7,1,255,31,151,1542,0502
185,Timor-Leste,24,,,,16,8,,18,,322,244,0502
186,Botswana,23,,1,,8,14,,10,04,7675,3264,0502
187,Grenada,20,,,,13,7,4,178,,1406,12495,0502
188,Laos,19,,,,8,11,,3,,2021,278,0502
189,Belize,18,,2,,13,3,1,45,5,1043,2623,0502
190,Fiji,18,,,,12,6,,20,,1007,1123,0502
191,New Caledonia,18,,,,17,1,1,63,,4947,17328,0502
192,Saint Lucia,17,,,,15,2,,93,,446,2429,0502
193,Curaçao,16,,1,,13,2,,98,6,351,2139,0502
194,Sao Tome and Principe,16,2,1,1,4,11,,73,5,19,87,0502
195,Dominica,16,,,,13,3,,222,,383,5320,0502
196,Namibia,16,,,,8,8,,6,,704,277,0502
197,St. Vincent Grenadines,16,,,,8,8,,144,,108,973,0502
198,Saint Kitts and Nevis,15,,,,6,9,,282,,293,5508,0502
199,Tajikistan,15,,,,,15,,2,,,,0502
200,Nicaragua,14,,3,,7,4,,2,05,,,0502
201,Falkland Islands,13,,,,13,0,,3736,,372,106897,0502
202,Gambia,12,1,1,,8,3,,5,04,401,166,0502
203,Turks and Caicos,12,,1,,5,6,,310,26,83,2144,0502
204,Burundi,11,,1,,4,6,,09,008,284,24,0502
205,Montserrat,11,,1,,2,8,1,2204,200,36,7212,0502
206,Greenland,11,,,,11,0,,194,,1271,22389,0502
207,Vatican City,11,,,,2,9,,13733,,,,0502
208,Seychelles,11,,,,6,5,,112,,,,0502
209,Suriname,10,,1,,8,1,,17,2,404,689,0502
210,MS Zaandam,9,,2,,,7,,,,,,0502
211,Mauritania,8,,1,,6,1,,2,02,1032,222,0502
212,Papua New Guinea,8,,,,,8,,09,,604,68,0502
213,Yemen,7,1,2,,1,4,,02,007,120,4,0502
214,Bhutan,7,,,,5,2,,9,,10101,13091,0502
215,British Virgin Islands,6,,1,,3,2,,198,33,,,0502
216,Caribbean Netherlands,6,1,,,,6,,229,,110,4195,0502
217,St. Barth,6,,,,6,0,,607,,,,0502
218,Western Sahara,6,,,,5,1,,10,,,,0502
219,Anguilla,3,,,,3,0,,200,,,,0502
220,Comoros,1,,,,,1,,1,,,,0502
221,Saint Pierre Miquelon,1,,,,,1,,173,,,,0502
222,Total:,533841,13791,18961,351,275375,239505,5628,,,,,0502
223,Total:,1224955,39881,71780,2261,199775,953400,17727,,,,,0502
224,Total:,1398690,25916,137409,2174,519380,741901,18027,,,,,0502
225,Total:,190099,13285,9480,784,63905,116714,9812,,,,,0502
226,Total:,8348,16,112,1,7077,1159,31,,,,,0502
227,Total:,41440,1661,1691,53,13918,25831,126,,,,,0502
228,Total:,721,,15,,645,61,4,,,,,0502
