,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
81,Bosnia and Herzegovina,2070,43,98,8,960,1012,4,631,30,38187,11639,0510
82,Guinea,2009,82,11,,663,1335,,153,08,,,0510
83,Bulgaria,1872,43,86,2,401,1385,49,269,12,54328,7819,0510
84,Iceland,1801,,10,,1765,26,,5278,29,52745,154567,0510
85,Cuba,1741,12,74,1,1078,589,8,154,7,63560,5612,0510
86,Estonia,1725,5,56,,704,965,4,1300,42,61767,46563,0510
87,Honduras,1685,224,105,6,154,1426,10,170,11,5653,571,0510
88,Ivory Coast,1602,31,20,,754,828,,61,08,12312,467,0510
89,North Macedonia,1586,14,90,1,1099,397,21,761,43,18410,8837,0510
90,Senegal,1551,59,13,,611,927,6,93,08,18969,1133,0510
91,New Zealand,1490,1,21,,1347,122,3,309,4,175835,36463,0510
92,Slovakia,1455,10,26,,905,524,4,267,5,114461,20965,0510
93,Slovenia,1450,1,100,1,252,1098,12,697,48,59978,28850,0510
94,Lithuania,1436,3,49,,765,622,17,527,18,172191,63252,0510
95,Djibouti,1135,2,3,,824,308,,1149,3,14857,15037,0510
96,Sudan,1111,181,59,7,102,950,,25,1,,,0510
97,Hong Kong,1045,,4,,960,81,1,139,05,154989,20674,0510
98,Tunisia,1030,4,45,1,638,347,24,87,4,27420,2320,0510
99,Somalia,928,,44,,106,778,2,58,3,,,0510
100,Latvia,928,19,18,,464,446,2,492,10,73016,38711,0510
101,Kyrgyzstan,906,11,12,,650,244,13,139,2,59490,9118,0510
102,Cyprus,891,2,15,,400,476,10,738,12,72768,60270,0510
103,DRC,863,,36,,130,697,,10,04,,,0510
104,Mayotte,854,,10,,352,492,7,3130,37,4000,14662,0510
105,Albania,850,8,31,,620,199,7,295,11,10044,3490,0510
106,Sri Lanka,835,12,9,,240,586,1,39,04,32078,1498,0510
107,Guatemala,832,34,23,2,90,719,5,46,1,7200,402,0510
108,Lebanon,796,12,26,1,223,547,42,117,4,48673,7131,0510
109,Niger,795,14,44,2,600,151,,33,2,5488,227,0510
110,Costa Rica,773,8,6,,461,306,6,152,1,15810,3104,0510
111,Andorra,752,,47,,537,168,14,9733,608,1673,21653,0510
112,Burkina Faso,744,8,48,,566,130,,36,2,,,0510
113,Maldives,744,96,3,,20,721,2,1376,6,9863,18246,0510
114,El Salvador,742,47,16,1,257,469,4,114,2,37306,5752,0510
115,Diamond Princess,712,,13,,645,54,4,,,,,0510
116,Uruguay,694,10,18,1,506,170,7,200,5,26838,7726,0510
117,Mali,668,18,35,3,285,348,,33,2,2172,107,0510
118,San Marino,623,1,41,,114,468,4,18361,1208,2860,84289,0510
119,Georgia,623,8,10,1,288,325,6,156,3,25861,6483,0510
120,Kenya,621,14,29,,202,390,1,12,05,29430,547,0510
121,Gabon,620,116,8,,110,502,1,279,4,724,325,0510
122,Guinea-Bissau,594,30,2,,25,567,,302,1,1500,762,0510
123,Paraguay,563,101,10,,152,401,9,79,1,13846,1941,0510
124,Channel Islands,545,,41,1,447,57,,3135,236,5342,30725,0510
125,Tajikistan,522,61,12,,,510,,55,1,,,0510
126,Tanzania,509,29,21,5,183,305,7,9,04,,,0510
127,Jordan,508,14,9,,385,114,5,50,09,106314,10420,0510
128,Malta,489,3,5,,419,65,,1107,11,40493,91708,0510
129,Jamaica,488,10,9,,58,421,,165,3,6417,2167,0510
130,Taiwan,440,,6,,355,79,,18,03,66460,2790,0510
131,Equatorial Guinea,439,,4,,13,422,,313,3,854,609,0510
132,Réunion,426,,,,354,72,3,476,,17200,19211,0510
133,Venezuela,388,7,10,,190,188,1,14,04,507119,17834,0510
134,Palestine,375,,2,,228,145,,74,04,34511,6765,0510
135,Mauritius,332,,10,,320,2,3,261,8,60466,47545,0510
136,Isle of Man,329,,23,,271,35,19,3869,270,3625,42631,0510
137,Montenegro,324,,8,,267,49,2,516,13,7816,12445,0510
138,Vietnam,288,,,,241,47,8,3,,261004,2681,0510
139,Congo,274,10,10,,33,231,,50,2,,,0510
140,Rwanda,273,2,,,136,137,,21,,40187,3103,0510
141,Chad,260,7,28,1,50,182,,16,2,,,0510
142,Sierra Leone,257,26,17,1,54,186,,32,2,,,0510
143,Benin,242,102,2,,62,178,,20,02,,,0510
144,Cabo Verde,230,12,2,,44,184,,414,4,791,1423,0510
145,Sao Tome and Principe,208,21,5,1,4,199,,949,23,175,799,0510
146,Liberia,199,10,20,,79,100,,39,4,,,0510
147,Ethiopia,194,3,4,,95,95,1,2,003,30306,264,0510
148,Madagascar,193,,,,101,92,1,7,,3968,143,0510
149,Faeroe Islands,187,,,,187,0,,3827,,8403,171971,0510
150,Martinique,186,3,14,,83,89,3,496,37,,,0510
151,Myanmar,177,1,6,,67,104,,3,01,10848,199,0510
152,Zambia,167,14,4,,111,52,1,9,02,10270,559,0510
153,Eswatini,159,6,2,,12,145,,137,2,714,615,0510
154,Guadeloupe,154,1,13,,104,37,4,385,32,,,0510
155,Haiti,146,17,12,,17,117,,13,1,1145,100,0510
156,Gibraltar,146,2,,,142,4,,4334,,3366,99908,0510
157,Togo,145,10,10,1,85,50,,18,1,9657,1166,0510
158,CAR,143,49,,,10,133,,30,,3498,724,0510
159,Brunei ,141,,1,,132,8,2,322,2,15300,34973,0510
160,French Guiana,141,3,1,,113,27,,472,3,,,0510
161,Cambodia,122,,,,120,2,1,7,,13075,782,0510
162,South Sudan,120,46,,,2,118,,11,,1247,111,0510
163,Bermuda,118,,7,,61,50,4,1895,112,3719,59716,0510
164,Trinidad and Tobago,116,,8,,103,5,,83,6,2241,1601,0510
165,Nepal,102,1,,,31,71,,4,,70023,2403,0510
166,Aruba,101,,3,,89,9,4,946,28,1817,17019,0510
167,Uganda,101,,,,55,46,,2,,50711,1109,0510
168,Monaco,95,,4,,82,9,1,2421,102,,,0510
169,Guyana,94,1,10,,34,50,3,120,13,785,998,0510
170,Bahamas,92,,11,,31,50,1,234,28,1500,3814,0510
171,Barbados,83,1,7,,53,23,4,289,24,2788,9702,0510
172,Liechtenstein,82,,1,,55,26,,2151,26,900,23605,0510
173,Mozambique,82,1,,,27,55,,3,,3356,107,0510
174,Cayman Islands,81,1,1,,41,39,3,1232,15,3423,52083,0510
175,Sint Maarten,76,,14,,44,18,7,1773,327,329,7673,0510
176,Libya,64,,3,,24,37,,9,04,2338,340,0510
177,French Polynesia,60,,,,56,4,1,214,,2816,10025,0510
178,Syria,47,2,3,,29,15,,3,02,,,0510
179,Macao,45,,,,40,5,1,69,,,,0510
180,Malawi,43,,3,,14,26,1,2,02,1188,62,0510
181,Angola,43,7,2,,11,30,,1,006,3000,91,0510
182,Mongolia,42,1,,,13,29,,13,,9137,2787,0510
183,Eritrea,39,,,,37,2,,11,,,,0510
184,Saint Martin,38,,3,,30,5,1,983,78,,,0510
185,Yemen,34,9,7,2,1,26,,1,02,120,4,0510
186,Zimbabwe,34,,4,,9,21,,2,03,16052,1080,0510
187,Antigua and Barbuda,25,,3,,16,6,1,255,31,153,1562,0510
188,Timor-Leste,24,,,,21,3,,18,,738,560,0510
189,Botswana,23,,1,,9,13,,10,04,9066,3855,0510
190,Grenada,21,,,,13,8,4,187,,1406,12495,0510
191,Gambia,20,2,1,,9,10,,8,04,756,313,0510
192,Laos,19,,,,9,10,,3,,2733,376,0510
193,Belize,18,,2,,16,0,,45,5,1043,2623,0510
194,Fiji,18,,,,14,4,,20,,1300,1450,0510
195,New Caledonia,18,,,,18,0,,63,,5213,18259,0510
196,Saint Lucia,18,,,,17,1,,98,,620,3376,0510
197,St. Vincent Grenadines,17,,,,9,8,,153,,137,1235,0510
198,Nicaragua,16,,5,,7,4,,2,08,,,0510
199,Curaçao,16,,1,,14,1,,98,6,389,2371,0510
200,Dominica,16,,,,14,2,,222,,416,5779,0510
201,Namibia,16,,,,9,7,,6,,1283,505,0510
202,Burundi,15,,1,,7,7,,1,008,284,24,0510
203,Saint Kitts and Nevis,15,,,,13,2,,282,,327,6147,0510
204,Falkland Islands,13,,,,13,0,,3736,,395,113506,0510
205,Turks and Caicos,12,,1,,8,3,,310,26,109,2815,0510
206,Vatican City,12,,,,2,10,,14981,,,,0510
207,Montserrat,11,,1,,8,2,1,2204,200,36,7212,0510
208,Greenland,11,,,,11,0,,194,,1394,24555,0510
209,Seychelles,11,,,,8,3,,112,,,,0510
210,Suriname,10,,1,,9,0,,17,2,404,689,0510
211,MS Zaandam,9,,2,,,7,,,,,,0510
212,Comoros,8,,1,,,7,,9,1,,,0510
213,Mauritania,8,,1,,6,1,,2,02,1842,396,0510
214,Papua New Guinea,8,,,,8,0,,09,,2402,268,0510
215,British Virgin Islands,7,,1,,3,3,,232,33,132,4366,0510
216,Bhutan,7,,,,5,2,,9,,11492,14894,0510
217,Caribbean Netherlands,6,,,,,6,,229,,110,4195,0510
218,St. Barth,6,,,,6,0,,607,,,,0510
219,Western Sahara,6,,,,5,1,,10,,,,0510
220,Anguilla,3,,,,3,0,,200,,,,0510
221,Saint Pierre Miquelon,1,,,,,1,,173,,,,0510
222,Total:,634831,16327,21501,296,349156,264174,5115,,,,,0510
223,Total:,1442750,33432,87090,2129,277874,1077786,18147,,,,,0510
224,Total:,1581256,27556,150514,2053,628115,802627,15176,,,,,0510
225,Total:,282175,16063,14577,994,99221,168377,10013,,,,,0510
226,Total:,59050,3731,2161,78,19839,37050,223,,,,,0510
227,Total:,8508,19,118,,7522,868,25,,,,,0510
228,Total:,721,,15,,645,61,4,,,,,0510
