,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0, China ,77345,,2593,1,25066,11477,,-1,-1,-1,-1,0224
1, S. Korea ,833,231,8,2,22,6,,-1,-1,-1,-1,0224
2, Diamond Princess ,691,,3,,2,36,,-1,-1,-1,-1,0224
3, Italy ,229,72,7,4,1,23,,-1,-1,-1,-1,0224
4, Japan ,159,13,1,,23,7,,-1,-1,-1,-1,0224
5, Singapore ,90,1,,,49,7,,-1,-1,-1,-1,0224
6, Hong Kong ,81,7,2,,12,6,,-1,-1,-1,-1,0224
7, Iran ,61,18,12,4,3,,,-1,-1,-1,-1,0224
8, USA ,53,18,,,5,,,-1,-1,-1,-1,0224
9, Thailand ,35,,,,15,2,,-1,-1,-1,-1,0224
10, Taiwan ,30,2,1,,2,1,,-1,-1,-1,-1,0224
11, Australia ,22,,,,11,,,-1,-1,-1,-1,0224
12, Malaysia ,22,,,,17,,,-1,-1,-1,-1,0224
13, Germany ,16,,,,14,,,-1,-1,-1,-1,0224
14, Vietnam ,16,,,,15,,,-1,-1,-1,-1,0224
15, U.K. ,13,,,,8,,,-1,-1,-1,-1,0224
16, U.A.E. ,13,,,,3,2,,-1,-1,-1,-1,0224
17, France ,12,,1,,11,,,-1,-1,-1,-1,0224
18, Canada ,11,1,,,3,,,-1,-1,-1,-1,0224
19, Macao ,10,,,,5,,,-1,-1,-1,-1,0224
20, Kuwait ,5,5,,,,,,-1,-1,-1,-1,0224
21, Philippines ,3,,1,,2,,,-1,-1,-1,-1,0224
22, India ,3,,,,3,,,-1,-1,-1,-1,0224
23, Spain ,3,1,,,2,,,-1,-1,-1,-1,0224
24, Bahrain ,2,2,,,,,,-1,-1,-1,-1,0224
25, Israel ,2,,,,,,,-1,-1,-1,-1,0224
26, Oman ,2,2,,,,,,-1,-1,-1,-1,0224
27, Russia ,2,,,,2,,,-1,-1,-1,-1,0224
28, Afghanistan ,1,1,,,,,,-1,-1,-1,-1,0224
29, Belgium ,1,,,,1,,,-1,-1,-1,-1,0224
30, Cambodia ,1,,,,1,,,-1,-1,-1,-1,0224
31, Egypt ,1,,,,1,,,-1,-1,-1,-1,0224
32, Finland ,1,,,,1,,,-1,-1,-1,-1,0224
33, Iraq ,1,,,,,,,-1,-1,-1,-1,0224
34, Lebanon ,1,,,,,,,-1,-1,-1,-1,0224
35, Nepal ,1,,,,1,,,-1,-1,-1,-1,0224
36, Sri Lanka ,1,,,,1,,,-1,-1,-1,-1,0224
