,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0,Asia,298844,11561,11004,407,146596,141244,6591,,,,,0413
1,North America,598295,29346,23476,1684,42223,532596,12761,,,,,0413
2,Europe,881110,28211,76768,3143,221548,582794,29929,,,,,0413
3,South America,50581,2513,2081,134,5681,42819,1206,,,,,0413
4,Oceania,7732,30,63,3,3810,3859,87,,,,,0413
5,Africa,15082,862,791,46,2922,11369,174,,,,,0413
6,,721,,13,,619,89,10,,,,,0413
7,World,1852365,72523,114196,5417,423399,1314770,50758,238,147,,,0413
8,China,82160,108,3341,2,77663,1156,121,57,2,,,0413
9,USA,560300,27421,22105,1528,32634,505561,11766,1693,67,2832258,8557,0413
10,Spain,166831,3804,17209,603,62391,87231,7371,3568,368,355000,7593,0413
11,Italy,156363,4092,19899,431,34211,102253,3343,2586,329,1010193,16708,0413
12,France,132591,2937,14393,561,27186,91012,6845,2031,221,333807,5114,0413
13,Germany,127854,2402,3022,151,60300,64532,4895,1526,36,1317887,15730,0413
14,UK,84279,5288,10612,737,,73323,1559,1241,156,352974,5200,0413
15,Iran,71686,1657,4474,117,43894,23318,3930,853,53,263388,3136,0413
16,Turkey,56956,4789,1198,97,3446,52312,1665,675,14,376100,4459,0413
17,Belgium,29647,1629,3600,254,6463,19584,1223,2558,311,102151,8814,0413
18,Netherlands,25587,1174,2737,94,250,22600,1384,1493,160,101534,5926,0413
19,Switzerland,25415,308,1106,70,12700,11609,386,2937,128,193800,22393,0413
20,Canada,24383,1065,717,64,7172,16494,557,646,19,422200,11186,0413
21,Brazil,22192,1230,1223,83,173,20796,296,104,6,62985,296,0413
22,Portugal,16585,598,504,34,277,15804,228,1627,49,163616,16046,0413
23,Russia,15770,2186,130,24,1291,14349,8,108,09,1200000,8223,0413
24,Austria,13945,139,350,13,6987,6608,243,1548,39,144877,16086,0413
25,Israel,11145,402,103,2,1627,9415,183,1288,12,117339,13557,0413
26,S. Korea,10512,32,214,3,7368,2930,55,205,4,514621,10038,0413
27,Sweden,10483,332,899,12,381,9203,839,1038,89,54700,5416,0413
28,Ireland,9655,727,334,14,25,9296,194,1955,68,53000,10734,0413
29,India,9205,759,331,43,1080,7794,,7,02,189111,137,0413
30,Peru,7519,671,193,12,1798,5528,134,228,6,76506,2320,0413
31,Ecuador,7466,209,333,18,501,6632,184,423,19,23635,1340,0413
32,Japan,7370,622,123,15,784,6463,129,58,10,77381,612,0413
33,Chile,7213,286,80,7,2059,5074,387,377,4,82271,4304,0413
34,Poland,6674,318,232,24,439,6003,160,176,6,138007,3646,0413
35,Norway,6525,116,128,9,32,6365,59,1204,24,126486,23332,0413
36,Australia,6313,10,59,3,3338,2916,81,248,2,353941,13880,0413
37,Romania,6300,310,316,25,852,5132,204,327,16,62328,3240,0413
38,Denmark,6174,178,273,13,2123,3778,104,1066,47,70125,12107,0413
39,Czechia,5991,89,138,9,464,5389,87,559,13,125126,11684,0413
40,Pakistan,5230,219,91,5,1028,4111,37,24,04,61801,280,0413
41,Malaysia,4683,153,76,3,2108,2499,66,145,2,77491,2394,0413
42,Philippines,4648,220,297,50,197,4154,1,42,3,33814,309,0413
43,Saudi Arabia,4462,429,59,7,761,3642,67,128,2,115585,3320,0413
44,Indonesia,4241,399,373,46,359,3509,,16,1,27075,99,0413
45,Mexico,4219,375,273,40,1772,2174,89,33,2,35479,275,0413
46,UAE,4123,387,22,2,680,3421,1,417,2,648195,65538,0413
47,Serbia,3630,250,80,6,400,3150,146,415,9,18312,2096,0413
48,Panama,3400,166,87,8,29,3284,106,788,20,15147,3511,0413
49,Luxembourg,3281,11,66,4,500,2715,30,5241,105,29165,46591,0413
50,Qatar,2979,251,7,1,275,2697,37,1034,2,49102,17043,0413
51,Finland,2974,69,56,7,300,2618,80,537,10,45019,8125,0413
52,Dominican Republic,2967,208,173,38,131,2663,147,274,16,9275,855,0413
53,Ukraine,2777,266,83,10,89,2605,45,63,2,30314,693,0413
54,Colombia,2776,67,109,9,270,2397,92,55,2,41765,821,0413
55,Belarus,2578,352,26,3,203,2349,50,273,3,64000,6773,0413
56,Thailand,2551,33,38,3,1218,1295,61,37,05,71860,1030,0413
57,Singapore,2532,233,8,,560,1964,31,433,1,72680,12423,0413
58,South Africa,2173,145,25,,410,1738,7,37,04,80085,1350,0413
59,Argentina,2142,,90,1,468,1584,83,47,2,19758,437,0413
60,Greece,2114,33,98,5,269,1747,76,203,9,42261,4055,0413
61,Egypt,2065,126,159,13,589,1317,,20,2,25000,244,0413
62,Algeria,1914,89,293,18,591,1030,60,44,7,3359,77,0413
63,Iceland,1701,12,8,,889,804,10,4985,23,35253,103308,0413
64,Moldova,1662,102,31,1,94,1537,80,412,8,6271,1555,0413
65,Morocco,1661,116,118,7,177,1366,1,45,3,8473,230,0413
66,Croatia,1600,66,23,2,373,1204,34,390,6,16381,3990,0413
67,Hungary,1410,100,99,14,118,1193,58,146,10,33532,3471,0413
68,Iraq,1352,34,76,4,640,636,,34,2,35415,880,0413
69,New Zealand,1330,18,4,,471,855,5,276,08,61167,12684,0413
70,Estonia,1309,5,25,1,98,1186,11,987,19,30349,22878,0413
71,Kuwait,1234,80,1,,142,1091,29,289,02,,,0413
72,Slovenia,1205,17,53,3,150,1002,35,580,25,34851,16764,0413
73,Bahrain,1136,96,6,,558,572,4,668,4,63973,37596,0413
74,Azerbaijan,1098,40,11,,250,837,27,108,1,66677,6576,0413
75,Lithuania,1053,27,23,,97,933,14,387,8,40712,14955,0413
76,Armenia,1013,46,13,,197,803,30,342,4,7164,2418,0413
77,Bosnia and Herzegovina,1009,63,39,2,193,777,4,308,12,10975,3345,0413
78,Hong Kong,1005,4,4,,360,641,13,134,05,96709,12900,0413
79,Kazakhstan,951,86,10,,99,842,21,51,05,69304,3691,0413
80,Uzbekistan,865,98,4,,66,795,8,26,01,70000,2091,0413
81,North Macedonia,828,68,34,,41,753,15,397,16,8057,3867,0413
82,Cameroon,820,,12,,98,710,,31,05,,,0413
83,Slovakia,742,14,2,,23,717,5,136,04,27426,5023,0413
84,Diamond Princess,712,,11,,619,82,10,,,,,0413
85,Tunisia,707,22,31,3,43,633,85,60,3,11238,951,0413
86,Bulgaria,675,14,29,1,68,578,36,97,4,18502,2663,0413
87,Cuba,669,49,18,2,92,559,11,59,2,15057,1329,0413
88,Latvia,651,21,5,2,16,630,2,345,3,28214,14958,0413
89,Andorra,638,37,29,3,128,481,17,8257,375,1673,21653,0413
90,Cyprus,633,17,11,1,65,557,8,524,9,17923,14845,0413
91,Lebanon,630,11,20,,80,530,34,92,3,15152,2220,0413
92,Bangladesh,621,139,34,4,39,548,1,4,02,9653,59,0413
93,Afghanistan,607,52,18,,32,557,,16,05,,,0413
94,Oman,599,53,4,1,109,486,3,117,08,,,0413
95,Costa Rica,595,18,3,,56,536,14,117,06,6762,1327,0413
96,Ivory Coast,574,41,5,1,85,484,,22,02,,,0413
97,Ghana,566,158,8,,4,554,2,18,03,37954,1221,0413
98,Niger,529,38,12,1,75,442,,22,05,4353,180,0413
99,Uruguay,512,18,7,,231,274,16,147,2,8774,2526,0413
100,Burkina Faso,497,13,27,,161,309,,24,1,,,0413
101,Albania,446,13,23,,217,206,7,155,8,3877,1347,0413
102,Channel Islands,431,24,9,,48,374,,2479,52,3320,19095,0413
103,Honduras,393,1,25,1,7,361,10,40,3,1600,162,0413
104,Jordan,389,8,7,,201,181,5,38,07,20500,2009,0413
105,Réunion,389,1,,,40,349,3,434,,,,0413
106,Taiwan,388,3,6,,109,273,,16,03,46547,1954,0413
107,Malta,378,8,3,,44,331,4,856,7,17058,38633,0413
108,Kyrgyzstan,377,38,5,,54,318,5,58,08,9618,1474,0413
109,San Marino,356,,35,,53,268,14,10492,1032,846,24933,0413
110,Mauritius,324,5,9,,42,273,3,255,7,7077,5565,0413
111,Nigeria,323,5,10,,85,228,2,2,005,5000,24,0413
112,Bolivia,300,25,24,4,2,274,3,26,2,2185,187,0413
113,Palestine,290,22,2,,58,230,,57,04,17329,3397,0413
114,Senegal,280,2,2,,171,107,1,17,01,,,0413
115,Montenegro,272,9,3,1,5,264,7,433,5,2869,4568,0413
116,Vietnam,262,4,,,144,118,8,3,,121821,1252,0413
117,Georgia,257,15,3,,67,187,6,64,08,3271,820,0413
118,Guinea,250,,,,17,233,,19,,,,0413
119,DRC,234,11,20,,16,198,,3,02,,,0413
120,Isle of Man,228,2,2,,112,114,11,2681,24,1934,22744,0413
121,Djibouti,214,27,2,,36,176,,217,2,4451,4505,0413
122,Sri Lanka,210,12,7,,56,147,1,10,03,4525,211,0413
123,Kenya,197,6,8,1,25,164,2,4,01,7449,139,0413
124,Mayotte,196,,3,,59,134,3,718,11,1350,4948,0413
125,Faeroe Islands,184,,,,157,27,,3766,,5509,112744,0413
126,Venezuela,181,6,9,,93,79,6,6,03,181335,6377,0413
127,Martinique,155,,6,,50,99,19,413,16,,,0413
128,Guatemala,155,18,5,2,19,131,3,9,03,1134,63,0413
129,Guadeloupe,143,,8,,67,68,13,357,20,,,0413
130,Brunei ,136,,1,,106,29,2,311,2,9884,22593,0413
131,Paraguay,134,1,6,,22,106,1,19,08,2262,317,0413
132,Gibraltar,129,,,,84,45,1,3829,,1558,46244,0413
133,Rwanda,126,6,,,25,101,,10,,1966,152,0413
134,El Salvador,125,7,6,,21,98,3,19,09,,,0413
135,Cambodia,122,2,,,77,45,1,7,,5768,345,0413
136,Trinidad and Tobago,113,1,8,,16,89,,81,6,1126,805,0413
137,Madagascar,106,4,,,20,86,1,4,,,,0413
138,Mali,105,18,9,2,22,74,,5,04,,,0413
139,Monaco,93,1,1,,6,86,5,2370,25,,,0413
140,Aruba,92,,,,32,60,1,862,,1145,10724,0413
141,French Guiana,86,,,,51,35,1,288,,,,0413
142,Liechtenstein,79,,1,,55,23,,2072,26,900,23605,0413
143,Togo,76,,3,,29,44,,9,04,2532,306,0413
144,Jamaica,72,3,4,,16,52,,24,1,907,306,0413
145,Barbados,71,3,4,,11,56,4,247,14,805,2801,0413
146,Ethiopia,71,2,3,,10,58,,06,003,3863,34,0413
147,Congo,60,,5,,5,50,,11,09,,,0413
148,Bermuda,57,9,4,,29,24,2,915,64,416,6680,0413
149,Uganda,54,1,,,4,50,,1,,5025,110,0413
150,Cayman Islands,53,,1,,6,46,3,806,15,536,8156,0413
151,French Polynesia,53,2,,,,53,1,189,,889,3165,0413
152,Sint Maarten,50,,9,,5,36,2,1166,210,134,3125,0413
153,Liberia,50,2,5,,3,42,,10,10,,,0413
154,Gabon,49,3,1,,1,47,,22,04,,,0413
155,Bahamas,46,,8,,5,33,1,117,20,,,0413
156,Guyana,45,,6,,8,31,3,57,8,193,245,0413
157,Macao,45,,,,10,35,1,69,,,,0413
158,Zambia,43,3,2,,30,11,1,2,01,1239,67,0413
159,Myanmar,41,3,4,1,2,35,,08,007,1406,26,0413
160,Guinea-Bissau,38,,,,,38,,19,,1500,762,0413
161,Benin,35,,1,,5,29,,3,008,,,0413
162,Eritrea,34,,,,,34,,10,,,,0413
163,Haiti,33,,3,1,,30,,3,03,365,32,0413
164,Tanzania,32,,3,,5,24,,05,005,,,0413
165,Saint Martin,32,,2,,11,19,5,828,52,,,0413
166,Syria,25,,2,,5,18,,1,01,,,0413
167,Libya,25,,1,,9,15,,4,01,535,78,0413
168,Somalia,25,4,1,,2,22,2,2,006,,,0413
169,Antigua and Barbuda,21,,2,,,19,1,214,20,40,408,0413
170,Equatorial Guinea,21,3,,,3,18,,15,,854,609,0413
171,Mozambique,21,1,,,2,19,,07,,679,22,0413
172,Maldives,20,1,,,14,6,,37,,,,0413
173,Angola,19,,2,,4,13,,06,006,,,0413
174,Sudan,19,,2,,2,15,,04,005,,,0413
175,Laos,19,1,,,,19,,3,,1140,157,0413
176,Chad,18,7,,,2,16,,1,,,,0413
177,New Caledonia,18,,,,1,17,,63,,2608,9135,0413
178,Dominica,16,,,,8,8,,222,,345,4793,0413
179,Fiji,16,,,,,16,,18,,,,0413
180,Mongolia,16,,,,4,12,,5,,,,0413
181,Namibia,16,,,,3,13,,6,,362,142,0413
182,Saint Lucia,15,,,,4,11,,82,,,,0413
183,Zimbabwe,14,,3,,,11,,09,02,563,38,0413
184,Belize,14,1,2,,,12,1,35,5,364,915,0413
185,Curaçao,14,,1,,8,5,,85,6,,,0413
186,Grenada,14,,,,,14,2,124,,92,818,0413
187,Eswatini,14,2,,,7,7,,12,,,,0413
188,Malawi,13,1,2,,,11,1,07,01,287,15,0413
189,Botswana,13,,1,,,12,,6,04,3115,1325,0413
190,Nepal,12,3,,,1,11,,04,,4426,152,0413
191,Saint Kitts and Nevis,12,,,,,12,,226,,205,3853,0413
192,St. Vincent Grenadines,12,,,,1,11,,108,,56,505,0413
193,Greenland,11,,,,11,0,,194,,912,16065,0413
194,Seychelles,11,,,,,11,,112,,,,0413
