,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0, China ,75000,424,2236,118,18007,12017,,-1,-1,-1,-1,0220
1, Diamond Princess ,634,13,2,2,17,27,,-1,-1,-1,-1,0220
2, S. Korea ,106,48,1,1,16,,,-1,-1,-1,-1,0220
3, Japan ,94,10,1,,20,4,,-1,-1,-1,-1,0220
4, Singapore ,85,1,,,37,4,,-1,-1,-1,-1,0220
5, Hong Kong ,67,2,2,,6,6,,-1,-1,-1,-1,0220
6, Thailand ,35,,,,17,2,,-1,-1,-1,-1,0220
7, Taiwan ,24,1,1,,2,1,,-1,-1,-1,-1,0220
8, Malaysia ,22,,,,17,,,-1,-1,-1,-1,0220
9, Germany ,16,,,,13,,,-1,-1,-1,-1,0220
10, Vietnam ,16,,,,14,,,-1,-1,-1,-1,0220
11, Australia ,15,,,,11,,,-1,-1,-1,-1,0220
12, USA ,15,,,,3,,,-1,-1,-1,-1,0220
13, France ,12,,1,,7,,,-1,-1,-1,-1,0220
14, Macao ,10,,,,6,,,-1,-1,-1,-1,0220
15, U.K. ,9,,,,8,,,-1,-1,-1,-1,0220
16, U.A.E. ,9,,,,3,1,,-1,-1,-1,-1,0220
17, Canada ,8,,,,2,,,-1,-1,-1,-1,0220
18, Iran ,5,3,2,,,,,-1,-1,-1,-1,0220
19, Philippines ,3,,1,,2,,,-1,-1,-1,-1,0220
20, India ,3,,,,3,,,-1,-1,-1,-1,0220
21, Italy ,3,,,,,2,,-1,-1,-1,-1,0220
22, Russia ,2,,,,2,,,-1,-1,-1,-1,0220
23, Spain ,2,,,,2,,,-1,-1,-1,-1,0220
24, Belgium ,1,,,,1,,,-1,-1,-1,-1,0220
25, Cambodia ,1,,,,1,,,-1,-1,-1,-1,0220
26, Egypt ,1,,,,1,,,-1,-1,-1,-1,0220
27, Finland ,1,,,,1,,,-1,-1,-1,-1,0220
28, Nepal ,1,,,,1,,,-1,-1,-1,-1,0220
29, Sri Lanka ,1,,,,1,,,-1,-1,-1,-1,0220
