,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0,World,1201483,84821,64690,5799,246467,890326,42288,154,83,,,0405
1,China,81669,30,3329,3,76964,1376,295,57,2,,,0405
2,USA,311357,34196,8451,1330,14825,288081,8206,941,26,1632955,4933,0405
3,Spain,126168,6969,11947,749,34219,80002,6532,2699,256,355000,7593,0405
4,Italy,124632,4805,15362,681,20996,88274,3994,2061,254,657224,10870,0405
5,Germany,96092,4933,1444,169,26400,68248,3936,1147,17,918460,10962,0405
6,France,89953,7788,7560,1053,15438,66955,6838,1378,116,224254,3436,0405
7,Iran,55743,2560,3452,158,19736,32555,4103,664,41,186000,2214,0405
8,UK,41903,3735,4313,708,135,37455,163,617,64,183190,2698,0405
9,Turkey,23934,3013,501,76,786,22647,1311,284,6,161380,1913,0405
10,Switzerland,20505,899,666,75,6415,13424,391,2369,77,153440,17729,0405
11,Belgium,18431,1661,1283,140,3247,13901,1245,1590,111,70000,6040,0405
12,Netherlands,16627,904,1651,164,250,14726,1360,970,96,75415,4401,0405
13,Canada,13912,1537,231,23,2595,11086,120,369,6,317972,8425,0405
14,Austria,11781,257,186,18,2507,9088,245,1308,21,104134,11562,0405
15,Portugal,10524,638,266,20,75,10183,251,1032,26,81087,7952,0405
16,Brazil,10360,1166,445,82,127,9788,296,49,2,54824,258,0405
17,S. Korea,10156,94,177,3,6325,3654,55,198,3,455032,8875,0405
18,Israel,7851,423,44,4,427,7380,115,907,5,90394,10443,0405
19,Sweden,6443,312,373,15,205,5865,379,638,37,36900,3654,0405
20,Norway,5550,180,62,3,32,5456,98,1024,11,105865,19528,0405
21,Australia,5550,96,30,2,585,4935,85,218,1,286786,11247,0405
22,Russia,4731,582,43,9,333,4355,8,32,03,639606,4383,0405
23,Ireland,4604,331,137,17,25,4442,148,932,28,30213,6119,0405
24,Czechia,4472,282,59,6,78,4335,87,418,6,74170,6926,0405
25,Chile,4161,424,27,5,528,3606,38,218,1,48613,2543,0405
26,Denmark,4077,320,161,22,1283,2633,142,704,28,45270,7816,0405
27,Poland,3627,244,79,8,116,3432,50,96,2,72901,1926,0405
28,Romania,3613,430,146,13,329,3138,119,188,8,36092,1876,0405
29,India,3588,529,99,13,229,3260,,3,007,116608,84,0405
30,Malaysia,3483,150,57,4,915,2511,99,108,2,49570,1532,0405
31,Ecuador,3465,97,172,27,100,3193,100,196,10,11309,641,0405
32,Japan,3139,204,77,8,514,2548,64,25,06,42882,339,0405
33,Philippines,3094,76,144,8,57,2893,1,28,1,5530,50,0405
34,Pakistan,2818,132,41,1,131,2646,13,13,02,30308,137,0405
35,Luxembourg,2729,117,31,,500,2198,35,4360,50,22793,36412,0405
36,Saudi Arabia,2179,140,29,4,420,1730,41,63,08,,,0405
37,Indonesia,2092,106,191,10,150,1751,,8,07,7896,29,0405
38,Thailand,2067,89,20,1,674,1373,23,30,03,23669,339,0405
39,Finland,1882,267,25,5,300,1557,72,340,5,29000,5234,0405
40,Panama,1801,128,46,5,13,1742,50,417,11,7333,1700,0405
41,Peru,1746,151,73,12,914,759,88,53,2,17841,541,0405
42,Mexico,1688,178,60,10,633,995,1,13,05,15668,122,0405
43,Greece,1673,60,68,5,78,1527,92,161,7,22437,2153,0405
44,Serbia,1624,148,44,5,54,1526,89,186,5,6401,733,0405
45,South Africa,1585,80,9,,95,1481,7,27,02,53937,909,0405
46,Dominican Republic,1578,90,77,9,17,1484,147,145,7,4542,419,0405
47,UAE,1505,241,10,1,125,1370,2,152,1,220000,22244,0405
48,Argentina,1451,98,43,1,279,1129,,32,10,8488,188,0405
49,Iceland,1417,53,4,,396,1017,12,4152,12,23640,69276,0405
50,Colombia,1406,139,32,7,85,1289,50,28,06,23706,466,0405
51,Qatar,1325,250,3,,109,1213,37,460,1,31951,11090,0405
52,Algeria,1251,80,130,25,90,1031,,29,3,3359,77,0405
53,Ukraine,1225,153,32,5,25,1168,16,28,07,5040,115,0405
54,Singapore,1189,75,6,1,297,886,24,203,1,39000,6666,0405
55,Croatia,1126,47,12,4,119,995,39,274,3,9833,2395,0405
56,Egypt,1070,85,71,5,241,758,,10,07,25000,244,0405
57,Estonia,1039,78,13,1,59,967,20,783,10,19091,14392,0405
58,Slovenia,977,43,22,2,79,876,31,470,11,27109,13040,0405
59,New Zealand,950,82,1,,127,822,1,197,02,33116,6867,0405
60,Morocco,919,128,59,11,66,794,1,25,2,4321,117,0405
61,Iraq,878,58,56,2,259,563,,22,1,,,0405
62,Hong Kong,862,17,4,,173,685,8,115,05,90000,12005,0405
63,Lithuania,771,75,11,2,7,753,11,283,4,21376,7852,0405
64,Armenia,770,34,7,,43,720,30,260,2,3994,1348,0405
65,Moldova,752,161,12,4,29,711,65,186,3,681,169,0405
66,Diamond Princess,712,,11,,619,82,10,,,,,0405
67,Bahrain,688,16,4,,423,261,3,404,2,39379,23143,0405
68,Hungary,678,55,32,6,58,588,17,70,3,19424,2011,0405
69,Bosnia and Herzegovina,624,45,21,4,30,573,4,190,6,5349,1630,0405
70,Cameroon,555,46,9,1,17,529,,21,03,,,0405
71,Tunisia,553,58,18,,5,530,26,47,2,6485,549,0405
72,Kazakhstan,531,67,5,2,36,490,6,28,03,316,17,0405
73,Azerbaijan,521,78,5,,32,484,17,51,05,35000,3452,0405
74,Lebanon,520,12,17,,54,449,27,76,2,9022,1322,0405
75,Latvia,509,16,1,,1,507,3,270,05,19380,10275,0405
76,Bulgaria,503,18,17,3,34,452,26,72,2,566,81,0405
77,North Macedonia,483,53,17,5,20,446,11,232,8,4920,2362,0405
78,Kuwait,479,62,1,1,93,385,17,112,02,,,0405
79,Slovakia,471,21,1,,10,460,3,86,02,13631,2497,0405
80,Andorra,466,27,17,1,21,428,12,6031,220,,,0405
81,Belarus,440,89,5,1,53,382,11,47,05,32000,3386,0405
82,Costa Rica,435,19,2,,13,420,13,85,04,4654,914,0405
83,Cyprus,426,30,9,2,33,384,11,353,7,10154,8410,0405
84,Uruguay,400,14,5,1,93,302,13,115,1,5063,1458,0405
85,Taiwan,355,7,5,,50,300,,15,02,36304,1524,0405
86,Réunion,334,13,,,40,294,4,373,,,,0405
87,Albania,333,29,20,3,99,214,7,116,7,2247,781,0405
88,Jordan,323,13,5,,74,244,5,32,05,239,23,0405
89,Burkina Faso,318,16,16,,66,236,,15,08,,,0405
90,Afghanistan,309,28,7,1,10,292,,8,02,,,0405
91,Cuba,288,19,6,,15,267,11,25,05,3342,295,0405
92,Oman,277,25,2,1,61,214,3,54,04,,,0405
93,Uzbekistan,266,39,2,,25,239,8,8,006,,,0405
94,Honduras,264,42,15,,3,246,10,27,2,,,0405
