,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0,China,81439,45,3300,5,75448,2691,742,57,2,10,-1,0329
1,USA,123578,19452,2220,525,3231,118127,2666,373,7,20,-1,0329
2,Italy,92472,5974,10023,889,12384,70065,3856,1529,166,29,-1,0329
3,Spain,73235,7516,5982,844,12285,54968,4165,1566,128,30,-1,0329
4,Germany,57695,6824,433,82,8481,48781,1581,689,5,26,-1,0329
5,France,37575,4611,2314,319,5700,29561,4273,576,35,23,-1,0329
6,Iran,35408,3076,2517,139,11679,21212,3206,422,30,18,-1,0329
7,UK,17089,2546,1019,260,135,15935,163,252,15,30,-1,0329
8,Switzerland,14076,1148,264,33,1530,12282,301,1626,31,24,-1,0329
9,Netherlands,9762,1159,639,93,3,9120,914,570,37,26,-1,0329
10,S. Korea,9478,146,144,5,4811,4523,59,185,3,19,-1,0329
11,Belgium,9134,1850,353,64,1063,7718,789,788,30,03,-1,0329
12,Austria,8271,574,68,10,225,7978,135,918,8,24,-1,0329
13,Turkey,7402,1704,108,16,70,7224,445,88,1,09,-1,0329
14,Canada,5655,898,60,5,396,5199,120,150,2,24,-1,0329
15,Portugal,5170,902,100,24,43,5027,89,507,10,01,-1,0329
16,Norway,4015,244,23,4,7,3985,84,741,4,25,-1,0329
17,Brazil,3904,487,114,22,6,3784,296,18,05,24,-1,0329
18,Australia,3635,257,14,1,170,3451,23,143,05,24,-1,0329
19,Israel,3619,584,12,,89,3518,50,418,1,20,-1,0329
20,Sweden,3447,378,105,,16,3326,239,341,10,30,-1,0329
21,Czechia,2631,352,11,2,11,2609,45,246,1,29,-1,0329
22,Ireland,2415,294,36,14,5,2374,59,489,7,28,-1,0329
23,Malaysia,2320,159,27,1,320,1973,54,72,08,24,-1,0329
24,Denmark,2201,155,65,13,1,2135,109,380,11,26,-1,0329
25,Chile,1909,299,6,1,61,1842,7,100,03,02,-1,0329
26,Luxembourg,1831,226,18,3,40,1773,25,2925,29,28,-1,0329
27,Ecuador,1823,196,48,7,3,1772,58,103,3,28,-1,0329
28,Japan,1693,194,52,3,404,1237,56,13,04,14,-1,0329
29,Poland,1638,249,18,2,7,1613,3,43,05,03,-1,0329
30,Pakistan,1495,122,12,1,29,1454,7,7,005,25,-1,0329
31,Romania,1452,160,37,11,139,1276,34,75,2,25,-1,0329
32,Russia,1264,228,4,,49,1211,8,9,003,30,-1,0329
33,Thailand,1245,109,6,1,97,1142,11,18,009,12,-1,0329
34,Saudi Arabia,1203,99,4,1,37,1162,6,35,01,01,-1,0329
35,South Africa,1187,17,1,,31,1155,7,20,002,04,-1,0329
36,Finland,1167,126,9,2,10,1148,32,211,2,28,-1,0329
37,Indonesia,1155,109,102,15,59,994,,4,04,01,-1,0329
38,Philippines,1075,272,68,14,35,972,1,10,06,29,-1,0329
39,Greece,1061,95,32,4,52,977,66,102,3,25,-1,0329
40,India,987,100,24,4,84,879,,07,002,29,-1,0329
41,Iceland,963,73,2,,114,847,18,2822,6,27,-1,0329
42,Panama,901,115,17,3,4,880,32,209,4,09,-1,0329
43,Singapore,802,70,2,,198,602,19,137,03,22,-1,0329
44,Argentina,745,156,19,6,72,654,,16,04,02,-1,0329
45,Dominican Republic,719,138,28,8,3,688,,66,3,29,-1,0329
46,Mexico,717,132,12,4,4,701,1,6,009,27,-1,0329
47,Diamond Princess,712,,10,,597,105,15,,,04,-1,0329
48,Slovenia,684,52,9,,10,665,25,329,4,03,-1,0329
49,Peru,671,36,16,5,16,639,33,20,05,05,-1,0329
50,Serbia,659,131,10,2,42,607,25,75,1,05,-1,0329
51,Croatia,657,71,5,2,45,607,14,160,1,24,-1,0329
52,Estonia,645,70,1,,20,624,10,486,08,26,-1,0329
53,Colombia,608,69,6,,10,592,,12,01,05,-1,0329
54,Qatar,590,28,1,1,45,544,6,205,03,28,-1,0329
55,Egypt,576,40,36,6,121,419,,6,04,13,-1,0329
56,Hong Kong,560,41,4,,112,444,5,75,05,22,-1,0329
57,New Zealand,514,146,1,1,56,457,1,107,02,27,-1,0329
58,Iraq,506,48,42,2,131,333,,13,1,21,-1,0329
59,Bahrain,476,10,4,,265,207,1,280,2,23,-1,0329
60,UAE,468,63,2,,52,414,2,47,02,28,-1,0329
61,Algeria,454,45,29,3,31,394,,10,07,24,-1,0329
62,Lebanon,412,21,8,,30,374,4,60,1,20,-1,0329
63,Armenia,407,78,1,,30,376,6,137,03,29,-1,0329
64,Morocco,402,57,25,2,12,365,1,11,07,01,-1,0329
65,Lithuania,394,36,7,2,1,386,2,145,3,27,-1,0329
66,Ukraine,356,46,9,4,5,342,,8,02,02,-1,0329
67,Hungary,343,43,11,1,34,298,6,36,1,03,-1,0329
68,Bulgaria,331,38,7,4,11,313,8,48,1,06,-1,0329
69,Andorra,308,41,3,,1,304,10,3986,39,01,-1,0329
70,Latvia,305,25,,,1,304,3,162,,01,-1,0329
71,Uruguay,304,66,1,1,,303,9,88,03,12,-1,0329
72,Costa Rica,295,32,2,,3,290,6,58,04,04,-1,0329
73,Slovakia,292,23,,,2,290,1,53,,05,-1,0329
74,Taiwan,283,16,2,,30,251,,12,008,20,-1,0329
75,Tunisia,278,51,8,1,2,268,10,24,07,01,-1,0329
76,Bosnia and Herzegovina,278,41,6,2,8,264,1,85,2,04,-1,0329
77,Jordan,246,11,1,,18,227,3,24,010,01,-1,0329
78,North Macedonia,241,22,4,1,3,234,1,116,2,25,-1,0329
79,Kuwait,235,10,,,64,171,11,55,,23,-1,0329
80,Moldova,231,32,2,,2,227,33,57,05,06,-1,0329
81,Kazakhstan,228,78,1,,16,211,,12,005,12,-1,0329
82,San Marino,224,1,22,1,6,196,16,6602,648,26,-1,0329
83,Burkina Faso,207,27,11,2,21,175,,10,05,08,-1,0329
84,Albania,197,11,10,2,31,156,3,68,3,07,-1,0329
85,Réunion,183,38,,,1,182,,204,,10,-1,0329
86,Azerbaijan,182,17,4,1,15,163,23,18,04,27,-1,0329
87,Cyprus,179,17,5,,15,159,3,148,4,08,-1,0329
88,Vietnam,174,11,,,21,153,3,2,,22,-1,0329
89,Faeroe Islands,155,11,,,54,101,2,3172,,03,-1,0329
90,Oman,152,21,,,23,129,,30,,23,-1,0329
91,Malta,149,10,,,2,147,1,337,,06,-1,0329
92,Ghana,141,4,5,1,2,134,1,5,02,11,-1,0329
93,Senegal,130,11,,,18,112,,8,,01,-1,0329
94,Brunei ,120,5,1,1,25,94,1,274,2,08,-1,0329
95,Cuba,119,39,3,1,4,112,2,11,03,10,-1,0329
96,Venezuela,119,6,2,,39,78,2,4,007,12,-1,0329
97,Sri Lanka,113,7,1,1,9,103,5,5,005,26,-1,0329
98,Afghanistan,110,,4,,2,104,,3,01,23,-1,0329
99,Uzbekistan,104,16,2,1,5,97,8,3,006,14,-1,0329
100,Palestine,104,13,1,,18,85,,20,02,04,-1,0329
101,Guadeloupe,102,29,2,1,17,83,4,255,5,12,-1,0329
102,Mauritius,102,8,2,,,100,1,80,2,17,-1,0329
103,Ivory Coast,101,,,,3,98,,4,,10,-1,0329
104,Cambodia,99,,,,13,86,1,6,,26,-1,0329
105,Channel Islands,97,9,1,,,96,,558,6,08,-1,0329
106,Nigeria,97,27,1,,3,93,,05,000,27,-1,0329
107,Honduras,95,27,1,,3,91,4,10,01,10,-1,0329
108,Belarus,94,,,,32,62,2,10,,27,-1,0329
109,Martinique,93,,1,,,92,12,248,3,04,-1,0329
110,Cameroon,91,,2,,2,87,,3,008,05,-1,0329
111,Georgia,90,7,,,14,76,1,23,,25,-1,0329
