,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0,China,81008,41,3255,7,71740,6013,1927,56,-1,-1,-1,0321
1,Italy,47021,5986,4032,627,5129,37860,2655,778,-1,-1,-1,0321
2,Spain,21571,3494,1093,262,1588,18890,939,461,-1,-1,-1,0321
3,Germany,19848,4528,68,24,180,19600,2,237,-1,-1,-1,0321
4,Iran,19644,1237,1433,149,6745,11466,,234,-1,-1,-1,0321
5,USA,19383,5594,256,49,147,18980,64,59,-1,-1,-1,0321
6,France,12612,1617,450,78,1587,10575,1297,193,-1,-1,-1,0321
7,S. Korea,8652,87,94,3,2233,6325,59,169,-1,-1,-1,0321
8,Switzerland,5615,1393,56,13,15,5544,141,649,-1,-1,-1,0321
9,UK,3983,714,177,33,65,3741,20,59,-1,-1,-1,0321
10,Netherlands,2994,534,106,30,2,2886,210,175,-1,-1,-1,0321
11,Austria,2649,470,6,,9,2634,14,294,-1,-1,-1,0321
12,Belgium,2257,462,37,16,204,2016,164,195,-1,-1,-1,0321
13,Norway,1959,169,7,,1,1951,27,361,-1,-1,-1,0321
14,Sweden,1639,200,16,5,16,1607,21,162,-1,-1,-1,0321
15,Denmark,1255,104,9,3,1,1245,37,217,-1,-1,-1,0321
16,Canada,1087,214,12,,14,1061,1,29,-1,-1,-1,0321
17,Malaysia,1030,130,3,1,87,940,26,32,-1,-1,-1,0321
18,Portugal,1020,234,6,2,5,1009,26,100,-1,-1,-1,0321
19,Japan,1007,64,35,2,215,757,50,8,-1,-1,-1,0321
20,Brazil,970,330,11,4,2,957,18,5,-1,-1,-1,0321
21,Australia,928,172,7,,46,875,2,36,-1,-1,-1,0321
22,Czechia,833,139,,,4,829,6,78,-1,-1,-1,0321
23,Diamond Princess,712,,8,1,567,137,15,,-1,-1,-1,0321
24,Israel,705,28,1,1,15,689,10,81,-1,-1,-1,0321
25,Ireland,683,126,3,,5,675,6,138,-1,-1,-1,0321
26,Turkey,670,311,9,5,,661,,8,-1,-1,-1,0321
27,Pakistan,501,47,3,1,13,485,,2,-1,-1,-1,0321
28,Greece,495,31,10,4,19,466,20,47,-1,-1,-1,0321
29,Luxembourg,484,149,5,1,6,473,1,773,-1,-1,-1,0321
30,Qatar,470,10,,,10,460,6,163,-1,-1,-1,0321
31,Finland,450,50,,,10,440,2,81,-1,-1,-1,0321
32,Chile,434,92,,,6,428,7,23,-1,-1,-1,0321
33,Ecuador,426,166,7,4,3,416,2,24,-1,-1,-1,0321
34,Poland,425,70,5,,13,407,3,11,-1,-1,-1,0321
35,Iceland,409,79,,,5,404,1,1199,-1,-1,-1,0321
36,Singapore,385,40,,,131,254,14,66,-1,-1,-1,0321
37,Indonesia,369,60,32,7,17,320,,1,-1,-1,-1,0321
38,Saudi Arabia,344,70,,,8,336,,10,-1,-1,-1,0321
39,Slovenia,341,22,1,,,340,9,164,-1,-1,-1,0321
40,Thailand,322,50,1,,42,279,1,5,-1,-1,-1,0321
41,Romania,308,31,,,31,277,11,16,-1,-1,-1,0321
42,Bahrain,298,19,1,,125,172,4,175,-1,-1,-1,0321
43,Egypt,285,29,8,1,42,235,,3,-1,-1,-1,0321
44,Estonia,283,16,,,1,282,1,213,-1,-1,-1,0321
45,Peru,263,29,4,3,1,258,5,8,-1,-1,-1,0321
46,Hong Kong,256,48,4,,98,154,4,34,-1,-1,-1,0321
47,Russia,253,54,1,,12,240,,2,-1,-1,-1,0321
48,India,249,55,5,1,23,221,,02,-1,-1,-1,0321
49,Philippines,230,13,18,1,8,204,1,2,-1,-1,-1,0321
