,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0,China,81218,47,3281,4,73650,4287,1399,56,2,-1,-1,0325
1,Italy,69176,5249,6820,743,8326,54030,3393,1144,113,-1,-1,0325
2,USA,54856,11075,780,225,379,53697,1175,166,2,-1,-1,0325
3,Spain,42058,6922,2991,680,3794,35273,2636,900,64,-1,-1,0325
4,Germany,32991,3935,159,36,3290,29542,23,394,2,-1,-1,0325
5,Iran,24811,1762,1934,122,8913,13964,,295,23,-1,-1,0325
6,France,22304,2448,1100,240,3281,17923,2516,342,17,-1,-1,0325
7,Switzerland,9877,1082,122,2,131,9624,141,1141,14,-1,-1,0325
8,S. Korea,9037,76,120,9,3507,5410,59,176,2,-1,-1,0325
9,UK,8077,1427,422,87,135,7520,20,119,6,-1,-1,0325
10,Netherlands,5560,811,276,63,2,5282,435,324,16,-1,-1,0325
11,Austria,5283,809,28,7,9,5246,22,587,3,-1,-1,0325
12,Belgium,4269,526,122,34,461,3686,381,368,11,-1,-1,0325
13,Norway,2866,241,12,2,6,2848,44,529,2,-1,-1,0325
14,Canada,2792,701,26,2,112,2654,1,74,07,-1,-1,0325
15,Portugal,2362,302,33,10,22,2307,48,232,3,-1,-1,0325
16,Australia,2317,430,8,1,118,2191,11,91,03,-1,-1,0325
17,Sweden,2299,253,40,13,16,2243,143,228,4,-1,-1,0325
18,Brazil,2247,323,46,12,2,2199,18,11,02,-1,-1,0325
19,Israel,1930,488,3,2,53,1874,34,223,03,-1,-1,0325
20,Turkey,1872,343,44,7,,1828,,22,05,-1,-1,0325
21,Malaysia,1624,106,16,2,183,1425,64,50,05,-1,-1,0325
22,Denmark,1591,131,32,8,1,1558,69,275,6,-1,-1,0325
23,Czechia,1394,158,3,2,10,1381,19,130,03,-1,-1,0325
24,Ireland,1329,204,7,1,5,1317,29,269,1,-1,-1,0325
25,Japan,1193,65,43,1,285,865,54,9,03,-1,-1,0325
26,Luxembourg,1099,224,8,,6,1085,3,1756,13,-1,-1,0325
27,Ecuador,1082,101,27,9,3,1052,2,61,2,-1,-1,0325
28,Pakistan,972,97,7,1,18,947,5,4,003,-1,-1,0325
29,Chile,922,176,2,,17,903,7,48,01,-1,-1,0325
30,Poland,901,152,10,2,1,890,3,24,03,-1,-1,0325
31,Thailand,827,106,4,3,52,771,7,12,006,-1,-1,0325
32,Romania,794,218,12,5,79,703,15,41,06,-1,-1,0325
33,Finland,792,92,1,,10,781,11,143,02,-1,-1,0325
34,Saudi Arabia,767,205,1,1,28,738,,22,003,-1,-1,0325
35,Greece,743,48,20,3,29,694,35,71,2,-1,-1,0325
36,Diamond Princess,712,,10,2,587,115,15,,,-1,-1,0325
37,Indonesia,686,107,55,6,30,601,,3,02,-1,-1,0325
38,Iceland,648,60,2,1,51,595,13,1899,6,-1,-1,0325
39,Singapore,558,49,2,,156,400,14,95,03,-1,-1,0325
40,South Africa,554,152,,,4,550,2,9,,-1,-1,0325
41,Philippines,552,90,35,2,20,497,1,5,03,-1,-1,0325
42,India,536,37,10,,40,486,,04,001,-1,-1,0325
43,Qatar,526,25,,,41,485,6,183,,-1,-1,0325
44,Russia,495,57,1,,22,472,8,3,001,-1,-1,0325
45,Slovenia,480,38,4,1,3,473,12,231,2,-1,-1,0325
46,Panama,443,98,6,,1,436,33,103,1,-1,-1,0325
47,Peru,416,21,7,2,1,408,9,13,02,-1,-1,0325
48,Egypt,402,36,20,1,80,302,,4,02,-1,-1,0325
49,Bahrain,392,15,3,1,177,212,2,230,2,-1,-1,0325
50,Argentina,387,86,6,2,52,329,,9,01,-1,-1,0325
51,Hong Kong,387,30,4,,102,281,4,52,05,-1,-1,0325
52,Croatia,382,67,1,,5,376,6,93,02,-1,-1,0325
53,Colombia,378,101,3,,6,369,,7,006,-1,-1,0325
54,Estonia,369,17,,,7,362,4,278,,-1,-1,0325
55,Mexico,367,51,4,1,4,359,1,3,003,-1,-1,0325
56,Lebanon,318,51,4,,8,306,4,47,06,-1,-1,0325
57,Iraq,316,50,27,4,75,214,,8,07,-1,-1,0325
58,Dominican Republic,312,67,6,3,3,303,,29,06,-1,-1,0325
