,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0, China ,78073,9,2715,,30072,8745,,-1,-1,-1,-1,0226
1, S. Korea ,1261,284,12,1,24,18,,-1,-1,-1,-1,0226
2, Diamond Princess ,705,14,4,,10,36,,-1,-1,-1,-1,0226
3, Italy ,470,147,12,1,3,35,,-1,-1,-1,-1,0226
4, Japan ,172,11,3,2,23,13,,-1,-1,-1,-1,0226
5, Iran ,139,44,19,3,25,,,-1,-1,-1,-1,0226
6, Singapore ,93,2,,,62,7,,-1,-1,-1,-1,0226
7, Hong Kong ,89,4,2,,18,6,,-1,-1,-1,-1,0226
8, USA ,60,3,,,6,,,-1,-1,-1,-1,0226
9, Thailand ,40,3,,,22,2,,-1,-1,-1,-1,0226
10, Bahrain ,33,10,,,,,,-1,-1,-1,-1,0226
11, Taiwan ,32,1,1,,5,1,,-1,-1,-1,-1,0226
12, Germany ,27,9,,,15,2,,-1,-1,-1,-1,0226
13, Kuwait ,26,15,,,,,,-1,-1,-1,-1,0226
14, Australia ,23,1,,,15,,,-1,-1,-1,-1,0226
15, Malaysia ,22,,,,20,,,-1,-1,-1,-1,0226
16, France ,18,4,2,1,11,1,,-1,-1,-1,-1,0226
17, Vietnam ,16,,,,16,,,-1,-1,-1,-1,0226
18, Spain ,13,4,,,2,,,-1,-1,-1,-1,0226
19, U.K. ,13,,,,8,,,-1,-1,-1,-1,0226
20, U.A.E. ,13,,,,3,2,,-1,-1,-1,-1,0226
21, Canada ,12,1,,,3,,,-1,-1,-1,-1,0226
22, Macao ,10,,,,6,,,-1,-1,-1,-1,0226
23, Iraq ,5,,,,,,,-1,-1,-1,-1,0226
24, Oman ,4,,,,,,,-1,-1,-1,-1,0226
25, Philippines ,3,,1,,2,,,-1,-1,-1,-1,0226
26, Croatia ,3,2,,,,,,-1,-1,-1,-1,0226
27, India ,3,,,,3,,,-1,-1,-1,-1,0226
28, Austria ,2,,,,,,,-1,-1,-1,-1,0226
29, Finland ,2,1,,,1,,,-1,-1,-1,-1,0226
30, Israel ,2,,,,,,,-1,-1,-1,-1,0226
31, Lebanon ,2,1,,,,,,-1,-1,-1,-1,0226
32, Pakistan ,2,2,,,,,,-1,-1,-1,-1,0226
33, Russia ,2,,,,2,,,-1,-1,-1,-1,0226
34, Sweden ,2,1,,,,,,-1,-1,-1,-1,0226
35, Afghanistan ,1,,,,,,,-1,-1,-1,-1,0226
36, Algeria ,1,,,,,,,-1,-1,-1,-1,0226
37, Belgium ,1,,,,1,,,-1,-1,-1,-1,0226
38, Brazil ,1,,,,,,,-1,-1,-1,-1,0226
39, Cambodia ,1,,,,1,,,-1,-1,-1,-1,0226
40, Egypt ,1,,,,1,,,-1,-1,-1,-1,0226
41, Georgia ,1,1,,,,,,-1,-1,-1,-1,0226
42, Greece ,1,1,,,,,,-1,-1,-1,-1,0226
43, North Macedonia ,1,1,,,,,,-1,-1,-1,-1,0226
44, Nepal ,1,,,,1,,,-1,-1,-1,-1,0226
45, Norway ,1,1,,,,,,-1,-1,-1,-1,0226
46, Romania ,1,1,,,,,,-1,-1,-1,-1,0226
47, Sri Lanka ,1,,,,1,,,-1,-1,-1,-1,0226
