,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0, China ,31210,3192,636,73,1747,4821,,-1,-1,-1,-1,0207
1, Japan ,86,41,,,4,,,-1,-1,-1,-1,0207
2, Singapore ,33,5,,,2,1,,-1,-1,-1,-1,0207
3, Hong Kong ,25,4,1,,,,,-1,-1,-1,-1,0207
4, Thailand ,25,,,,9,1,,-1,-1,-1,-1,0207
5, S. Korea ,24,1,,,2,,,-1,-1,-1,-1,0207
6, Taiwan ,16,5,,,1,,,-1,-1,-1,-1,0207
7, Malaysia ,15,3,,,1,,,-1,-1,-1,-1,0207
8, Australia ,15,1,,,5,,,-1,-1,-1,-1,0207
9, Germany ,13,1,,,,,,-1,-1,-1,-1,0207
10, Vietnam ,12,2,,,3,,,-1,-1,-1,-1,0207
11, USA ,12,,,,1,,,-1,-1,-1,-1,0207
12, Macao ,10,,,,,,,-1,-1,-1,-1,0207
13, Canada ,7,2,,,,,,-1,-1,-1,-1,0207
14, France ,6,,,,,1,,-1,-1,-1,-1,0207
15, U.A.E. ,5,,,,,,,-1,-1,-1,-1,0207
16, Philippines ,3,,1,,,,,-1,-1,-1,-1,0207
17, India ,3,,,,,,,-1,-1,-1,-1,0207
18, U.K. ,3,1,,,,,,-1,-1,-1,-1,0207
19, Italy ,3,1,,,,2,,-1,-1,-1,-1,0207
20, Russia ,2,,,,,,,-1,-1,-1,-1,0207
21, Sri Lanka ,1,,,,1,,,-1,-1,-1,-1,0207
22, Cambodia ,1,,,,1,,,-1,-1,-1,-1,0207
23, Finland ,1,,,,1,,,-1,-1,-1,-1,0207
24, Nepal ,1,,,,,,,-1,-1,-1,-1,0207
25, Sweden ,1,,,,,,,-1,-1,-1,-1,0207
26, Spain ,1,,,,,,,-1,-1,-1,-1,0207
