,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0,Asia,422287,12027,15854,345,198656,207777,6178,,,,,0423
1,North America,912911,33044,51088,2652,102613,759210,15271,,,,,0423
2,Europe,1164351,28819,111202,3296,360797,692352,25509,,,,,0423
3,South America,96661,5401,4575,263,41402,50684,9499,,,,,0423
4,Oceania,8198,8,88,4,6016,2094,51,,,,,0423
5,Africa,26656,1245,1244,47,7315,18097,174,,,,,0423
6,,721,,15,,645,61,4,,,,,0423
7,World,2631785,80544,184066,6607,717444,1730275,56686,338,236,,,0423
8,China,82788,30,4632,,77151,1005,78,58,3,,,0423
9,USA,848717,29973,47659,2341,84050,717008,14016,2564,144,4325342,13067,0423
10,Spain,208389,4211,21717,435,85915,100757,7705,4457,464,930230,19896,0423
11,Italy,187327,3370,25085,437,54543,107699,2384,3098,415,1513251,25028,0423
12,France,155944,2413,21340,544,40657,93947,5218,2389,327,463662,7103,0423
13,Germany,150648,2195,5315,229,99400,45933,2908,1798,63,2072669,24738,0423
14,UK,133495,4451,18100,763,,115051,1559,1966,267,559935,8248,0423
15,Turkey,98674,3083,2376,117,16477,79821,1814,1170,28,750944,8904,0423
16,Iran,85996,1194,5391,94,63113,17492,3311,1024,64,377396,4493,0423
17,Russia,57999,5236,513,57,4420,53066,700,397,4,2250000,15418,0423
18,Brazil,45757,2678,2906,165,25318,17533,8318,215,14,291922,1373,0423
19,Belgium,41889,933,6262,264,9433,26194,1020,3614,540,171400,14789,0423
20,Canada,40190,1768,1974,140,13986,24230,557,1065,52,612192,16220,0423
21,Netherlands,34842,708,4054,138,,30538,1050,2033,237,171415,10004,0423
22,Switzerland,28268,205,1509,31,19900,6859,386,3266,174,227554,26293,0423
23,Portugal,21982,603,785,23,1143,20054,207,2156,77,284741,27925,0423
24,India,21370,1290,681,36,4370,16319,,15,05,462621,335,0423
25,Peru,19250,1413,530,46,7027,11693,396,584,16,170400,5168,0423
26,Ireland,16671,631,769,39,9233,6669,147,3376,156,111584,22598,0423
27,Sweden,16004,682,1937,172,550,13517,515,1585,192,94500,9357,0423
28,Austria,14925,52,510,19,11328,3087,176,1657,57,201794,22406,0423
29,Israel,14498,556,189,5,5215,9094,141,1675,22,240303,27763,0423
30,Saudi Arabia,12772,1141,114,5,1812,10846,82,367,3,200000,5745,0423
31,Japan,11950,438,299,18,1424,10227,241,94,2,130587,1033,0423
32,Chile,11296,464,160,13,5386,5750,399,591,8,128722,6734,0423
33,Ecuador,10850,452,537,17,1262,9051,141,615,30,33389,1892,0423
34,S. Korea,10694,11,238,1,8277,2179,55,209,5,577959,11273,0423
35,Poland,10169,313,426,25,1513,8230,160,269,11,238799,6310,0423
36,Singapore,10141,1016,12,1,896,9233,27,1733,2,94796,16203,0423
37,Pakistan,10076,511,212,11,2156,7708,58,46,10,118020,534,0423
38,Romania,9710,468,524,26,2406,6780,288,505,27,106357,5529,0423
39,Mexico,9501,729,857,145,2627,6017,378,74,7,49570,384,0423
40,UAE,8238,483,52,6,1546,6640,1,833,5,790000,79875,0423
41,Denmark,7912,217,384,14,5087,2441,80,1366,66,108465,18726,0423
42,Indonesia,7418,283,635,19,913,5870,,27,2,55732,204,0423
43,Norway,7338,97,187,5,32,7119,54,1354,34,148656,27421,0423
44,Belarus,7281,558,58,3,769,6454,92,771,6,114955,12165,0423
45,Qatar,7141,608,10,1,689,6442,37,2479,3,70012,24301,0423
46,Czechia,7132,99,208,7,1989,4935,80,666,19,186918,17454,0423
47,Serbia,7114,224,134,4,1025,5955,101,814,15,48636,5566,0423
48,Philippines,6710,111,446,9,693,5571,1,61,4,68532,625,0423
49,Australia,6649,4,74,3,4920,1655,47,261,3,452441,17743,0423
50,Ukraine,6592,467,174,13,424,5994,45,151,4,67520,1544,0423
51,Malaysia,5532,50,93,1,3452,1987,43,171,3,113755,3515,0423
52,Dominican Republic,5300,256,260,15,581,4459,135,489,24,18261,1683,0423
53,Panama,4821,163,141,5,231,4449,94,1117,33,21902,5076,0423
54,Colombia,4356,207,206,10,870,3280,98,86,4,71500,1405,0423
55,Finland,4129,115,149,8,2000,1980,63,745,27,68552,12372,0423
56,Bangladesh,3772,390,120,10,92,3560,1,23,07,32630,198,0423
57,Egypt,3659,169,276,12,935,2448,,36,3,55000,537,0423
58,Luxembourg,3654,36,80,2,711,2863,32,5837,128,36087,57649,0423
59,South Africa,3635,170,65,7,1055,2515,36,61,1,133774,2256,0423
