,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0,China,9692,213,,-1,-1,-1,-1,-1,-1,-1,-1,0130
1,Thailand,14,0,,-1,-1,-1,-1,-1,-1,-1,-1,0130
2,Hong Kong,12,0,,-1,-1,-1,-1,-1,-1,-1,-1,0130
3,Taiwan,9,0,,-1,-1,-1,-1,-1,-1,-1,-1,0130
4,Macau,7,0,,-1,-1,-1,-1,-1,-1,-1,-1,0130
5,Malaysia,8,0,,-1,-1,-1,-1,-1,-1,-1,-1,0130
6,Singapore,13,0,,-1,-1,-1,-1,-1,-1,-1,-1,0130
7,Japan,14,0,,-1,-1,-1,-1,-1,-1,-1,-1,0130
8,Australia,9,0,,-1,-1,-1,-1,-1,-1,-1,-1,0130
9,United States,6,0,,-1,-1,-1,-1,-1,-1,-1,-1,0130
10,South Korea,6,0,,-1,-1,-1,-1,-1,-1,-1,-1,0130
11,France,6,0,,-1,-1,-1,-1,-1,-1,-1,-1,0130
12,Germany,5,0,,-1,-1,-1,-1,-1,-1,-1,-1,0130
13,Canada,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,0130
14,Vietnam,5,0,,-1,-1,-1,-1,-1,-1,-1,-1,0130
15,Cambodia,1,0,,-1,-1,-1,-1,-1,-1,-1,-1,0130
16,Nepal,1,0,,-1,-1,-1,-1,-1,-1,-1,-1,0130
17,United Arab Emirates ,4,0,,-1,-1,-1,-1,-1,-1,-1,-1,0130
18,Finland,1,0,,-1,-1,-1,-1,-1,-1,-1,-1,0130
19,Philippines,1,0,,-1,-1,-1,-1,-1,-1,-1,-1,0130
20,India,1,0,,-1,-1,-1,-1,-1,-1,-1,-1,0130
21,Italy,2,0,,-1,-1,-1,-1,-1,-1,-1,-1,0130
