,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0, China ,80796,3,3169,,62843,14784,4257,561,-1,-1,-1,0312
1, Italy ,15113,2651,1016,189,1258,12839,1153,2500,-1,-1,-1,0312
2, Iran ,10075,1075,429,75,3276,6370,,1200,-1,-1,-1,0312
3, S. Korea ,7869,114,66,6,333,7470,93,1535,-1,-1,-1,0312
4, Spain ,3146,869,86,31,189,2871,190,673,-1,-1,-1,0312
5, France ,2876,595,61,13,12,2803,129,441,-1,-1,-1,0312
6, Germany ,2745,779,6,3,25,2714,9,328,-1,-1,-1,0312
7, USA ,1715,414,41,3,30,1644,10,52,-1,-1,-1,0312
8, Switzerland ,868,216,7,3,4,857,,1003,-1,-1,-1,0312
9, Norway ,800,171,1,1,1,798,,1476,-1,-1,-1,0312
10, Diamond Princess ,696,,7,,325,364,32,,-1,-1,-1,0312
11, Japan ,691,52,19,4,118,554,29,55,-1,-1,-1,0312
12, Sweden ,687,187,1,,1,685,2,680,-1,-1,-1,0312
13, Denmark ,674,160,,,1,673,2,1164,-1,-1,-1,0312
14, Netherlands ,614,111,5,,2,607,1,358,-1,-1,-1,0312
15, UK ,590,130,10,2,18,562,20,87,-1,-1,-1,0312
16, Belgium ,399,85,3,,1,395,2,344,-1,-1,-1,0312
17, Austria ,361,115,1,1,4,356,1,401,-1,-1,-1,0312
18, Qatar ,262,,,,,262,,909,-1,-1,-1,0312
19, Bahrain ,197,2,,,35,162,1,1158,-1,-1,-1,0312
20, Singapore ,187,9,,,96,91,12,320,-1,-1,-1,0312
21, Malaysia ,158,9,,,26,132,2,49,-1,-1,-1,0312
22, Australia ,156,28,3,,26,127,1,61,-1,-1,-1,0312
23, Canada ,142,32,1,,11,130,1,38,-1,-1,-1,0312
24, Hong Kong ,130,,3,,77,50,6,173,-1,-1,-1,0312
25, Greece ,117,18,1,1,,116,2,112,-1,-1,-1,0312
26, Czechia ,113,19,,,,113,,106,-1,-1,-1,0312
27, Finland ,109,44,,,1,108,,197,-1,-1,-1,0312
28, Iceland ,109,24,,,,109,,,-1,-1,-1,0312
29, Israel ,109,12,,,4,105,2,126,-1,-1,-1,0312
30, Slovenia ,96,39,,,,96,,462,-1,-1,-1,0312
31, UAE ,85,11,,,20,65,2,86,-1,-1,-1,0312
32, Iraq ,83,12,8,1,24,51,,21,-1,-1,-1,0312
33, Egypt ,80,13,2,1,27,51,,08,-1,-1,-1,0312
34, Kuwait ,80,8,,,5,75,4,187,-1,-1,-1,0312
35, Portugal ,78,17,,,1,77,1,76,-1,-1,-1,0312
36, Brazil ,77,25,,,,77,2,04,-1,-1,-1,0312
37, India ,74,12,1,1,4,69,,01,-1,-1,-1,0312
38, San Marino ,72,3,5,2,,67,3,,-1,-1,-1,0312
39, Ireland ,70,27,1,,,69,6,142,-1,-1,-1,0312
40, Thailand ,70,11,1,,35,34,1,10,-1,-1,-1,0312
