,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0,China,81439,,3300,,75448,2691,742,57,2,10,-1,0330
1,USA,143491,19913,2583,363,4559,136349,2970,434,8,20,-1,0330
2,Italy,97689,5217,10779,756,13030,73880,3906,1616,178,29,-1,0330
3,Spain,80110,6875,6803,821,14709,58598,4165,1713,146,30,-1,0330
4,Germany,62435,4740,541,108,9211,52683,1979,745,6,26,-1,0330
5,France,40174,2599,2606,292,7202,30366,4632,615,40,23,-1,0330
6,Iran,38309,2901,2640,123,12391,23278,3206,456,31,18,-1,0330
7,UK,19522,2433,1228,209,135,18159,163,288,18,30,-1,0330
8,Switzerland,14829,753,300,36,1595,12934,301,1713,35,24,-1,0330
9,Netherlands,10866,1104,771,132,250,9845,972,634,45,26,-1,0330
10,Belgium,10836,1702,431,78,1359,9046,867,935,37,03,-1,0330
11,S. Korea,9583,105,152,8,5033,4398,59,187,3,19,-1,0330
12,Turkey,9217,1815,131,23,105,8981,568,109,2,09,-1,0330
13,Austria,8788,517,86,18,479,8223,187,976,10,24,-1,0330
14,Canada,6320,665,65,5,573,5682,120,167,2,24,-1,0330
15,Portugal,5962,792,119,19,43,5800,89,585,12,01,-1,0330
16,Norway,4284,269,26,3,7,4251,91,790,5,25,-1,0330
17,Brazil,4256,352,136,22,6,4114,296,20,06,24,-1,0330
18,Israel,4247,628,15,3,132,4100,74,491,2,20,-1,0330
19,Australia,4163,528,17,3,244,3902,28,163,07,24,-1,0330
20,Sweden,3700,253,110,5,16,3574,255,366,11,30,-1,0330
21,Czechia,2817,186,16,5,11,2790,45,263,1,29,-1,0330
22,Ireland,2615,200,46,10,5,2564,59,530,9,28,-1,0330
23,Malaysia,2470,150,35,8,388,2047,73,76,1,24,-1,0330
24,Denmark,2395,194,72,7,1,2322,113,413,12,26,-1,0330
25,Chile,2139,230,7,1,75,2057,7,112,04,02,-1,0330
26,Luxembourg,1950,119,21,3,40,1889,25,3115,34,28,-1,0330
27,Ecuador,1924,101,58,10,3,1863,58,109,3,28,-1,0330
28,Japan,1866,173,54,2,424,1388,56,15,04,14,-1,0330
29,Poland,1862,224,22,4,7,1833,3,49,06,03,-1,0330
30,Romania,1815,363,43,6,206,1566,31,94,2,25,-1,0330
31,Pakistan,1597,102,14,2,29,1554,11,7,006,25,-1,0330
32,Russia,1534,270,8,4,64,1462,8,11,005,30,-1,0330
33,Philippines,1418,343,71,3,42,1305,1,13,06,29,-1,0330
34,Thailand,1388,143,7,1,229,1152,11,20,01,12,-1,0330
35,Saudi Arabia,1299,96,8,4,66,1225,12,37,02,01,-1,0330
36,Indonesia,1285,130,114,12,64,1107,,5,04,01,-1,0330
37,South Africa,1280,93,2,1,31,1247,7,22,003,04,-1,0330
38,Finland,1240,73,11,2,10,1219,32,224,2,28,-1,0330
39,Greece,1156,95,39,7,52,1065,66,111,4,25,-1,0330
40,India,1024,37,27,3,95,902,,07,002,29,-1,0330
41,Iceland,1020,57,2,,135,883,25,2989,6,27,-1,0330
42,Panama,989,88,24,7,4,961,36,229,6,09,-1,0330
43,Dominican Republic,859,140,39,11,3,817,,79,4,29,-1,0330
44,Peru,852,181,18,2,16,818,40,26,05,05,-1,0330
45,Mexico,848,131,16,4,35,797,1,7,01,27,-1,0330
46,Singapore,844,42,3,1,212,629,19,144,05,22,-1,0330
47,Argentina,820,75,20,1,91,709,,18,04,02,-1,0330
48,Serbia,741,82,13,3,42,686,25,85,1,05,-1,0330
49,Slovenia,730,46,11,2,10,709,23,351,5,03,-1,0330
50,Croatia,713,56,6,1,55,652,26,174,1,24,-1,0330
51,Diamond Princess,712,,10,,603,99,15,,,04,-1,0330
52,Colombia,702,94,10,4,10,682,29,14,02,05,-1,0330
53,Estonia,679,34,3,2,20,656,10,512,2,26,-1,0330
54,Hong Kong,642,82,4,,118,520,5,86,05,22,-1,0330
55,Qatar,634,44,1,,48,585,6,220,03,28,-1,0330
56,Egypt,609,33,40,4,132,437,,6,04,13,-1,0330
57,UAE,570,102,3,1,58,509,2,58,03,28,-1,0330
58,Iraq,547,41,42,,143,362,,14,1,21,-1,0330
59,New Zealand,514,,1,,56,457,1,107,02,27,-1,0330
60,Algeria,511,57,31,2,31,449,,12,07,24,-1,0330
61,Bahrain,499,23,4,,272,223,1,293,2,23,-1,0330
62,Morocco,479,77,26,1,13,440,1,13,07,01,-1,0330
63,Ukraine,475,119,10,1,6,459,,11,02,02,-1,0330
64,Lithuania,460,66,7,,1,452,2,169,3,27,-1,0330
65,Lebanon,438,26,10,2,30,398,4,64,1,20,-1,0330
66,Armenia,424,17,3,2,30,391,6,143,1,29,-1,0330
67,Hungary,408,65,13,2,34,361,6,42,1,03,-1,0330
68,Latvia,347,42,,,1,346,3,184,,01,-1,0330
69,Bulgaria,346,15,8,1,14,324,8,50,1,06,-1,0330
70,Andorra,334,26,6,3,1,327,10,4323,78,01,-1,0330
71,Bosnia and Herzegovina,323,45,6,,8,309,1,98,2,04,-1,0330
72,Costa Rica,314,19,2,,3,309,6,62,04,04,-1,0330
73,Slovakia,314,22,,,2,312,1,58,,05,-1,0330
74,Tunisia,312,34,8,,2,302,10,26,07,01,-1,0330
75,Uruguay,304,,1,,,303,9,88,03,12,-1,0330
76,Taiwan,298,15,3,1,39,256,,13,01,20,-1,0330
77,Kazakhstan,284,56,1,,20,263,,15,005,12,-1,0330
78,Moldova,263,32,2,,2,259,33,65,05,06,-1,0330
79,North Macedonia,259,18,6,2,3,250,1,124,3,25,-1,0330
80,Jordan,259,13,3,2,18,238,3,25,03,01,-1,0330
81,Kuwait,255,20,,,67,188,12,60,,23,-1,0330
82,San Marino,224,,22,,6,196,16,6602,648,26,-1,0330
83,Burkina Faso,222,15,12,1,23,187,,11,06,08,-1,0330
84,Cyprus,214,35,6,1,15,193,3,177,5,08,-1,0330
85,Albania,212,15,10,,33,169,3,74,3,07,-1,0330
86,Azerbaijan,209,27,4,,15,190,23,21,04,27,-1,0330
87,Vietnam,194,20,,,25,169,3,2,,22,-1,0330
88,Réunion,183,,,,1,182,,204,,10,-1,0330
89,Oman,167,15,,,23,144,3,33,,23,-1,0330
90,Ivory Coast,165,64,1,1,4,160,,6,004,10,-1,0330
91,Faeroe Islands,159,4,,,70,89,1,3254,,03,-1,0330
92,Ghana,152,11,5,,2,145,1,5,02,11,-1,0330
93,Malta,151,2,,,2,149,4,342,,06,-1,0330
94,Uzbekistan,144,40,2,,7,135,8,4,006,14,-1,0330
95,Senegal,142,12,,,27,115,,8,,01,-1,0330
96,Cameroon,139,48,6,4,5,128,,5,02,05,-1,0330
97,Cuba,139,20,3,,4,132,2,12,03,10,-1,0330
98,Brunei ,126,6,1,,34,91,1,288,2,08,-1,0330
99,Afghanistan,120,10,4,,2,114,,3,01,23,-1,0330
100,Venezuela,119,,3,1,39,77,6,4,01,12,-1,0330
101,Sri Lanka,117,4,1,,11,105,5,5,005,26,-1,0330
102,Nigeria,111,14,1,,3,107,,05,000,27,-1,0330
