,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0,Asia,460664,12592,16951,350,220641,223072,6053,,,,,0426
1,North America,1035014,38677,58599,2406,144273,832142,16361,,,,,0426
2,Europe,1252497,27183,120118,2794,407049,725330,25893,,,,,0426
3,South America,131149,10983,6004,466,47916,77229,9690,,,,,0426
4,Oceania,8257,25,98,2,6558,1601,46,,,,,0426
5,Africa,31102,1262,1379,51,9530,20193,155,,,,,0426
6,,721,,15,,645,61,4,,,,,0426
7,World,2919404,90722,203164,6069,836612,1879628,58202,375,261,,,0426
8,China,82816,12,4632,,77346,838,49,58,3,,,0426
9,USA,960651,35419,54256,2065,118162,788233,15110,2902,164,5279237,15949,0426
10,Spain,223759,3995,22902,378,95708,105149,7705,4786,490,930230,19896,0426
11,Italy,195351,2357,26384,415,63120,105847,2102,3231,436,1707743,28245,0426
12,France,161488,1660,22614,369,44594,94280,4725,2474,346,463662,7103,0426
13,Germany,156513,1514,5877,117,109800,40836,2908,1868,70,2072669,24738,0426
14,UK,148377,4913,20319,813,,127714,1559,2186,299,640792,9439,0426
15,Turkey,107773,2861,2706,106,25582,79485,1782,1278,32,868565,10298,0426
16,Iran,89328,1134,5650,76,68193,15485,3096,1064,67,410075,4882,0426
17,Russia,74588,5966,681,66,6250,67657,2300,511,5,2721500,18649,0426
18,Brazil,59196,6201,4045,375,29160,25991,8318,278,19,291922,1373,0426
19,Canada,45354,1466,2465,163,16425,26464,557,1202,65,684271,18130,0426
20,Belgium,45325,1032,6917,238,10417,27991,934,3911,597,189067,16313,0426
21,Netherlands,37190,655,4409,120,,32531,959,2170,257,193950,11319,0426
22,Switzerland,28894,217,1599,10,21300,5995,204,3339,185,245300,28343,0426
23,India,26283,1836,825,45,5939,19519,,19,06,579957,420,0426
24,Peru,25331,3683,700,66,7797,16834,545,768,21,218195,6618,0426
25,Portugal,23392,595,880,26,1277,21235,186,2294,86,330512,32414,0426
26,Ecuador,22719,,576,,1366,20777,127,1288,33,56513,3203,0426
27,Ireland,18561,377,1063,49,9233,8265,142,3759,215,127319,25785,0426
28,Sweden,18177,610,2192,40,1005,14980,547,1800,217,94500,9357,0426
29,Saudi Arabia,16299,1197,136,9,2215,13948,115,468,4,200000,5745,0426
30,Israel,15298,240,199,5,6435,8664,127,1767,23,302691,34971,0426
31,Austria,15148,77,536,6,12103,2509,148,1682,60,221098,24549,0426
32,Japan,13231,519,360,15,1656,11215,287,105,3,147454,1166,0426
33,Mexico,12872,1239,1221,152,7149,4502,378,100,9,51297,398,0426
34,Chile,12858,552,181,7,6746,5931,418,673,9,149212,7806,0426
35,Pakistan,12723,783,269,16,2866,9588,111,58,1,144365,654,0426
36,Singapore,12693,618,12,,1002,11679,24,2170,2,121774,20815,0426
37,Poland,11273,381,524,30,2126,8623,160,298,14,278994,7372,0426
38,S. Korea,10718,10,240,,8635,1843,55,209,5,595161,11609,0426
39,Romania,10635,218,601,34,2890,7144,235,553,31,126645,6583,0426
40,UAE,9813,532,71,7,1887,7855,1,992,7,1022326,103365,0426
41,Belarus,9590,817,67,4,1573,7950,92,1015,7,139295,14741,0426
42,Qatar,9358,833,10,,929,8419,72,3248,3,79705,27665,0426
43,Indonesia,8607,396,720,31,1042,6845,,31,3,67828,248,0426
44,Denmark,8445,235,418,15,5669,2358,70,1458,72,136738,23607,0426
45,Ukraine,8125,478,201,8,782,7142,104,186,5,83577,1911,0426
46,Serbia,7779,296,151,7,1152,6476,91,890,17,59938,6860,0426
47,Norway,7493,30,201,2,32,7260,50,1382,37,155125,28614,0426
48,Czechia,7352,79,218,4,2453,4681,71,687,20,210705,19676,0426
49,Philippines,7294,102,494,17,792,6008,1,67,5,81292,742,0426
50,Australia,6695,20,80,1,5372,1243,43,263,3,494257,19383,0426
51,Dominican Republic,5926,177,273,6,822,4831,136,546,25,21284,1962,0426
52,Malaysia,5742,51,98,2,3762,1882,36,177,3,126970,3923,0426
53,Panama,5338,172,154,8,319,4865,87,1237,36,24304,5633,0426
54,Colombia,5142,261,233,8,1067,3842,117,101,5,78078,1534,0426
55,Bangladesh,4998,309,140,9,113,4745,1,30,09,43113,262,0426
56,Finland,4475,80,186,9,2500,1789,60,808,34,77800,14041,0426
57,South Africa,4361,141,86,7,1473,2802,36,74,1,161004,2715,0426
58,Egypt,4319,227,307,13,1114,2898,,42,3,90000,879,0426
59,Morocco,3897,139,159,1,537,3201,1,106,4,25443,689,0426
60,Argentina,3780,173,185,9,1030,2565,144,84,4,47406,1049,0426
61,Luxembourg,3711,16,85,,3088,538,26,5928,136,38514,61526,0426
62,Moldova,3304,194,94,10,825,2385,212,819,23,11763,2916,0426
63,Algeria,3256,129,419,4,1479,1358,40,74,10,6500,148,0426
64,Thailand,2907,53,51,1,2547,309,61,42,07,142589,2043,0426
65,Kuwait,2892,278,19,4,656,2217,58,677,4,,,0426
66,Kazakhstan,2601,185,25,,646,1930,31,139,1,180502,9613,0426
67,Bahrain,2588,70,8,,1160,1420,2,1521,5,110379,64869,0426
68,Greece,2506,16,130,,577,1799,47,240,12,63087,6053,0426
69,Hungary,2443,60,262,12,458,1723,61,253,27,60801,6294,0426
70,Croatia,2016,7,54,3,1034,928,21,491,13,30913,7530,0426
71,Oman,1905,115,10,,329,1566,3,373,2,,,0426
72,Uzbekistan,1862,58,8,,707,1147,8,56,02,210000,6274,0426
73,Iceland,1790,1,10,,1570,210,4,5246,29,45971,134716,0426
74,Iraq,1763,55,86,,1224,453,,44,2,68224,1696,0426
75,Armenia,1677,81,28,1,803,846,10,566,9,17342,5852,0426
76,Estonia,1635,30,46,,228,1361,6,1233,35,47331,35680,0426
77,Azerbaijan,1617,25,21,,1080,516,15,159,2,120479,11883,0426
78,Cameroon,1518,88,53,10,697,768,28,57,2,,,0426
79,Bosnia and Herzegovina,1486,65,57,2,592,837,4,453,17,24676,7521,0426
80,Afghanistan,1463,112,47,4,188,1228,7,38,1,7425,191,0426
81,New Zealand,1461,5,18,1,1118,325,1,303,4,115015,23851,0426
82,Lithuania,1426,16,41,1,460,925,17,524,15,98948,36347,0426
83,Slovenia,1388,15,81,1,219,1088,23,668,39,48179,23175,0426
84,Slovakia,1373,13,17,,386,970,7,251,3,66089,12105,0426
85,North Macedonia,1367,41,59,2,374,934,14,656,28,14758,7084,0426
86,Cuba,1337,52,51,2,437,849,11,118,5,37991,3354,0426
87,Ghana,1279,,10,,134,1135,4,41,03,88188,2838,0426
88,Bulgaria,1247,59,55,1,197,995,37,179,8,27000,3886,0426
89,Nigeria,1182,87,35,3,222,925,2,6,02,10061,49,0426
90,Ivory Coast,1077,,14,,419,644,,41,05,,,0426
91,Hong Kong,1038,2,4,,753,281,4,138,05,145640,19426,0426
92,Djibouti,1008,9,2,,373,633,,1020,2,11431,11570,0426
93,Guinea,996,42,7,1,208,781,,76,05,,,0426
94,Tunisia,939,17,38,,207,694,19,79,3,20408,1727,0426
95,Cyprus,810,6,14,,148,648,15,671,12,43542,36064,0426
96,Bolivia,807,104,44,1,54,709,3,69,4,4995,428,0426
97,Latvia,804,20,12,,267,525,6,426,6,45743,24251,0426
98,Andorra,738,7,40,,344,354,17,9552,518,1673,21653,0426
99,Albania,712,34,27,,403,282,4,247,9,7015,2438,0426
100,Diamond Princess,712,,13,,645,54,4,,,,,0426
101,Lebanon,704,8,24,2,143,537,44,103,4,26467,3878,0426
102,Costa Rica,693,6,6,,242,445,7,136,1,12467,2447,0426
103,Niger,684,3,27,3,325,332,,28,1,5013,207,0426
104,Kyrgyzstan,665,9,8,,345,312,11,102,1,39615,6072,0426
105,Burkina Faso,629,,41,,442,146,,30,2,,,0426
106,Senegal,614,69,7,,276,331,1,37,04,466,28,0426
107,Honduras,591,29,55,8,58,478,10,60,6,3457,349,0426
108,Uruguay,563,,12,,369,182,9,162,3,15834,4558,0426
109,Channel Islands,525,2,35,1,332,158,,3020,201,3320,19095,0426
110,San Marino,513,,40,,64,409,3,15119,1179,1929,56851,0426
111,Georgia,456,12,5,,139,312,6,114,1,9699,2431,0426
112,Sri Lanka,452,35,7,,118,327,2,21,03,13850,647,0426
113,Malta,448,1,4,1,249,195,2,1015,9,27981,63371,0426
114,Jordan,444,3,7,,332,105,5,44,07,63737,6247,0426
115,Guatemala,430,46,11,,30,389,5,24,06,7200,402,0426
116,Taiwan,429,1,6,,275,148,,18,03,59840,2513,0426
117,Réunion,417,5,,,300,117,2,466,,,,0426
118,DRC,416,22,28,3,49,339,,5,03,,,0426
119,Somalia,390,62,18,2,8,364,2,25,1,,,0426
120,Mayotte,380,26,4,,144,232,4,1393,15,2200,8064,0426
121,Mali,370,45,21,,91,258,,18,1,2172,107,0426
122,Kenya,343,7,14,,98,231,2,6,03,17492,325,0426
123,Palestine,342,2,2,,92,248,,67,04,27000,5293,0426
124,Mauritius,331,,9,,295,27,3,260,7,13374,10516,0426
