,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0,World,1272901,71418,69427,4737,264604,938870,45589,163,89,,,0406
1,China,81708,39,3331,2,77078,1299,265,57,2,,,0406
2,USA,336673,25316,9616,1165,17977,309080,8702,1017,29,1772369,5355,0406
3,Spain,131646,5478,12641,694,38080,80925,6861,2816,270,355000,7593,0406
4,Italy,128948,4316,15887,525,21815,91246,3977,2133,263,691461,11436,0406
5,Germany,100123,4031,1584,140,28700,69839,3936,1195,19,918460,10962,0406
6,France,92839,2886,8078,518,16183,68578,6838,1422,124,224254,3436,0406
7,Iran,58226,2483,3603,151,22011,32612,4103,693,43,186000,2214,0406
8,UK,47806,5903,4934,621,135,42737,1559,704,73,195524,2880,0406
9,Turkey,27069,3135,574,73,1042,25453,1381,321,7,181445,2151,0406
10,Switzerland,21100,595,715,49,6415,13970,391,2438,83,158000,18256,0406
11,Belgium,19691,1260,1447,164,3751,14493,1261,1699,125,70000,6040,0406
12,Netherlands,17851,1224,1766,115,250,15835,1385,1042,103,75415,4401,0406
13,Canada,15512,1600,280,49,2942,12290,426,411,7,330901,8767,0406
14,Austria,12051,270,204,18,2998,8849,244,1338,23,108416,12038,0406
15,Portugal,11278,754,295,29,75,10908,267,1106,29,86370,8470,0406
16,Brazil,11254,894,486,41,127,10641,296,53,2,54824,258,0406
17,S. Korea,10237,81,183,6,6463,3591,55,200,4,461233,8996,0406
18,Israel,8430,579,49,5,477,7904,139,974,6,109724,12677,0406
19,Sweden,6830,387,401,28,205,6224,541,676,40,36900,3654,0406
20,Australia,5750,200,37,7,2315,3398,91,225,1,297154,11653,0406
21,Norway,5687,137,71,9,32,5584,89,1049,13,105865,19528,0406
22,Russia,5389,658,45,2,355,4989,8,37,03,697000,4776,0406
23,Ireland,4994,390,158,21,25,4811,165,1011,32,30213,6119,0406
24,Czechia,4587,115,67,8,96,4424,86,428,6,80304,7499,0406
25,Chile,4471,310,34,7,618,3819,307,234,2,51956,2718,0406
26,Denmark,4369,292,179,18,1327,2863,142,754,31,49249,8503,0406
27,India,4289,701,118,19,328,3843,,3,009,128320,93,0406
28,Poland,4102,475,94,15,134,3874,50,108,2,80757,2134,0406
29,Romania,3864,251,151,5,374,3339,141,201,8,38623,2008,0406
30,Malaysia,3662,179,61,4,1005,2596,99,113,2,51937,1605,0406
31,Japan,3654,515,85,8,575,2994,69,29,07,44639,353,0406
32,Ecuador,3646,181,180,8,100,3366,100,207,10,12386,702,0406
33,Philippines,3246,152,152,8,64,3030,1,30,1,19585,179,0406
34,Pakistan,3157,339,47,6,211,2899,18,14,02,34885,158,0406
35,Luxembourg,2804,75,36,5,500,2268,33,4479,58,23687,37840,0406
36,Saudi Arabia,2402,223,34,5,488,1880,41,69,10,,,0406
37,Peru,2281,535,83,10,989,1209,81,69,3,19410,589,0406
38,Indonesia,2273,181,198,7,164,1911,,8,07,9712,36,0406
39,Thailand,2169,102,23,3,793,1353,23,31,03,25071,359,0406
40,Finland,1927,45,28,3,300,1599,73,348,5,31714,5724,0406
41,Serbia,1908,284,51,7,54,1803,98,218,6,7360,842,0406
42,Mexico,1890,202,79,19,633,1178,1,15,06,17184,133,0406
43,Panama,1801,,46,,13,1742,75,417,11,9256,2145,0406
44,UAE,1799,294,10,,144,1645,1,182,1,220000,22244,0406
45,Dominican Republic,1745,167,82,5,17,1646,147,161,8,4542,419,0406
46,Greece,1735,62,73,5,78,1584,93,166,7,25453,2442,0406
47,South Africa,1655,70,11,2,95,1549,7,28,02,56873,959,0406
48,Qatar,1604,279,4,1,123,1477,37,557,1,35757,12411,0406
49,Argentina,1554,103,46,3,280,1228,86,34,1,8488,188,0406
50,Iceland,1486,69,4,,428,1054,11,4355,12,25394,74416,0406
51,Colombia,1485,79,35,3,88,1362,50,29,07,23706,466,0406
52,Algeria,1320,69,152,22,90,1078,46,30,3,3359,77,0406
53,Singapore,1309,120,6,,320,983,25,224,1,39000,6666,0406
54,Ukraine,1308,83,37,5,28,1243,16,30,08,5493,126,0406
55,Croatia,1182,56,15,3,125,1042,39,288,4,10874,2649,0406
56,Egypt,1173,103,78,7,247,848,,11,08,25000,244,0406
57,Estonia,1097,58,15,2,62,1020,17,827,11,21004,15834,0406
