,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0,Asia,410260,13791,15509,377,192074,202677,6239,,,,,0422
1,North America,879867,28468,48436,3003,100410,731021,15276,,,,,0422
2,Europe,1140051,26955,107906,3415,344820,687325,26042,,,,,0422
3,South America,91260,4774,4312,233,39757,47191,9472,,,,,0422
4,Oceania,8190,26,84,1,5751,2355,54,,,,,0422
5,Africa,25411,1240,1197,33,6770,17444,164,,,,,0422
6,,721,,15,,644,62,7,,,,,0422
7,World,2555760,75254,177459,7062,690226,1688075,57254,328,228,,,0422
8,China,82758,11,4632,,77123,1003,82,57,3,,,0422
9,USA,818744,25985,45318,2804,82923,690503,14016,2474,137,4187392,12651,0422
10,Spain,204178,3968,21282,430,82514,100382,7705,4367,455,930230,19896,0422
11,Italy,183957,2729,24648,534,51600,107709,2471,3043,408,1450150,23985,0422
12,France,158050,2667,20796,531,39181,98073,5433,2421,319,463662,7103,0422
13,Germany,148453,1388,5086,224,95200,48167,2889,1772,61,1728357,20629,0422
14,UK,129044,4301,17337,828,,111363,1559,1901,255,535342,7886,0422
15,Turkey,95591,4611,2259,119,14918,78414,1865,1133,27,713409,8459,0422
16,Iran,84802,1297,5297,88,60965,18540,3357,1010,63,365723,4354,0422
17,Russia,52763,5642,456,51,3873,48434,700,362,3,2142604,14682,0422
18,Brazil,43079,2336,2741,154,24325,16013,8318,203,13,291922,1373,0422
19,Belgium,40956,973,5998,170,9002,25956,1079,3534,518,167110,14419,0422
20,Canada,38422,1593,1834,144,13188,23400,557,1018,49,569878,15099,0422
21,Netherlands,34134,729,3916,165,,29968,1087,1992,229,171415,10004,0422
22,Switzerland,28063,119,1478,49,19400,7185,386,3243,171,227554,26293,0422
23,Portugal,21379,516,762,27,917,19700,213,2097,75,271962,26672,0422
24,India,20080,1541,645,53,3975,15460,,15,05,447812,325,0422
25,Peru,17837,1512,484,39,6982,10371,380,541,15,155724,4723,0422
26,Ireland,16040,388,730,43,9233,6077,315,3248,148,111584,22598,0422
27,Sweden,15322,545,1765,185,550,13007,515,1517,175,94500,9357,0422
28,Austria,14873,78,491,21,10971,3411,196,1651,55,189018,20987,0422
29,Israel,13942,229,184,7,4507,9251,139,1611,21,240303,27763,0422
30,Saudi Arabia,11631,1147,109,6,1640,9882,81,334,3,500000,14362,0422
31,Japan,11512,377,281,18,1356,9875,232,91,2,124550,985,0422
32,Chile,10832,325,147,8,4969,5716,392,567,8,122357,6401,0422
33,S. Korea,10683,9,237,1,8213,2233,55,208,5,571014,11138,0422
34,Ecuador,10398,270,520,13,1207,8671,137,589,29,33389,1892,0422
35,Poland,9856,263,401,21,1297,8158,160,260,11,224355,5928,0422
36,Pakistan,9565,673,201,25,2073,7291,46,43,09,111806,506,0422
37,Romania,9242,306,498,20,2153,6591,245,480,26,101552,5279,0422
38,Singapore,9125,1111,11,,839,8275,23,1560,2,94796,16203,0422
39,Mexico,8772,511,712,26,2627,5433,378,68,6,49570,384,0422
40,UAE,7755,490,46,3,1443,6266,1,784,5,790000,79875,0422
41,Denmark,7695,180,370,6,4700,2625,81,1329,64,100543,17358,0422
42,Norway,7241,85,182,1,32,7027,58,1336,34,145279,26798,0422
43,Indonesia,7135,375,616,26,842,5677,,26,2,50370,184,0422
44,Czechia,7033,133,201,7,1753,5079,75,657,19,178617,16679,0422
45,Serbia,6890,260,130,5,977,5783,101,789,15,45355,5191,0422
46,Belarus,6723,459,55,4,577,6091,92,711,6,108545,11487,0422
47,Australia,6645,20,71,,4685,1889,49,261,3,439000,17216,0422
48,Philippines,6599,140,437,9,654,5508,1,60,4,64845,592,0422
49,Qatar,6533,518,9,,614,5910,37,2268,3,66725,23160,0422
50,Ukraine,6125,415,161,10,367,5597,45,140,4,61997,1418,0422
51,Malaysia,5482,57,92,3,3349,2041,43,169,3,108216,3344,0422
52,Dominican Republic,5044,80,245,10,463,4336,126,465,23,16973,1565,0422
53,Panama,4658,191,136,10,204,4318,98,1080,32,20996,4866,0422
54,Colombia,4149,172,196,7,804,3149,98,82,4,65169,1281,0422
55,Finland,4014,146,141,43,2000,1873,63,724,25,61800,11154,0422
56,Luxembourg,3618,60,78,3,670,2870,32,5780,125,34962,55852,0422
57,Egypt,3490,157,264,14,870,2356,,34,3,55000,537,0422
58,South Africa,3465,165,58,,1055,2352,36,58,10,126937,2140,0422
59,Bangladesh,3382,434,110,9,87,3185,1,21,07,29578,180,0422
60,Morocco,3209,163,145,2,393,2671,1,87,4,18100,490,0422
61,Argentina,3144,113,151,9,840,2153,123,70,3,36611,810,0422
62,Algeria,2811,93,392,8,1152,1267,40,64,9,6500,148,0422
63,Thailand,2811,19,48,1,2108,655,61,40,07,142589,2043,0422
64,Moldova,2614,66,72,2,505,2037,212,648,18,11763,2916,0422
65,Greece,2401,156,121,5,577,1703,59,230,12,55666,5341,0422
66,Hungary,2098,114,213,14,287,1598,82,217,22,50052,5181,0422
67,Kuwait,2080,85,11,2,412,1657,46,487,3,,,0422
