,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0, China ,80761,7,3136,,60124,17501,4794,561,-1,-1,-1,0310
1, Italy ,10149,977,631,168,1004,8514,877,1679,-1,-1,-1,0310
2, Iran ,8042,881,291,54,2731,5020,,957,-1,-1,-1,0310
3, S. Korea ,7513,35,58,5,247,7208,54,1465,-1,-1,-1,0310
4, France ,1784,372,33,3,12,1739,86,273,-1,-1,-1,0310
5, Spain ,1695,464,36,6,135,1524,101,363,-1,-1,-1,0310
6, Germany ,1565,341,2,,18,1545,9,187,-1,-1,-1,0310
7, USA ,975,271,30,4,15,930,8,29,-1,-1,-1,0310
8, Diamond Princess ,696,,7,,245,444,32,,-1,-1,-1,0310
9, Japan ,587,57,10,1,102,475,31,46,-1,-1,-1,0310
10, Switzerland ,497,123,3,1,3,491,,574,-1,-1,-1,0310
11, Norway ,400,173,,,1,399,,738,-1,-1,-1,0310
12, UK ,383,62,6,1,18,359,,56,-1,-1,-1,0310
13, Netherlands ,382,61,4,,,378,1,223,-1,-1,-1,0310
14, Sweden ,355,95,,,1,354,2,352,-1,-1,-1,0310
15, Belgium ,267,28,,,1,266,2,230,-1,-1,-1,0310
16, Denmark ,262,172,,,1,261,,452,-1,-1,-1,0310
17, Austria ,182,51,,,4,178,1,202,-1,-1,-1,0310
18, Singapore ,166,6,,,93,73,10,284,-1,-1,-1,0310
19, Malaysia ,129,12,,,87,42,2,40,-1,-1,-1,0310
20, Hong Kong ,121,5,3,,59,59,6,161,-1,-1,-1,0310
21, Australia ,116,23,3,,22,91,1,45,-1,-1,-1,0310
22, Bahrain ,110,1,,,30,80,1,646,-1,-1,-1,0310
23, Canada ,94,17,1,,8,85,1,25,-1,-1,-1,0310
24, Greece ,89,5,,,,89,1,85,-1,-1,-1,0310
25, Iceland ,81,16,,,1,80,,,-1,-1,-1,0310
26, Israel ,75,25,,,4,71,1,87,-1,-1,-1,0310
27, UAE ,74,15,,,12,62,2,75,-1,-1,-1,0310
28, Iraq ,71,,7,,15,49,,18,-1,-1,-1,0310
29, Kuwait ,69,4,,,1,68,3,162,-1,-1,-1,0310
30, Czechia ,63,25,,,,63,,59,-1,-1,-1,0310
31, San Marino ,62,11,2,,,60,5,,-1,-1,-1,0310
32, India ,62,15,,,4,58,,,-1,-1,-1,0310
33, Egypt ,59,,1,,1,57,,06,-1,-1,-1,0310
34, Thailand ,53,3,1,,33,19,1,08,-1,-1,-1,0310
35, Lebanon ,52,11,1,1,1,50,3,76,-1,-1,-1,0310
36, Taiwan ,47,2,1,,17,29,,20,-1,-1,-1,0310
37, Portugal ,41,2,,,,41,1,40,-1,-1,-1,0310
38, Finland ,40,7,,,1,39,,72,-1,-1,-1,0310
39, Brazil ,34,9,,,,34,1,02,-1,-1,-1,0310
40, Ireland ,34,10,,,,34,,69,-1,-1,-1,0310
41, Vietnam ,34,3,,,16,18,,03,-1,-1,-1,0310
42, Slovenia ,34,9,,,,34,,164,-1,-1,-1,0310
43, Philippines ,33,9,1,,2,30,1,03,-1,-1,-1,0310
44, Romania ,29,12,,,5,24,,15,-1,-1,-1,0310
45, Palestine ,29,4,,,,29,,57,-1,-1,-1,0310
46, Indonesia ,27,8,,,2,25,,01,-1,-1,-1,0310
47, Qatar ,24,6,,,,24,,83,-1,-1,-1,0310
48, Georgia ,23,8,,,,23,1,58,-1,-1,-1,0310
49, Poland ,22,5,,,,22,2,06,-1,-1,-1,0310
50, Algeria ,20,,,,,20,,05,-1,-1,-1,0310
51, Russia ,20,,,,3,17,,01,-1,-1,-1,0310
52, Saudi Arabia ,20,,,,1,19,,06,-1,-1,-1,0310
53, Argentina ,19,2,1,,,18,1,04,-1,-1,-1,0310
54, Pakistan ,19,3,,,2,17,,01,-1,-1,-1,0310
