,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0, China ,77666,7,2664,1,27656,9126,,-1,-1,-1,-1,0225
1, S. Korea ,977,144,11,3,22,6,,-1,-1,-1,-1,0225
2, Diamond Princess ,691,,4,1,10,35,,-1,-1,-1,-1,0225
3, Italy ,323,94,11,4,2,19,,-1,-1,-1,-1,0225
4, Japan ,161,2,1,,23,7,,-1,-1,-1,-1,0225
5, Iran ,95,34,16,4,25,,,-1,-1,-1,-1,0225
6, Singapore ,91,1,,,58,7,,-1,-1,-1,-1,0225
7, Hong Kong ,85,4,2,,18,6,,-1,-1,-1,-1,0225
8, USA ,57,4,,,6,,,-1,-1,-1,-1,0225
9, Thailand ,37,2,,,22,2,,-1,-1,-1,-1,0225
10, Taiwan ,31,1,1,,5,1,,-1,-1,-1,-1,0225
11, Bahrain ,23,21,,,,,,-1,-1,-1,-1,0225
12, Australia ,22,,,,15,,,-1,-1,-1,-1,0225
13, Malaysia ,22,,,,20,,,-1,-1,-1,-1,0225
14, Germany ,18,2,,,15,1,,-1,-1,-1,-1,0225
15, Vietnam ,16,,,,16,,,-1,-1,-1,-1,0225
16, France ,14,2,1,,11,,,-1,-1,-1,-1,0225
17, U.K. ,13,,,,8,,,-1,-1,-1,-1,0225
18, U.A.E. ,13,,,,3,2,,-1,-1,-1,-1,0225
19, Canada ,11,,,,3,,,-1,-1,-1,-1,0225
20, Kuwait ,11,6,,,,,,-1,-1,-1,-1,0225
21, Macao ,10,,,,5,,,-1,-1,-1,-1,0225
22, Spain ,7,4,,,2,,,-1,-1,-1,-1,0225
23, Iraq ,5,4,,,,,,-1,-1,-1,-1,0225
24, Oman ,4,2,,,,,,-1,-1,-1,-1,0225
25, Philippines ,3,,1,,2,,,-1,-1,-1,-1,0225
26, India ,3,,,,3,,,-1,-1,-1,-1,0225
27, Austria ,2,2,,,,,,-1,-1,-1,-1,0225
28, Israel ,2,,,,,,,-1,-1,-1,-1,0225
29, Russia ,2,,,,2,,,-1,-1,-1,-1,0225
30, Afghanistan ,1,,,,,,,-1,-1,-1,-1,0225
31, Algeria ,1,1,,,,,,-1,-1,-1,-1,0225
32, Belgium ,1,,,,1,,,-1,-1,-1,-1,0225
33, Cambodia ,1,,,,1,,,-1,-1,-1,-1,0225
34, Croatia ,1,1,,,,,,-1,-1,-1,-1,0225
35, Egypt ,1,,,,1,,,-1,-1,-1,-1,0225
36, Finland ,1,,,,1,,,-1,-1,-1,-1,0225
37, Lebanon ,1,,,,,,,-1,-1,-1,-1,0225
38, Nepal ,1,,,,1,,,-1,-1,-1,-1,0225
39, Sri Lanka ,1,,,,1,,,-1,-1,-1,-1,0225
40, Sweden ,1,,,,,,,-1,-1,-1,-1,0225
