,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0, China ,80881,,3226,,68724,8931,3226,562,-1,-1,-1,0317
1, Italy ,31506,3526,2503,345,2941,26062,2060,5211,-1,-1,-1,0317
2, Iran ,16169,1178,988,135,5389,9792,,1925,-1,-1,-1,0317
3, Spain ,11826,1884,533,191,1028,10265,563,2529,-1,-1,-1,0317
4, Germany ,9367,2095,26,9,67,9274,2,1118,-1,-1,-1,0317
5, S. Korea ,8320,84,81,6,1401,6838,59,1623,-1,-1,-1,0317
6, France ,7730,1097,175,27,602,6953,699,1184,-1,-1,-1,0317
7, USA ,6439,1776,109,23,106,6224,12,195,-1,-1,-1,0317
8, Switzerland ,2742,389,27,8,15,2700,,3168,-1,-1,-1,0317
9, UK ,1950,407,71,16,65,1814,20,287,-1,-1,-1,0317
10, Netherlands ,1705,292,43,19,2,1660,45,995,-1,-1,-1,0317
11, Norway ,1470,122,3,,1,1466,27,2712,-1,-1,-1,0317
12, Austria ,1332,314,4,1,8,1320,12,1479,-1,-1,-1,0317
13, Belgium ,1243,185,10,,14,1219,33,1073,-1,-1,-1,0317
14, Sweden ,1196,75,8,1,1,1187,12,1184,-1,-1,-1,0317
15, Denmark ,977,63,4,,1,972,18,1687,-1,-1,-1,0317
16, Japan ,878,45,29,1,144,705,41,69,-1,-1,-1,0317
17, Diamond Princess ,696,,7,,456,233,15,,-1,-1,-1,0317
18, Malaysia ,673,107,2,2,49,622,10,208,-1,-1,-1,0317
19, Canada ,598,157,8,4,12,578,1,158,-1,-1,-1,0317
20, Australia ,452,51,5,,27,420,1,177,-1,-1,-1,0317
21, Portugal ,448,117,1,,3,444,18,439,-1,-1,-1,0317
22, Qatar ,442,3,,,4,438,,1534,-1,-1,-1,0317
23, Czechia ,434,90,,,3,431,2,405,-1,-1,-1,0317
24, Greece ,387,35,5,1,14,368,11,371,-1,-1,-1,0317
25, Brazil ,346,112,1,1,2,343,18,16,-1,-1,-1,0317
26, Israel ,337,39,,,11,326,5,389,-1,-1,-1,0317
27, Finland ,322,44,,,10,312,2,581,-1,-1,-1,0317
28, Ireland ,292,69,2,,5,285,6,591,-1,-1,-1,0317
29, Slovenia ,275,22,1,,,274,4,1323,-1,-1,-1,0317
30, Singapore ,266,23,,,114,152,14,455,-1,-1,-1,0317
31, Iceland ,247,48,,,5,242,1,,-1,-1,-1,0317
32, Pakistan ,247,63,,1,2,245,,11,-1,-1,-1,0317
33, Bahrain ,241,13,1,,88,152,3,1416,-1,-1,-1,0317
34, Poland ,238,61,5,1,1,232,3,63,-1,-1,-1,0317
35, Estonia ,225,20,,,1,224,,1696,-1,-1,-1,0317
36, Romania ,217,49,,,19,198,5,113,-1,-1,-1,0317
37, Chile ,201,45,,,,201,3,105,-1,-1,-1,0317
38, Egypt ,196,30,6,2,26,164,,19,-1,-1,-1,0317
39, Philippines ,187,45,12,,5,170,1,17,-1,-1,-1,0317
40, Thailand ,177,30,1,,41,135,1,25,-1,-1,-1,0317
41, Indonesia ,172,38,7,2,9,156,,06,-1,-1,-1,0317
42, Saudi Arabia ,171,38,,,6,165,,49,-1,-1,-1,0317
43, Hong Kong ,168,13,4,,81,83,4,224,-1,-1,-1,0317
44, Iraq ,154,21,11,1,41,102,,38,-1,-1,-1,0317
45, India ,143,14,3,1,14,126,,01,-1,-1,-1,0317
46, Luxembourg ,140,59,1,,,139,1,,-1,-1,-1,0317
47, Kuwait ,130,7,,,12,118,4,304,-1,-1,-1,0317
48, Lebanon ,124,15,4,1,4,116,3,182,-1,-1,-1,0317
49, San Marino ,119,10,11,2,4,104,11,,-1,-1,-1,0317
