,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0,China,81093,39,3270,9,72703,5120,1749,56,-1,-1,-1,0323
1,Italy,59138,5560,5476,651,7024,46638,3009,978,-1,-1,-1,0323
2,USA,33566,9359,413,111,178,32975,795,101,-1,-1,-1,0323
3,Spain,28768,3272,1772,391,2575,24421,1785,615,-1,-1,-1,0323
4,Germany,24873,2509,94,10,266,24513,23,297,-1,-1,-1,0323
5,Iran,21638,1028,1685,129,7913,12040,,258,-1,-1,-1,0323
6,France,16018,1559,674,112,2200,13144,1746,245,-1,-1,-1,0323
7,S. Korea,8897,98,104,2,2909,5884,59,174,-1,-1,-1,0323
8,Switzerland,7474,611,98,18,131,7245,141,864,-1,-1,-1,0323
9,UK,5683,665,281,48,93,5309,20,84,-1,-1,-1,0323
10,Netherlands,4204,573,179,43,2,4023,354,245,-1,-1,-1,0323
11,Austria,3582,590,16,8,9,3557,15,398,-1,-1,-1,0323
12,Belgium,3401,586,75,8,263,3063,288,293,-1,-1,-1,0323
13,Norway,2385,221,7,,6,2372,28,440,-1,-1,-1,0323
14,Sweden,1934,164,21,1,16,1897,76,191,-1,-1,-1,0323
15,Australia,1609,537,7,,88,1514,11,63,-1,-1,-1,0323
16,Portugal,1600,320,14,2,5,1581,26,157,-1,-1,-1,0323
17,Brazil,1546,368,25,7,2,1519,18,7,-1,-1,-1,0323
18,Canada,1470,142,20,1,14,1436,1,39,-1,-1,-1,0323
19,Denmark,1395,69,13,,1,1381,42,241,-1,-1,-1,0323
20,Malaysia,1306,123,10,2,139,1157,26,40,-1,-1,-1,0323
21,Turkey,1236,289,30,9,,1206,,15,-1,-1,-1,0323
22,Czechia,1120,125,1,1,6,1113,19,105,-1,-1,-1,0323
23,Japan,1101,47,41,5,235,825,49,9,-1,-1,-1,0323
24,Israel,1071,188,1,,37,1033,18,124,-1,-1,-1,0323
25,Ireland,906,121,4,1,5,897,29,183,-1,-1,-1,0323
26,Luxembourg,798,128,8,,6,784,3,1275,-1,-1,-1,0323
27,Ecuador,789,257,14,7,3,772,2,45,-1,-1,-1,0323
28,Pakistan,776,131,5,2,13,758,,4,-1,-1,-1,0323
29,Diamond Princess,712,,8,,567,137,15,,-1,-1,-1,0323
30,Poland,634,98,7,2,13,614,3,17,-1,-1,-1,0323
31,Chile,632,95,1,,8,623,7,33,-1,-1,-1,0323
32,Finland,626,103,1,,10,615,12,113,-1,-1,-1,0323
33,Greece,624,94,15,2,19,590,18,60,-1,-1,-1,0323
34,Thailand,599,188,1,,44,554,7,9,-1,-1,-1,0323
35,Iceland,568,95,1,,5,562,1,1665,-1,-1,-1,0323
36,Indonesia,514,64,48,10,29,437,,2,-1,-1,-1,0323
37,Saudi Arabia,511,119,,,17,494,,15,-1,-1,-1,0323
38,Qatar,494,13,,,33,461,6,171,-1,-1,-1,0323
39,Singapore,455,23,2,,144,309,14,78,-1,-1,-1,0323
40,Romania,433,66,3,3,64,366,14,23,-1,-1,-1,0323
41,Slovenia,414,31,2,1,,412,12,199,-1,-1,-1,0323
42,India,396,64,7,2,24,365,,03,-1,-1,-1,0323
43,Philippines,380,73,25,6,15,340,1,3,-1,-1,-1,0323
44,Russia,367,61,1,,16,350,,3,-1,-1,-1,0323
45,Peru,363,45,5,,1,357,5,11,-1,-1,-1,0323
46,Bahrain,334,24,2,1,149,183,3,196,-1,-1,-1,0323
47,Egypt,327,33,14,4,56,257,,3,-1,-1,-1,0323
48,Estonia,326,20,,,4,322,2,246,-1,-1,-1,0323
49,Hong Kong,318,44,4,,100,214,4,42,-1,-1,-1,0323
50,Panama,313,68,3,,1,309,7,73,-1,-1,-1,0323
51,South Africa,274,34,,,2,272,,5,-1,-1,-1,0323
52,Argentina,266,108,4,,27,235,,6,-1,-1,-1,0323
53,Croatia,254,48,1,,5,248,5,62,-1,-1,-1,0323
54,Mexico,251,48,2,,4,245,1,2,-1,-1,-1,0323
55,Lebanon,248,18,4,,8,236,4,36,-1,-1,-1,0323
56,Iraq,233,19,20,3,57,156,,6,-1,-1,-1,0323
57,Colombia,231,35,2,2,3,226,,5,-1,-1,-1,0323
58,Serbia,222,51,2,1,2,218,4,25,-1,-1,-1,0323
59,Dominican Republic,202,90,3,,,199,,19,-1,-1,-1,0323
60,Algeria,201,62,17,2,65,119,,5,-1,-1,-1,0323
61,Armenia,194,34,,,2,192,6,65,-1,-1,-1,0323
62,Kuwait,188,12,,,30,158,5,44,-1,-1,-1,0323
63,Bulgaria,187,24,3,,3,181,3,27,-1,-1,-1,0323
