,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
201,Turks and Caicos,10,,1,,,9,,258,26,71,1834,0415
202,MS Zaandam,9,,2,,,7,,,,,,0415
203,Gambia,9,,1,,2,6,,4,04,281,116,0415
204,Nicaragua,9,,1,,4,4,,1,02,,,0415
205,Vatican City,8,,,,2,6,,9988,,,,0415
206,Mauritania,7,,1,,2,4,,2,02,593,128,0415
207,St. Barth,6,,,,4,2,,607,,,,0415
208,Timor-Leste,6,2,,,1,5,,5,,,,0415
209,Western Sahara,6,,,,,6,,10,,,,0415
210,Burundi,5,,1,,,4,,04,008,,,0415
211,Bhutan,5,,,,2,3,,6,,1166,1511,0415
212,Sao Tome and Principe,4,,,,,4,,18,,19,87,0415
213,South Sudan,4,,,,,4,,04,,,,0415
214,Anguilla,3,,,,1,2,,200,,,,0415
215,British Virgin Islands,3,,,,2,1,,99,,,,0415
216,Caribbean Netherlands,3,,,,,3,,114,,10,381,0415
217,Papua New Guinea,2,,,,,2,,02,,72,8,0415
218,Saint Pierre Miquelon,1,,,,,1,,173,,,,0415
219,Yemen,1,,,,,1,,003,,,,0415
220,Total:,321397,11068,11725,374,155801,153871,6489,,,,,0415
221,Total:,656079,29015,27687,2575,49816,578576,14580,,,,,0415
222,Total:,937288,29902,83718,3729,243154,610416,29107,,,,,0415
223,Total:,57689,2995,2511,263,21614,33564,1163,,,,,0415
224,Total:,7857,58,70,4,4227,3560,85,,,,,0415
225,Total:,16872,928,876,38,3343,12653,178,,,,,0415
226,Total:,721,,14,,639,68,7,,,,,0415
