,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0,China,81394,54,3295,3,74971,3128,886,57,2,10,-1,0328
1,USA,104126,18691,1696,401,2522,99908,2463,315,5,20,-1,0328
2,Italy,86498,5909,9134,919,10950,66414,3732,1431,151,29,-1,0328
3,Spain,65719,7933,5138,773,9357,51224,4165,1406,110,30,-1,0328
4,Germany,50871,6933,351,84,6658,43862,1581,607,4,26,-1,0328
5,France,32964,3809,1995,299,5700,25269,3787,505,31,23,-1,0328
6,Iran,32332,2926,2378,144,11133,18821,2893,385,28,18,-1,0328
7,UK,14543,2885,759,181,135,13649,163,214,11,30,-1,0328
8,Switzerland,12928,1117,231,39,1530,11167,203,1494,27,24,-1,0328
9,S. Korea,9332,91,139,8,4528,4665,59,182,3,19,-1,0328
10,Netherlands,8603,1172,546,112,3,8054,761,502,32,26,-1,0328
11,Austria,7697,788,58,9,225,7414,128,855,6,24,-1,0328
12,Belgium,7284,1049,289,69,858,6137,690,628,25,03,-1,0328
13,Turkey,5698,2069,92,17,42,5564,241,68,1,09,-1,0328
14,Canada,4757,714,55,16,354,4348,120,126,1,24,-1,0328
15,Portugal,4268,724,76,16,43,4149,71,419,7,01,-1,0328
16,Norway,3771,399,19,5,7,3745,70,696,4,25,-1,0328
17,Brazil,3417,432,92,15,6,3319,296,16,04,24,-1,0328
18,Australia,3378,328,13,,170,3195,23,132,05,24,-1,0328
19,Sweden,3069,229,105,28,16,2948,214,304,10,30,-1,0328
20,Israel,3035,342,12,4,79,2944,49,351,1,20,-1,0328
21,Czechia,2279,354,9,,11,2259,34,213,08,29,-1,0328
22,Malaysia,2161,130,26,3,259,1876,54,67,08,24,-1,0328
23,Ireland,2121,302,22,3,5,2094,59,430,4,28,-1,0328
24,Denmark,2046,169,52,11,1,1993,109,353,9,26,-1,0328
25,Ecuador,1627,224,41,7,3,1583,58,92,2,28,-1,0328
26,Chile,1610,304,5,1,43,1562,7,84,03,02,-1,0328
27,Luxembourg,1605,152,15,6,40,1550,25,2564,24,28,-1,0328
28,Japan,1499,112,49,2,372,1078,56,12,04,14,-1,0328
29,Poland,1389,168,16,,7,1366,3,37,04,03,-1,0328
30,Pakistan,1373,172,11,2,23,1339,7,6,005,25,-1,0328
31,Romania,1292,263,26,3,115,1151,32,67,1,25,-1,0328
