,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0,World,1430981,84945,82036,7382,302017,1046928,47891,184,105,,,0408
1,China,81802,62,3333,2,77279,1190,189,57,2,,,0408
2,USA,400335,33331,12841,1970,21674,365820,9169,1209,39,2075739,6271,0408
3,Spain,141942,5267,14045,704,43208,84689,7069,3036,300,355000,7593,0408
4,Italy,135586,3039,17127,604,24392,94067,3792,2243,283,755445,12495,0408
5,France,109069,11059,10328,1417,19337,79404,7131,1671,158,224254,3436,0408
6,Germany,107663,4288,2016,206,36081,69566,4895,1285,24,918460,10962,0408
7,Iran,62589,2089,3872,133,27039,31678,3987,745,46,211136,2514,0408
8,UK,55242,3634,6159,786,135,48948,1559,814,91,266694,3929,0408
9,Turkey,34109,3892,725,76,1582,31802,1474,404,9,228868,2714,0408
10,Switzerland,22253,596,821,56,8704,12728,391,2571,95,167429,19346,0408
11,Belgium,22194,1380,2035,403,4157,16002,1260,1915,176,80512,6947,0408
12,Netherlands,19580,777,2101,234,250,17229,1424,1143,123,86589,5053,0408
13,Canada,17897,1230,381,58,4028,13488,426,474,10,346507,9181,0408
14,Brazil,14034,1851,686,122,127,13221,296,66,3,54824,258,0408
15,Austria,12639,342,243,23,4046,8350,243,1403,27,115235,12795,0408
16,Portugal,12442,712,345,34,184,11913,271,1220,34,121256,11892,0408
17,S. Korea,10331,47,192,6,6694,3445,55,202,4,477304,9310,0408
18,Israel,9248,344,65,8,770,8413,149,1068,8,117339,13557,0408
19,Sweden,7693,487,591,114,205,6897,640,762,59,54700,5416,0408
20,Russia,7497,1154,58,11,494,6945,8,51,04,795000,5448,0408
21,Norway,6086,221,89,13,32,5965,78,1123,16,113896,21009,0408
22,Australia,5988,93,49,4,2547,3392,93,235,2,310700,12184,0408
23,Ireland,5709,345,210,36,25,5474,165,1156,43,42484,8604,0408
24,India,5351,573,160,24,468,4723,,4,01,140293,102,0408
25,Chile,5116,301,43,6,898,4175,337,268,2,57122,2988,0408
26,Denmark,5071,390,203,16,1491,3377,127,875,35,58419,10086,0408
27,Czechia,5017,195,88,10,172,4757,86,468,8,91247,8521,0408
28,Poland,4848,435,129,22,191,4528,50,128,3,92215,2437,0408
29,Romania,4417,360,197,21,460,3760,274,230,10,43578,2265,0408
30,Japan,4257,351,93,1,622,3542,80,34,07,55311,437,0408
31,Pakistan,4035,269,57,4,429,3549,28,18,03,39183,177,0408
32,Ecuador,3995,248,220,29,140,3635,156,226,12,14406,817,0408
33,Malaysia,3963,170,63,1,1321,2579,92,122,2,55566,1717,0408
34,Philippines,3764,104,177,14,84,3503,1,34,2,22958,210,0408
35,Luxembourg,2970,127,44,3,500,2426,35,4745,70,25702,41059,0408
36,Peru,2954,393,107,15,1301,1546,109,90,3,21555,654,0408
37,Saudi Arabia,2795,190,41,3,615,2139,41,80,1,,,0408
38,Indonesia,2738,247,221,12,204,2313,,10,08,14354,52,0408
39,Serbia,2447,247,61,3,118,2268,109,280,7,9626,1102,0408
40,Mexico,2439,296,125,31,633,1681,89,19,10,20475,159,0408
41,UAE,2359,283,12,1,186,2161,1,239,1,220000,22244,0408
42,Finland,2308,132,34,7,300,1974,81,417,6,34900,6299,0408
43,Thailand,2258,38,27,1,888,1343,61,32,04,71860,1030,0408
44,Panama,2100,,55,,14,2031,88,487,13,10297,2386,0408
45,Qatar,2057,225,6,2,150,1901,37,714,2,41818,14515,0408
46,Dominican Republic,1956,128,98,12,36,1822,147,180,9,4542,419,0408
47,Greece,1832,77,81,2,269,1482,90,176,8,28584,2742,0408
48,Colombia,1780,201,50,4,100,1630,76,35,10,30445,598,0408
49,South Africa,1749,63,13,1,95,1641,7,29,02,58098,980,0408
50,Argentina,1715,87,60,7,338,1317,96,38,1,11778,261,0408
51,Iceland,1586,24,6,,559,1021,11,4648,18,28991,84957,0408
52,Singapore,1481,106,6,,377,1098,29,253,1,65000,11110,0408
53,Algeria,1468,45,193,20,113,1162,46,33,4,3359,77,0408
54,Ukraine,1462,143,45,7,28,1389,16,33,1,6385,146,0408
55,Egypt,1450,128,94,9,276,1080,,14,09,25000,244,0408
56,Croatia,1282,60,18,2,167,1097,35,312,4,12322,3002,0408
57,Morocco,1184,64,90,10,93,1001,1,32,2,5437,147,0408
58,New Zealand,1160,54,1,,241,918,4,241,02,42826,8881,0408
59,Estonia,1149,41,21,2,69,1059,12,866,16,23546,17750,0408
60,Iraq,1122,91,65,1,373,684,,28,2,26331,655,0408
61,Slovenia,1059,38,36,6,102,921,30,509,17,29455,14168,0408
62,Moldova,1056,91,22,3,40,994,80,262,5,5108,1266,0408
63,Hong Kong,936,21,4,,236,696,12,125,05,96709,12900,0408
64,Lithuania,880,37,15,,8,857,11,323,6,27807,10215,0408
65,Belarus,861,161,13,,54,794,31,91,1,43000,4551,0408
66,Armenia,853,20,8,,87,758,30,288,3,5140,1735,0408
67,Hungary,817,73,47,9,71,699,17,85,5,23746,2458,0408
68,Bahrain,811,55,5,1,458,348,4,477,3,47684,28023,0408
69,Bosnia and Herzegovina,764,90,33,4,68,663,4,233,10,6911,2106,0408
70,Kuwait,743,78,1,,105,637,23,174,02,,,0408
71,Azerbaijan,717,76,8,1,44,665,23,71,08,53300,5257,0408
72,Diamond Princess,712,,11,,619,82,10,,,,,0408
73,Kazakhstan,697,35,6,,51,640,16,37,03,54767,2917,0408
74,Cameroon,685,27,9,,60,616,,26,03,,,0408
75,Tunisia,623,27,23,1,25,575,39,53,2,8274,700,0408
76,North Macedonia,599,29,26,3,30,543,15,288,12,5879,2822,0408
77,Slovakia,581,47,2,,13,566,3,106,04,17639,3231,0408
78,Bulgaria,577,28,23,1,42,512,21,83,3,15899,2288,0408
79,Lebanon,548,7,19,,62,467,29,80,3,10221,1497,0408
80,Latvia,548,6,2,1,16,530,5,291,1,22575,11969,0408
81,Andorra,545,20,22,1,39,484,17,7054,285,1673,21653,0408
82,Uzbekistan,520,63,2,,30,488,8,16,006,,,0408
83,Cyprus,494,29,9,,47,438,13,409,7,13017,10781,0408
84,Costa Rica,483,16,2,,24,457,14,95,04,5525,1085,0408
85,Uruguay,424,9,7,1,150,267,14,122,2,5727,1649,0408
86,Afghanistan,423,56,14,3,18,391,,11,04,,,0408
87,Cuba,396,46,11,2,27,358,15,35,10,7054,623,0408
88,Burkina Faso,384,20,19,1,127,238,,18,09,,,0408
89,Albania,383,6,22,1,131,230,7,133,8,2753,957,0408
90,Taiwan,376,3,5,,61,310,,16,02,40702,1709,0408
91,Oman,371,40,2,,67,302,3,73,04,,,0408
92,Réunion,358,9,,,40,318,4,400,,,,0408
93,Jordan,353,4,6,,138,209,5,35,06,17000,1666,0408
94,Ivory Coast,349,26,3,,41,305,,13,01,,,0408
95,Channel Islands,335,12,7,,34,294,,1927,40,1157,6655,0408
96,Honduras,305,7,22,,6,277,10,31,2,,,0408
97,Malta,293,52,,,5,288,4,664,,10923,24738,0408
98,Ghana,287,73,5,,31,251,2,9,02,,,0408
99,San Marino,279,2,34,2,40,205,14,8223,1002,586,17270,0408
100,Niger,278,25,11,1,26,241,,11,05,4199,173,0408
101,Mauritius,268,24,7,,8,253,3,211,6,4913,3863,0408
102,Palestine,261,7,1,,42,218,,51,02,15140,2968,0408
103,Nigeria,254,16,6,1,44,204,2,1,003,5000,24,0408
104,Vietnam,251,6,,,123,128,8,3,,106399,1093,0408
105,Montenegro,241,8,2,,4,235,7,384,3,2014,3207,0408
106,Senegal,237,11,2,,105,130,1,14,01,,,0408
107,Kyrgyzstan,228,12,4,,33,191,5,35,06,9618,1474,0408
108,Georgia,196,8,3,1,46,147,6,49,08,2762,692,0408
109,Bolivia,194,11,14,3,2,178,3,17,1,591,51,0408
110,Sri Lanka,185,7,6,1,42,137,5,9,03,3248,152,0408
111,Faeroe Islands,184,1,,,120,64,2,3766,,5035,103043,0408
112,DRC,180,19,18,,9,153,,2,02,,,0408
113,Kenya,172,14,6,,7,159,2,3,01,4973,92,0408
114,Mayotte,171,7,2,,22,147,3,627,7,1100,4032,0408
115,Venezuela,166,1,7,,65,94,6,6,02,1779,63,0408
116,Bangladesh,164,41,17,5,33,114,1,10,01,4289,26,0408
117,Martinique,152,1,4,,50,98,20,405,11,,,0408
118,Isle of Man,150,11,1,,73,76,6,1764,12,1669,19628,0408
119,Guinea,144,16,,,5,139,,11,,,,0408
120,Guadeloupe,139,,7,,31,101,14,347,17,,,0408
121,Brunei ,135,,1,,85,49,3,309,2,8845,20218,0408
