,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0,Asia,587192,14353,20450,372,316185,250557,5261,,,,,0506
1,North America,1347202,28165,79446,2672,248746,1019010,17369,,,,,0506
2,Europe,1493973,24062,144102,1960,568522,781349,16507,,,,,0506
3,South America,236825,12551,11981,713,82346,142498,9958,,,,,0506
4,Africa,50166,2091,1917,69,16977,31272,128,,,,,0506
5,Oceania,8439,25,116,1,7284,1039,29,,,,,0506
6,,721,,15,,645,61,4,,,,,0506
7,World,3724518,81247,258027,5787,1240705,2225786,49256,478,331,,,0506
8,China,82881,1,4633,,77853,395,29,58,3,,,0506
9,USA,1237633,24798,72271,2350,200626,964736,16179,3739,218,7727811,23347,0506
10,Spain,250561,2260,25613,185,154718,70230,2254,5359,548,1932455,41332,0506
11,Italy,213013,1075,29315,236,85231,98467,1427,3523,485,2246666,37158,0506
12,UK,194990,4406,29427,693,,165219,1559,2872,433,1383842,20385,0506
13,France,170551,1089,25531,330,52736,92284,3430,2613,391,1100228,16856,0506
14,Germany,167007,855,6993,,135100,24914,1937,1993,83,2547052,30400,0506
15,Russia,155370,10102,1451,95,19865,134054,2300,1065,10,4460357,30564,0506
16,Turkey,129491,1832,3520,59,73285,52686,1338,1535,42,1204421,14281,0506
17,Brazil,114715,6449,7921,578,48221,58573,8318,540,37,339552,1597,0506
18,Iran,99970,1323,6340,63,80475,13155,2685,1190,75,519543,6186,0506
19,Canada,62046,1274,4043,189,26993,31010,502,1644,107,940567,24921,0506
20,Peru,51189,3817,1444,100,15413,34332,709,1553,44,406579,12331,0506
21,Belgium,50509,242,8016,92,12441,30052,646,4358,692,456194,39362,0506
22,India,49400,2963,1693,127,14142,33565,,36,1,1191946,864,0506
23,Netherlands,41087,317,5168,86,,35669,644,2398,302,235909,13768,0506
24,Ecuador,31881,,1569,,3433,26879,159,1807,89,80171,4544,0506
25,Saudi Arabia,30251,1595,200,9,5431,24620,143,869,6,376607,10818,0506
26,Switzerland,30009,28,1795,11,25400,2814,121,3467,207,286403,33092,0506
27,Portugal,25702,178,1074,11,1743,22885,134,2521,105,469435,46038,0506
28,Mexico,24905,1434,2271,117,15938,6696,378,193,18,100041,776,0506
29,Sweden,23216,495,2854,85,4074,16288,435,2299,283,148500,14704,0506
30,Pakistan,22049,1108,514,38,5801,15734,111,100,2,222404,1007,0506
31,Chile,22016,1373,275,5,10710,11031,470,1152,14,222095,11618,0506
32,Ireland,21983,211,1339,20,13386,7258,93,4452,271,214761,43493,0506
33,Singapore,19410,632,18,,1519,17873,24,3318,3,143919,24600,0506
34,Belarus,18350,861,107,4,3771,14472,92,1942,11,211369,22369,0506
35,Qatar,17142,951,12,,1924,15206,72,5950,4,109762,38098,0506
36,Israel,16289,43,238,3,10465,5586,89,1882,27,417100,48189,0506
37,Austria,15650,29,606,6,13462,1582,104,1738,67,285883,31742,0506
38,Japan,15253,175,556,20,4496,10201,308,121,4,186343,1473,0506
39,UAE,15192,462,146,9,3153,11893,1,1536,15,1200000,121330,0506
40,Poland,14431,425,716,18,4280,9435,160,381,19,394270,10418,0506
41,Romania,13837,325,841,23,5454,7542,244,719,44,205842,10700,0506
42,Ukraine,12697,366,316,13,1875,10506,167,290,7,139759,3196,0506
43,Indonesia,12071,484,872,8,2197,9002,,44,3,121547,444,0506
44,Bangladesh,10929,786,183,1,1403,9343,1,66,1,93405,567,0506
45,S. Korea,10804,3,254,2,9283,1267,55,211,5,640237,12488,0506
46,Denmark,9821,151,503,10,7296,2022,49,1696,87,257738,44497,0506
47,Philippines,9684,199,637,14,1408,7639,31,88,6,130889,1194,0506
48,Serbia,9677,120,200,3,1723,7754,51,1108,23,111278,12736,0506
49,Colombia,8613,640,378,20,2013,6222,128,169,7,127105,2498,0506
50,Dominican Republic,8480,245,354,8,1905,6221,144,782,33,33377,3077,0506
51,Norway,7955,51,215,1,32,7708,27,1467,40,189657,34984,0506
52,Czechia,7896,77,257,5,4006,3633,59,737,24,269093,25128,0506
53,South Africa,7572,352,148,10,2746,4678,36,128,2,268064,4520,0506
54,Panama,7387,190,203,3,726,6458,93,1712,47,35556,8241,0506
55,Egypt,7201,388,452,16,1730,5019,,70,4,90000,879,0506
56,Australia,6849,24,96,1,5889,864,27,269,4,664756,26069,0506
57,Malaysia,6383,30,106,1,4567,1710,24,197,3,213220,6588,0506
58,Kuwait,5804,526,40,,2032,3732,90,1359,9,196397,45988,0506
59,Finland,5412,85,246,6,3500,1666,48,977,44,106300,19185,0506
60,Morocco,5219,166,181,2,1838,3200,1,141,5,49570,1343,0506
61,Argentina,5020,133,264,4,1472,3284,148,111,6,69718,1543,0506
62,Algeria,4838,190,470,5,2067,2301,22,110,11,6500,148,0506
63,Moldova,4363,115,136,4,1544,2683,237,1082,34,20447,5069,0506
64,Kazakhstan,4205,156,29,,1279,2897,40,224,2,320411,17064,0506
65,Luxembourg,3840,12,96,,3412,332,22,6134,153,49299,78755,0506
66,Bahrain,3720,187,8,,1762,1950,1,2186,5,155501,91387,0506
67,Afghanistan,3224,330,95,5,421,2708,7,83,2,13076,336,0506
68,Hungary,3065,30,363,12,709,1993,55,317,38,85557,8857,0506
69,Thailand,2988,1,54,,2747,187,61,43,08,227860,3264,0506
70,Nigeria,2950,148,98,5,481,2371,4,14,05,19512,95,0506
71,Oman,2735,98,13,1,858,1864,17,536,3,40459,7923,0506
72,Ghana,2719,,18,,294,2407,4,88,06,129461,4166,0506
73,Greece,2642,10,146,,1374,1122,35,253,14,83750,8035,0506
74,Armenia,2619,112,40,1,1111,1468,10,884,13,25846,8722,0506
75,Iraq,2431,85,102,4,1571,758,,60,3,113484,2821,0506
76,Uzbekistan,2207,18,10,,1501,696,8,66,03,325000,9710,0506
77,Croatia,2112,11,83,3,1560,469,14,514,20,39973,9737,0506
78,Cameroon,2104,,64,,953,1087,12,79,2,,,0506
79,Azerbaijan,2060,76,26,,1508,526,18,203,3,164481,16222,0506
80,Bosnia and Herzegovina,1946,20,79,1,911,956,4,593,24,35296,10758,0506
81,Guinea,1811,101,10,1,498,1303,,138,08,,,0506
82,Iceland,1799,,10,,1733,56,,5272,29,51345,150465,0506
83,Estonia,1711,8,55,,261,1395,6,1290,41,57423,43288,0506
84,Bulgaria,1704,52,80,2,342,1282,37,245,12,50303,7239,0506
85,Cuba,1685,17,69,,954,662,8,149,6,57711,5095,0506
86,Bolivia,1681,87,82,6,174,1425,3,144,7,7651,655,0506
87,North Macedonia,1526,8,86,1,1013,427,21,732,41,17359,8332,0506
88,New Zealand,1486,,20,,1302,164,,308,4,155928,32335,0506
89,Ivory Coast,1464,32,18,1,701,745,,56,07,11448,434,0506
90,Slovenia,1445,6,98,1,244,1103,17,695,47,57504,27660,0506
91,Lithuania,1423,4,46,,678,699,17,523,17,149106,54772,0506
92,Slovakia,1421,8,25,,741,655,6,260,5,99864,18291,0506
93,Senegal,1329,58,11,1,470,848,6,79,07,17787,1062,0506
94,Honduras,1178,123,83,1,122,973,10,119,8,5243,529,0506
95,Djibouti,1120,4,2,,745,373,,1134,2,14378,14553,0506
96,Hong Kong,1041,,4,,920,117,1,139,05,154989,20674,0506
