,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0, China ,80026,,2912,,32279,44835,7110,-1,-1,-1,-1,0302
1, S. Korea ,4335,599,28,7,4277,30,27,-1,-1,-1,-1,0302
2, Italy ,2036,335,52,11,1835,149,166,-1,-1,-1,-1,0302
3, Iran ,1501,523,66,12,1144,291,,-1,-1,-1,-1,0302
4, Diamond Princess ,705,,7,,598,100,36,-1,-1,-1,-1,0302
5, Japan ,274,18,6,,226,42,19,-1,-1,-1,-1,0302
6, France ,191,61,3,1,176,12,8,-1,-1,-1,-1,0302
7, Germany ,165,35,,,149,16,2,-1,-1,-1,-1,0302
8, Spain ,120,36,,,118,2,3,-1,-1,-1,-1,0302
9, Singapore ,108,2,,,30,78,6,-1,-1,-1,-1,0302
10, Hong Kong ,100,,2,,62,36,6,-1,-1,-1,-1,0302
11, USA ,99,24,6,5,84,9,7,-1,-1,-1,-1,0302
12, Kuwait ,56,10,,,56,,,-1,-1,-1,-1,0302
13, Bahrain ,49,2,,,49,,,-1,-1,-1,-1,0302
14, Thailand ,43,1,1,,12,30,1,-1,-1,-1,-1,0302
15, Taiwan ,41,1,1,,28,12,1,-1,-1,-1,-1,0302
16, U.K. ,40,4,,,32,8,,-1,-1,-1,-1,0302
17, Australia ,33,4,1,,17,15,1,-1,-1,-1,-1,0302
18, Malaysia ,29,,,,7,22,,-1,-1,-1,-1,0302
19, Canada ,27,3,,,20,7,,-1,-1,-1,-1,0302
20, Iraq ,26,7,,,26,,,-1,-1,-1,-1,0302
21, Norway ,25,6,,,25,,,-1,-1,-1,-1,0302
22, Switzerland ,24,,,,23,1,,-1,-1,-1,-1,0302
23, U.A.E. ,21,,,,16,5,2,-1,-1,-1,-1,0302
24, Austria ,18,4,,,18,,,-1,-1,-1,-1,0302
25, Netherlands ,18,8,,,18,,1,-1,-1,-1,-1,0302
26, Vietnam ,16,,,,0,16,,-1,-1,-1,-1,0302
27, Sweden ,15,1,,,15,,,-1,-1,-1,-1,0302
28, Lebanon ,13,3,,,13,,,-1,-1,-1,-1,0302
29, Israel ,12,2,,,11,1,,-1,-1,-1,-1,0302
30, Macao ,10,,,,4,6,,-1,-1,-1,-1,0302
31, San Marino ,8,,1,,7,,1,-1,-1,-1,-1,0302
32, Belgium ,8,6,,,7,1,,-1,-1,-1,-1,0302
33, Croatia ,8,1,,,8,,,-1,-1,-1,-1,0302
34, Greece ,7,,,,7,,,-1,-1,-1,-1,0302
35, Qatar ,7,4,,,7,,,-1,-1,-1,-1,0302
36, Ecuador ,6,,,,6,,1,-1,-1,-1,-1,0302
37, Finland ,6,,,,5,1,,-1,-1,-1,-1,0302
38, Iceland ,6,3,,,6,,,-1,-1,-1,-1,0302
39, India ,6,3,,,3,3,,-1,-1,-1,-1,0302
40, Oman ,6,,,,4,2,,-1,-1,-1,-1,0302
41, Mexico ,5,,,,5,,,-1,-1,-1,-1,0302
42, Denmark ,4,,,,4,,,-1,-1,-1,-1,0302
43, Pakistan ,4,,,,4,,,-1,-1,-1,-1,0302
44, Philippines ,3,,1,,0,2,,-1,-1,-1,-1,0302
45, Algeria ,3,,,,3,,,-1,-1,-1,-1,0302
46, Azerbaijan ,3,,,,3,,,-1,-1,-1,-1,0302
47, Czechia ,3,,,,3,,,-1,-1,-1,-1,0302
48, Georgia ,3,,,,3,,,-1,-1,-1,-1,0302
49, Romania ,3,,,,2,1,,-1,-1,-1,-1,0302
50, Russia ,3,1,,,1,2,,-1,-1,-1,-1,0302
51, Brazil ,2,,,,2,,,-1,-1,-1,-1,0302
52, Egypt ,2,,,,1,1,,-1,-1,-1,-1,0302
53, Indonesia ,2,2,,,2,,,-1,-1,-1,-1,0302
54, Portugal ,2,2,,,2,,,-1,-1,-1,-1,0302
55, Afghanistan ,1,,,,1,,,-1,-1,-1,-1,0302
56, Andorra ,1,1,,,1,,,-1,-1,-1,-1,0302
57, Armenia ,1,,,,1,,,-1,-1,-1,-1,0302
58, Belarus ,1,,,,1,,,-1,-1,-1,-1,0302
59, Cambodia ,1,,,,0,1,,-1,-1,-1,-1,0302
60, Dominican Republic ,1,,,,1,,,-1,-1,-1,-1,0302
61, Estonia ,1,,,,1,,,-1,-1,-1,-1,0302
62, Ireland ,1,,,,1,,,-1,-1,-1,-1,0302
63, Jordan ,1,1,,,1,,,-1,-1,-1,-1,0302
64, Latvia ,1,1,,,1,,,-1,-1,-1,-1,0302
65, Lithuania ,1,,,,1,,,-1,-1,-1,-1,0302
66, Luxembourg ,1,,,,1,,,-1,-1,-1,-1,0302
67, North Macedonia ,1,,,,1,,,-1,-1,-1,-1,0302
68, Monaco ,1,,,,1,,,-1,-1,-1,-1,0302
69, Morocco ,1,1,,,1,,,-1,-1,-1,-1,0302
70, Nepal ,1,,,,0,1,,-1,-1,-1,-1,0302
71, New Zealand ,1,,,,1,,,-1,-1,-1,-1,0302
72, Nigeria ,1,,,,1,,,-1,-1,-1,-1,0302
73, Saudi Arabia ,1,1,,,1,,,-1,-1,-1,-1,0302
74, Senegal ,1,1,,,1,,,-1,-1,-1,-1,0302
75, Sri Lanka ,1,,,,0,1,,-1,-1,-1,-1,0302
76, Tunisia ,1,1,,,1,,,-1,-1,-1,-1,0302
