,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0,Asia,603065,15873,20806,357,327108,255151,5232,,,,,0507
1,North America,1375901,28699,82427,2981,263425,1030049,17016,,,,,0507
2,Europe,1524904,30931,146631,2529,594063,784210,15843,,,,,0507
3,South America,251611,17247,12825,844,88342,150444,9960,,,,,0507
4,Africa,52713,2547,2015,98,18286,32412,128,,,,,0507
5,Oceania,8467,28,118,2,7393,956,31,,,,,0507
6,,721,,15,,645,61,4,,,,,0507
7,World,3817382,95325,264837,6811,1299262,2253283,48214,490,340,,,0507
8,China,82883,2,4633,,77911,339,26,58,3,,,0507
9,USA,1263092,25459,74799,2528,212981,975312,15827,3816,226,8005435,24185,0507
10,Spain,253682,3121,25857,244,159359,68466,2075,5426,553,1932455,41332,0507
11,Italy,214457,1444,29684,369,93245,91528,1333,3547,491,2310929,38221,0507
12,UK,201101,6111,30076,649,,170681,1559,2962,443,1448010,21330,0507
13,France,174191,3640,25809,278,53972,94410,3147,2669,395,1100228,16856,0507
14,Germany,168162,1155,7275,282,137696,23191,1884,2007,87,2755770,32891,0507
15,Russia,165929,10559,1537,86,21327,143065,2300,1137,11,4633731,31752,0507
16,Turkey,131744,2253,3584,64,78202,49958,1278,1562,42,1234724,14640,0507
17,Brazil,126611,11896,8588,667,51370,66653,8318,596,40,339552,1597,0507
18,Iran,101650,1680,6418,78,81587,13645,2735,1210,76,531275,6325,0507
19,Canada,63496,1450,4232,189,28171,31093,502,1682,112,973558,25795,0507
20,Peru,54817,3628,1533,89,17527,35757,717,1663,46,429458,13025,0507
21,India,52987,3587,1785,92,15331,35871,,38,1,1276781,925,0507
22,Belgium,50781,272,8339,323,12731,29711,646,4382,720,474176,40914,0507
23,Netherlands,41319,232,5204,36,,35865,628,2411,304,243277,14198,0507
24,Saudi Arabia,31938,1687,209,9,6783,24946,137,917,6,389659,11193,0507
25,Switzerland,30060,51,1805,10,25700,2555,121,3473,209,290365,33550,0507
26,Ecuador,29420,,1618,49,3433,24369,156,1668,92,81392,4613,0507
27,Portugal,26182,480,1089,15,2076,23017,136,2568,107,470234,46116,0507
28,Mexico,26025,1120,2507,236,16810,6708,378,202,19,105664,820,0507
29,Sweden,23918,702,2941,87,4074,16903,425,2368,291,148500,14704,0507
30,Pakistan,23214,1165,544,30,6281,16389,111,105,2,232582,1053,0507
31,Chile,23048,1032,281,6,11189,11578,470,1206,15,232108,12142,0507
32,Ireland,22248,265,1375,36,17110,3763,93,4506,278,214761,43493,0507
33,Singapore,20198,788,20,2,1634,18544,23,3452,3,175604,30016,0507
34,Belarus,19255,905,112,5,4388,14755,92,2038,12,220045,23287,0507
35,Qatar,17972,830,12,,2070,15890,72,6238,4,112963,39209,0507
36,Israel,16310,21,239,1,10637,5434,89,1884,28,423125,48885,0507
37,UAE,15738,546,157,11,3359,12222,1,1591,16,1200000,121330,0507
38,Austria,15684,34,608,2,13639,1437,97,1741,68,292254,32450,0507
39,Japan,15253,,556,,4496,10201,308,121,4,186343,1473,0507
40,Poland,14740,309,733,17,4655,9352,160,389,19,410468,10846,0507
41,Romania,14107,270,864,23,5788,7455,244,733,45,217139,11287,0507
42,Ukraine,13184,487,327,11,2097,10760,169,301,7,144283,3299,0507
43,Indonesia,12438,367,895,23,2317,9226,,45,3,121547,444,0507
44,Bangladesh,11719,790,186,3,1403,10130,1,71,1,99646,605,0507
45,S. Korea,10806,2,255,1,9333,1218,55,211,5,643095,12543,0507
46,Philippines,10004,320,658,21,1506,7840,31,91,6,140134,1279,0507
47,Denmark,9938,117,506,3,7493,1939,46,1716,87,270680,46732,0507
48,Serbia,9791,114,203,3,1971,7617,48,1121,23,117474,13445,0507
49,Colombia,8959,346,397,19,2148,6414,123,176,8,131110,2577,0507
50,Dominican Republic,8807,327,362,8,1960,6485,144,812,33,33377,3077,0507
51,Norway,7996,41,216,1,32,7748,27,1475,40,189657,34984,0507
52,Czechia,7974,78,262,5,4205,3507,59,745,24,278519,26008,0507
53,South Africa,7808,236,153,5,3153,4502,36,132,3,279379,4711,0507
54,Egypt,7588,387,469,17,1815,5304,,74,5,90000,879,0507
55,Panama,7523,136,210,7,823,6490,88,1744,49,36483,8455,0507
56,Australia,6875,26,97,1,5984,794,27,270,4,688656,27006,0507
57,Malaysia,6428,45,107,1,4702,1619,22,199,3,222150,6864,0507
58,Kuwait,6289,485,42,2,2219,4028,88,1473,10,196397,45988,0507
59,Finland,5573,161,252,6,3500,1821,44,1006,45,108200,19528,0507
60,Morocco,5408,189,183,2,2017,3208,1,147,5,52958,1435,0507
61,Argentina,5208,188,273,9,1524,3411,148,115,6,72315,1600,0507
62,Algeria,4997,159,476,6,2197,2324,22,114,11,6500,148,0507
63,Moldova,4476,113,143,7,1658,2675,237,1110,35,20447,5069,0507
64,Kazakhstan,4422,217,30,1,1408,2984,31,236,2,336480,17920,0507
65,Bahrain,3934,214,8,,1860,2066,4,2312,5,160341,94231,0507
66,Luxembourg,3851,11,98,2,3452,301,20,6152,157,50533,80726,0507
67,Afghanistan,3392,168,104,9,458,2830,7,87,3,13777,354,0507
68,Nigeria,3145,195,103,5,534,2508,4,15,05,21208,103,0507
69,Hungary,3111,46,373,10,759,1979,50,322,39,86743,8979,0507
70,Ghana,3091,372,18,,294,2779,4,99,06,129461,4166,0507
71,Thailand,2989,1,55,1,2761,173,61,43,08,227860,3264,0507
72,Oman,2903,168,13,,888,2002,17,568,3,40459,7923,0507
73,Armenia,2782,163,40,,1135,1607,10,939,13,26929,9088,0507
74,Greece,2663,21,147,1,1374,1142,36,255,14,87052,8352,0507
75,Iraq,2480,49,102,,1602,776,,62,3,117726,2927,0507
76,Cameroon,2265,161,108,44,1000,1157,12,85,4,,,0507
77,Uzbekistan,2233,26,10,,1577,646,8,67,03,325000,9710,0507
78,Azerbaijan,2127,67,28,2,1536,563,18,210,3,169790,16746,0507
79,Croatia,2119,7,85,2,1601,433,14,516,21,41053,10000,0507
80,Bosnia and Herzegovina,1987,41,86,7,928,973,4,606,26,36492,11123,0507
81,Guinea,1856,45,11,1,597,1248,,141,08,,,0507
82,Bolivia,1802,121,86,4,187,1529,3,154,7,7651,655,0507
83,Iceland,1799,,10,,1750,39,,5272,29,51663,151397,0507
84,Bulgaria,1778,74,84,4,360,1334,38,256,12,51768,7450,0507
85,Estonia,1713,2,55,,264,1394,4,1291,41,58955,44443,0507
86,Cuba,1703,18,69,,1001,633,14,150,6,59648,5266,0507
87,North Macedonia,1539,13,88,2,1057,394,21,739,42,17836,8561,0507
88,Ivory Coast,1516,52,18,,721,777,,57,07,11448,434,0507
89,New Zealand,1488,2,21,1,1316,151,2,309,4,160700,33325,0507
90,Slovenia,1448,3,99,1,246,1103,14,697,48,58923,28343,0507
91,Senegal,1433,104,12,1,493,928,6,86,07,18969,1133,0507
92,Slovakia,1429,8,25,,762,642,4,262,5,104606,19160,0507
93,Lithuania,1428,5,48,2,718,662,17,525,18,156493,57486,0507
94,Honduras,1270,92,93,10,122,1055,10,128,9,5653,571,0507
95,Djibouti,1124,4,3,1,755,366,,1138,3,14538,14715,0507
96,Hong Kong,1041,,4,,932,105,2,139,05,154989,20674,0507
97,Tunisia,1025,3,43,,591,391,18,87,4,25555,2162,0507
98,Latvia,900,4,17,,464,419,3,477,9,68627,36384,0507
99,Cyprus,883,5,15,,296,572,15,731,12,66975,55472,0507
100,Somalia,873,38,39,1,87,747,2,55,2,,,0507
101,Kyrgyzstan,871,28,12,1,614,245,13,134,2,59490,9118,0507
102,Sudan,852,74,49,4,80,723,,19,1,,,0507
103,Albania,832,12,31,,595,206,7,289,11,9531,3312,0507
104,DRC,797,92,35,1,92,670,,9,04,,,0507
105,Sri Lanka,797,26,9,,215,573,1,37,04,29378,1372,0507
106,Niger,770,7,38,,561,171,,32,2,5409,223,0507
107,Guatemala,763,33,19,,79,665,5,43,1,7200,402,0507
108,Costa Rica,761,6,6,,428,327,5,149,1,14448,2836,0507
109,Andorra,751,,46,,521,184,15,9720,595,1673,21653,0507
110,Lebanon,750,9,25,,206,519,43,110,4,44701,6549,0507
111,Mayotte,739,,9,,352,378,6,2709,33,3400,12463,0507
112,Burkina Faso,729,41,48,,555,126,,35,2,,,0507
113,Diamond Princess,712,,13,,645,54,4,,,,,0507
114,Uruguay,673,3,17,,486,170,10,194,5,24656,7098,0507
115,El Salvador,633,46,15,2,219,399,4,98,2,33628,5185,0507
116,Mali,631,19,32,,261,338,,31,2,2172,107,0507
117,Maldives,617,44,2,1,20,595,2,1141,4,9863,18246,0507
118,Georgia,610,6,9,,269,332,6,153,2,20579,5159,0507
119,San Marino,608,19,41,,97,470,4,17919,1208,2660,78394,0507
120,Kenya,582,47,26,2,190,366,1,11,05,25861,481,0507
121,Channel Islands,545,,40,,406,99,,3135,230,5342,30725,0507
122,Malta,484,2,5,,407,72,,1096,11,38337,86825,0507
123,Tanzania,480,,16,,167,297,7,8,03,,,0507
124,Guinea-Bissau,475,62,2,1,24,449,,241,1,1500,762,0507
125,Jamaica,473,2,9,,56,408,,160,3,5993,2024,0507
126,Jordan,473,2,9,,377,87,5,46,09,97110,9518,0507
127,Paraguay,440,9,10,,142,288,9,62,1,11913,1670,0507
128,Taiwan,439,1,6,,339,94,,18,03,65589,2754,0507
129,Equatorial Guinea,439,124,4,1,13,422,,313,3,854,609,0507
130,Réunion,425,1,,,300,125,2,475,,17200,19211,0507
131,Gabon,397,,6,,93,298,1,178,3,724,325,0507
132,Venezuela,379,18,10,,176,193,1,13,04,490851,17262,0507
133,Tajikistan,379,86,8,3,,371,,40,08,,,0507
134,Palestine,374,3,2,,174,198,,73,04,34511,6765,0507
135,Mauritius,332,,10,,320,2,3,261,8,55494,43635,0507
136,Isle of Man,327,1,23,,271,33,19,3846,270,3459,40678,0507
137,Montenegro,324,,8,,261,55,2,516,13,7816,12445,0507
138,Vietnam,271,,,,232,39,8,3,,261004,2681,0507
139,Rwanda,268,7,,,130,138,,21,,37315,2881,0507
