,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0, China ,76942,6,2444,2,23174,11477,,-1,-1,-1,-1,0223
1, Diamond Princess ,691,57,3,1,17,36,,-1,-1,-1,-1,0223
2, S. Korea ,602,166,6,4,18,7,,-1,-1,-1,-1,0223
3, Italy ,157,78,3,1,2,26,,-1,-1,-1,-1,0223
4, Japan ,146,12,1,,23,7,,-1,-1,-1,-1,0223
5, Singapore ,89,,,,51,5,,-1,-1,-1,-1,0223
6, Hong Kong ,74,4,2,,12,6,,-1,-1,-1,-1,0223
7, Iran ,43,14,8,2,,,,-1,-1,-1,-1,0223
8, Thailand ,35,,,,21,2,,-1,-1,-1,-1,0223
9, USA ,35,,,,7,,,-1,-1,-1,-1,0223
10, Taiwan ,28,2,1,,2,1,,-1,-1,-1,-1,0223
11, Australia ,22,1,,,11,,,-1,-1,-1,-1,0223
12, Malaysia ,22,,,,18,,,-1,-1,-1,-1,0223
13, Germany ,16,,,,14,,,-1,-1,-1,-1,0223
14, Vietnam ,16,,,,15,,,-1,-1,-1,-1,0223
15, U.K. ,13,4,,,8,,,-1,-1,-1,-1,0223
16, U.A.E. ,13,,,,3,2,,-1,-1,-1,-1,0223
17, France ,12,,1,,10,,,-1,-1,-1,-1,0223
18, Canada ,10,1,,,3,,,-1,-1,-1,-1,0223
19, Macao ,10,,,,6,,,-1,-1,-1,-1,0223
20, Philippines ,3,,1,,2,,,-1,-1,-1,-1,0223
21, India ,3,,,,3,,,-1,-1,-1,-1,0223
22, Israel ,2,1,,,,,,-1,-1,-1,-1,0223
23, Russia ,2,,,,2,,,-1,-1,-1,-1,0223
24, Spain ,2,,,,2,,,-1,-1,-1,-1,0223
25, Belgium ,1,,,,1,,,-1,-1,-1,-1,0223
26, Cambodia ,1,,,,1,,,-1,-1,-1,-1,0223
27, Egypt ,1,,,,1,,,-1,-1,-1,-1,0223
28, Finland ,1,,,,1,,,-1,-1,-1,-1,0223
29, Lebanon ,1,,,,,,,-1,-1,-1,-1,0223
30, Nepal ,1,,,,1,,,-1,-1,-1,-1,0223
31, Sri Lanka ,1,,,,1,,,-1,-1,-1,-1,0223
32, Sweden ,1,,,,,,,-1,-1,-1,-1,0223
