,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0, China ,70542,2042,1765,100,10728,11272,,-1,-1,-1,-1,0216
1, Japan ,414,76,1,,17,9,,-1,-1,-1,-1,0216
2, Singapore ,75,3,,,19,5,,-1,-1,-1,-1,0216
3, Hong Kong ,57,1,1,,2,7,,-1,-1,-1,-1,0216
4, Thailand ,34,,,,14,2,,-1,-1,-1,-1,0216
5, S. Korea ,29,1,,,9,,,-1,-1,-1,-1,0216
6, Malaysia ,22,,,,8,,,-1,-1,-1,-1,0216
7, Taiwan ,20,2,1,1,2,,,-1,-1,-1,-1,0216
8, Germany ,16,,,,3,,,-1,-1,-1,-1,0216
9, Vietnam ,16,,,,7,,,-1,-1,-1,-1,0216
10, Australia ,15,,,,10,,,-1,-1,-1,-1,0216
11, USA ,15,,,,3,,,-1,-1,-1,-1,0216
12, France ,12,,1,,4,,,-1,-1,-1,-1,0216
13, Macao ,10,,,,5,,,-1,-1,-1,-1,0216
14, U.A.E. ,9,1,,,3,1,,-1,-1,-1,-1,0216
15, U.K. ,9,,,,8,,,-1,-1,-1,-1,0216
16, Canada ,8,,,,1,,,-1,-1,-1,-1,0216
17, Philippines ,3,,1,,2,,,-1,-1,-1,-1,0216
18, Italy ,3,,,,,2,,-1,-1,-1,-1,0216
19, India ,3,,,,3,,,-1,-1,-1,-1,0216
20, Russia ,2,,,,2,,,-1,-1,-1,-1,0216
21, Spain ,2,,,,2,,,-1,-1,-1,-1,0216
22, Egypt ,1,,,,,,,-1,-1,-1,-1,0216
23, Cambodia ,1,,,,1,,,-1,-1,-1,-1,0216
24, Sweden ,1,,,,,,,-1,-1,-1,-1,0216
25, Nepal ,1,,,,1,,,-1,-1,-1,-1,0216
26, Belgium ,1,,,,1,,,-1,-1,-1,-1,0216
27, Sri Lanka ,1,,,,1,,,-1,-1,-1,-1,0216
