,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0, China ,36778,2232,804,82,2377,6101,,-1,-1,-1,-1,0208
1, Japan ,89,3,,,4,,,-1,-1,-1,-1,0208
2, Singapore ,40,7,,,2,1,,-1,-1,-1,-1,0208
3, Thailand ,32,7,,,9,1,,-1,-1,-1,-1,0208
4, Hong Kong ,26,,1,,,,,-1,-1,-1,-1,0208
5, S. Korea ,24,,,,2,,,-1,-1,-1,-1,0208
6, Taiwan ,17,1,,,1,,,-1,-1,-1,-1,0208
7, Malaysia ,16,1,,,1,,,-1,-1,-1,-1,0208
8, Australia ,15,,,,5,,,-1,-1,-1,-1,0208
9, Germany ,14,,,,,,,-1,-1,-1,-1,0208
10, Vietnam ,13,1,,,3,,,-1,-1,-1,-1,0208
11, USA ,12,,,,3,,,-1,-1,-1,-1,0208
12, France ,11,5,,,,1,,-1,-1,-1,-1,0208
13, Macao ,10,,,,1,,,-1,-1,-1,-1,0208
14, Canada ,7,,,,,,,-1,-1,-1,-1,0208
15, U.A.E. ,7,,,,,,,-1,-1,-1,-1,0208
16, Philippines ,3,,1,,,,,-1,-1,-1,-1,0208
17, India ,3,,,,,,,-1,-1,-1,-1,0208
18, Italy ,3,,,,,2,,-1,-1,-1,-1,0208
19, U.K. ,3,,,,,,,-1,-1,-1,-1,0208
20, Russia ,2,,,,,,,-1,-1,-1,-1,0208
21, Nepal ,1,,,,,,,-1,-1,-1,-1,0208
22, Cambodia ,1,,,,1,,,-1,-1,-1,-1,0208
23, Finland ,1,,,,1,,,-1,-1,-1,-1,0208
24, Sri Lanka ,1,,,,1,,,-1,-1,-1,-1,0208
25, Sweden ,1,,,,,,,-1,-1,-1,-1,0208
26, Belgium ,1,,,,,,,-1,-1,-1,-1,0208
