,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0,China,81171,78,3277,7,73159,4735,1573,56,2,-1,-1,0324
1,Italy,63927,4789,6077,601,7432,50418,3204,1057,101,-1,-1,0324
2,USA,43734,10168,553,140,295,42886,1040,132,2,-1,-1,0324
3,Spain,35136,6368,2311,539,3355,29470,2355,751,49,-1,-1,0324
4,Germany,29056,4183,123,29,453,28480,23,347,1,-1,-1,0324
5,Iran,23049,1411,1812,127,8376,12861,,274,22,-1,-1,0324
6,France,19856,3838,860,186,2200,16796,2082,304,13,-1,-1,0324
7,S. Korea,8961,64,111,7,3166,5684,59,175,2,-1,-1,0324
8,Switzerland,8795,1321,120,22,131,8544,141,1016,14,-1,-1,0324
9,UK,6650,967,335,54,135,6180,20,98,5,-1,-1,0324
10,Netherlands,4749,545,213,34,2,4534,435,277,12,-1,-1,0324
11,Austria,4474,892,21,5,9,4444,14,497,2,-1,-1,0324
12,Belgium,3743,342,88,13,401,3254,322,323,8,-1,-1,0324
13,Norway,2625,240,10,3,6,2609,41,484,2,-1,-1,0324
14,Canada,2091,621,24,4,320,1747,1,55,06,-1,-1,0324
15,Portugal,2060,460,23,9,14,2023,47,202,2,-1,-1,0324
16,Sweden,2046,112,27,6,16,2003,104,203,3,-1,-1,0324
17,Brazil,1924,378,34,9,2,1888,18,9,02,-1,-1,0324
18,Australia,1887,278,7,,118,1762,11,74,03,-1,-1,0324
19,Turkey,1529,293,37,7,,1492,,18,04,-1,-1,0324
20,Malaysia,1518,212,14,4,159,1345,57,47,04,-1,-1,0324
21,Denmark,1460,65,24,11,1,1435,55,252,4,-1,-1,0324
22,Israel,1442,371,1,,41,1400,29,167,01,-1,-1,0324
23,Czechia,1236,116,1,,7,1228,19,115,009,-1,-1,0324
24,Japan,1128,27,42,1,235,851,49,9,03,-1,-1,0324
25,Ireland,1125,219,6,2,5,1114,29,228,1,-1,-1,0324
26,Ecuador,981,192,18,4,3,960,2,56,1,-1,-1,0324
27,Luxembourg,875,77,8,,6,861,3,1398,13,-1,-1,0324
28,Pakistan,875,99,6,1,13,856,,4,003,-1,-1,0324
29,Poland,749,115,8,1,13,728,3,20,02,-1,-1,0324
30,Chile,746,114,2,1,11,733,7,39,01,-1,-1,0324
31,Thailand,721,122,1,,52,668,7,10,001,-1,-1,0324
32,Diamond Princess,712,,8,,567,137,15,,,-1,-1,0324
33,Finland,700,74,1,,10,689,13,126,02,-1,-1,0324
34,Greece,695,71,17,2,29,649,35,67,2,-1,-1,0324
35,Iceland,588,20,1,,51,536,14,1723,3,-1,-1,0324
36,Indonesia,579,65,49,1,30,500,,2,02,-1,-1,0324
37,Romania,576,143,7,4,73,496,15,30,04,-1,-1,0324
38,Saudi Arabia,562,51,,,19,543,,16,,-1,-1,0324
39,Singapore,509,54,2,,152,355,14,87,03,-1,-1,0324
40,Qatar,501,7,,,33,468,6,174,,-1,-1,0324
41,India,499,103,10,3,34,455,,04,001,-1,-1,0324
42,Philippines,462,82,33,8,18,411,1,4,03,-1,-1,0324
43,Slovenia,442,28,3,1,,439,12,213,1,-1,-1,0324
44,Russia,438,71,1,,17,420,,3,001,-1,-1,0324
45,South Africa,402,128,,,4,398,,7,,-1,-1,0324
46,Peru,395,32,5,,1,389,19,12,02,-1,-1,0324
47,Bahrain,377,43,2,,164,211,3,222,1,-1,-1,0324
48,Egypt,366,39,19,5,68,279,,4,02,-1,-1,0324
49,Hong Kong,357,39,4,,100,253,4,48,05,-1,-1,0324
