,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0,Asia,545810,11969,19339,378,284294,242177,5494,,,,,0503
1,North America,1258602,33647,73780,2000,213784,971038,17717,,,,,0503
2,Europe,1424364,25674,139410,2001,531348,753606,17626,,,,,0503
3,South America,199750,9651,10243,763,69039,120468,9862,,,,,0503
4,Oceania,8368,20,113,1,7134,1121,30,,,,,0503
5,Africa,43734,2294,1763,72,14664,27307,127,,,,,0503
6,,721,,15,,645,61,4,,,,,0503
7,World,3481349,83255,244663,5215,1120908,2115778,50860,447,314,,,0503
8,China,82875,1,4633,,77685,557,37,58,3,,,0503
9,USA,1160774,29744,67444,1691,173318,920012,16475,3507,204,6931132,20940,0503
10,Spain,245567,2588,25100,276,146233,74234,2386,5252,537,1528833,32699,0503
11,Italy,209328,1900,28710,474,79914,100704,1539,3462,475,2108837,34879,0503
12,UK,182260,4806,28131,621,,153785,1559,2685,414,1129907,16644,0503
13,France,168396,1050,24760,166,50562,93074,3827,2580,379,1100228,16856,0503
14,Germany,164967,890,6812,76,129000,29155,2105,1969,81,2547052,30400,0503
15,Turkey,124375,1983,3336,78,58259,62780,1445,1475,40,1111366,13177,0503
16,Russia,124054,9623,1222,53,15013,107819,2300,850,8,3945518,27036,0503
17,Brazil,96559,4450,6750,340,40937,48872,8318,454,32,339552,1597,0503
18,Iran,96448,802,6156,65,77350,12942,2787,1148,73,484541,5769,0503
19,Canada,56714,1653,3566,175,23801,29347,557,1503,94,832222,22050,0503
20,Belgium,49517,485,7765,62,12211,29541,689,4273,670,260996,22520,0503
21,Peru,42534,2075,1200,76,12434,28900,671,1290,36,355604,10785,0503
22,Netherlands,40236,445,4987,94,,34999,708,2348,291,225899,13184,0503
23,India,39699,2442,1323,100,10819,27557,,29,10,976363,708,0503
24,Switzerland,29817,112,1762,8,24200,3855,141,3445,204,276000,31890,0503
25,Ecuador,27464,1128,1371,308,2132,23961,149,1557,78,73929,4190,0503
26,Saudi Arabia,25459,1362,176,7,3765,21518,139,731,5,339775,9760,0503
27,Portugal,25190,203,1023,16,1671,22496,150,2470,100,426836,41860,0503
28,Sweden,22082,562,2669,16,1005,18408,531,2186,264,119500,11833,0503
29,Ireland,21176,343,1286,21,13386,6504,99,4289,260,169377,34302,0503
30,Mexico,20739,1515,1972,113,12377,6390,378,161,15,91188,707,0503
31,Pakistan,19022,930,437,20,4753,13832,111,86,2,193859,878,0503
32,Chile,18435,1427,247,13,9572,8616,425,964,13,199400,10431,0503
33,Singapore,17548,447,17,1,1347,16184,24,2999,3,143919,24600,0503
34,Israel,16185,84,229,4,9593,6363,105,1870,26,390022,45060,0503
35,Belarus,15828,911,97,4,3117,12614,92,1675,10,195430,20682,0503
36,Austria,15558,27,596,7,13180,1782,114,1727,66,269619,29936,0503
37,Qatar,14872,776,12,,1534,13326,72,5162,4,101728,35309,0503
38,Japan,14571,266,474,19,3205,10892,324,115,4,181527,1435,0503
39,UAE,13599,561,119,8,2664,10816,1,1375,12,1200000,121330,0503
40,Poland,13375,270,664,13,3762,8949,160,353,18,366013,9671,0503
41,Romania,12732,165,771,27,4547,7414,265,662,40,190540,9905,0503
42,Ukraine,11411,550,279,7,1498,9634,151,261,6,122752,2807,0503
43,Indonesia,10843,292,831,31,1665,8347,,40,3,107943,395,0503
44,S. Korea,10780,6,250,2,9123,1407,55,210,5,623069,12153,0503
45,Denmark,9407,96,475,15,6889,2043,60,1624,82,221912,38312,0503
46,Serbia,9362,157,189,4,1426,7747,57,1071,22,96637,11060,0503
47,Philippines,8928,156,603,24,1124,7201,31,81,6,115012,1050,0503
48,Bangladesh,8790,552,175,5,177,8438,1,53,1,76066,462,0503
49,Norway,7809,26,211,1,32,7566,37,1440,39,172586,31835,0503
50,Czechia,7755,18,245,5,3461,4049,67,724,23,253826,23702,0503
