,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0, China ,24399,75,491,1,1022,3219,,-1,-1,-1,-1,0205
1, Japan ,35,2,,,,,,-1,-1,-1,-1,0205
2, Singapore ,28,4,,,1,,,-1,-1,-1,-1,0205
3, Thailand ,25,,,,8,1,,-1,-1,-1,-1,0205
4, Hong Kong ,21,3,1,,,,,-1,-1,-1,-1,0205
5, S. Korea ,19,1,,,1,,,-1,-1,-1,-1,0205
6, Australia ,14,1,,,3,,,-1,-1,-1,-1,0205
7, Malaysia ,12,2,,,,,,-1,-1,-1,-1,0205
8, Germany ,12,,,,,,,-1,-1,-1,-1,0205
9, USA ,11,,,,,,,-1,-1,-1,-1,0205
10, Taiwan ,11,,,,,,,-1,-1,-1,-1,0205
11, Macao ,10,,,,,,,-1,-1,-1,-1,0205
12, Vietnam ,10,,,,3,,,-1,-1,-1,-1,0205
13, France ,6,,,,,1,,-1,-1,-1,-1,0205
14, Canada ,5,,,,,,,-1,-1,-1,-1,0205
15, U.A.E. ,5,,,,,,,-1,-1,-1,-1,0205
16, Philippines ,3,1,1,,,,,-1,-1,-1,-1,0205
17, India ,3,,,,,,,-1,-1,-1,-1,0205
18, U.K. ,2,,,,,,,-1,-1,-1,-1,0205
19, Italy ,2,,,,,2,,-1,-1,-1,-1,0205
20, Russia ,2,,,,,,,-1,-1,-1,-1,0205
21, Finland ,1,,,,,,,-1,-1,-1,-1,0205
22, Nepal ,1,,,,,,,-1,-1,-1,-1,0205
23, Sweden ,1,,,,,,,-1,-1,-1,-1,0205
24, Sri Lanka ,1,,,,1,,,-1,-1,-1,-1,0205
25, Cambodia ,1,,,,,,,-1,-1,-1,-1,0205
26, Spain ,1,,,,,,,-1,-1,-1,-1,0205
