,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0,Asia,558802,12992,19617,278,295091,244094,5363,,,,,0504
1,North America,1291081,32479,75154,1374,221150,994777,17386,,,,,0504
2,Europe,1447503,23116,140603,1193,540691,766209,17271,,,,,0504
3,South America,211812,12062,10840,597,73968,127004,9853,,,,,0504
4,Oceania,8390,22,115,2,7165,1110,31,,,,,0504
5,Africa,45380,1589,1802,37,15137,28441,132,,,,,0504
6,,721,,15,,645,61,4,,,,,0504
7,World,3563689,82260,248146,3481,1153847,2161696,50040,457,318,,,0504
8,China,82877,2,4633,,77713,531,34,58,3,,,0504
9,USA,1188122,27348,68598,1154,178263,941261,16139,3589,207,7196740,21742,0504
10,Spain,247122,1533,25264,164,148558,73300,2386,5285,540,1932455,41332,0504
11,Italy,210717,1389,28884,174,81654,100179,1501,3485,478,2153772,35622,0504
12,UK,186599,4339,28446,315,,157809,1559,2749,419,1206405,17771,0504
13,France,168693,297,24895,135,50784,93014,3819,2584,381,1100228,16856,0504
14,Germany,165664,697,6866,54,130600,28198,1979,1977,82,2547052,30400,0504
15,Russia,134687,10633,1280,58,16639,116768,2300,923,9,4100000,28095,0504
16,Turkey,126045,1670,3397,61,63151,59497,1424,1495,40,1135367,13462,0504
17,Brazil,101147,4588,7025,275,42991,51131,8318,476,33,339552,1597,0504
18,Iran,97424,976,6203,47,78422,12799,2690,1160,74,496273,5909,0504
19,Canada,59474,2760,3682,116,24908,30884,557,1576,98,897444,23778,0504
20,Belgium,49906,389,7844,79,12309,29753,674,4306,677,423971,36582,0504
21,Peru,45928,3394,1286,86,13550,31092,679,1393,39,375096,11376,0504
22,India,42505,2806,1391,68,11775,29339,,31,1,1046450,758,0504
23,Netherlands,40571,335,5056,69,,35265,688,2368,295,225899,13184,0504
24,Switzerland,29905,88,1762,,24500,3643,141,3455,204,280220,32378,0504
25,Ecuador,29538,2074,1564,193,3300,24674,149,1674,89,78659,4458,0504
26,Saudi Arabia,27011,1552,184,8,4134,22693,139,776,5,352555,10127,0504
27,Portugal,25282,92,1043,20,1689,22550,144,2479,102,426836,41860,0504
28,Sweden,22317,235,2679,10,1005,18633,403,2210,265,119500,11833,0504
29,Mexico,22088,1349,2061,89,13447,6580,378,171,16,93791,727,0504
30,Ireland,21506,330,1303,17,13386,6817,98,4355,264,169377,34302,0504
31,Pakistan,20084,1062,457,20,5114,14513,111,91,2,203025,919,0504
32,Chile,19663,1228,260,13,10041,9362,408,1029,14,206218,10788,0504
33,Singapore,18205,657,18,1,1408,16779,22,3112,3,143919,24600,0504
34,Belarus,16705,877,99,2,3196,13410,92,1768,10,204239,21614,0504
35,Israel,16208,23,232,3,9749,6227,103,1873,27,397046,45872,0504
36,Austria,15597,39,598,2,13228,1771,114,1732,66,274355,30462,0504
37,Qatar,15551,679,12,,1664,13875,72,5398,4,104435,36249,0504
38,Japan,14877,306,487,13,3981,10409,321,118,4,183251,1449,0504
39,UAE,14163,564,126,7,2763,11274,1,1432,13,1200000,121330,0504
40,Poland,13693,318,678,14,3945,9070,160,362,18,375948,9933,0504
41,Romania,13163,431,790,19,4869,7504,255,684,41,195508,10163,0504
42,Ukraine,11913,502,288,9,1548,10077,158,272,7,129723,2966,0504
43,Indonesia,11192,349,845,14,1876,8471,,41,3,112965,413,0504
44,S. Korea,10793,13,250,,9183,1360,55,211,5,630973,12307,0504
45,Denmark,9523,116,484,9,6987,2052,62,1644,84,233799,40364,0504
46,Serbia,9464,102,193,4,1551,7720,54,1083,22,101911,11664,0504
47,Bangladesh,9455,665,177,2,1063,8215,1,57,1,81434,494,0504
48,Philippines,9223,295,607,4,1214,7402,31,84,6,120736,1102,0504
49,Dominican Republic,7954,376,333,7,1606,6015,144,733,31,30102,2775,0504
50,Norway,7847,38,211,,32,7604,37,1447,39,172586,31835,0504
51,Czechia,7781,26,248,3,3587,3946,62,727,23,257678,24062,0504
52,Colombia,7668,383,340,16,1722,5606,118,151,7,114602,2252,0504
53,Panama,7090,370,197,5,641,6252,85,1643,46,33354,7730,0504
54,Australia,6801,20,95,2,5817,889,29,267,4,633107,24828,0504
55,South Africa,6783,447,131,8,2549,4103,36,114,2,245747,4144,0504
56,Egypt,6465,272,429,14,1562,4474,,63,4,90000,879,0504
57,Malaysia,6298,122,105,2,4413,1780,27,195,3,195833,6051,0504
58,Finland,5254,78,230,10,3000,2024,49,948,42,102300,18463,0504
59,Kuwait,4983,364,38,5,1776,3169,72,1167,9,196397,45988,0504
60,Morocco,4903,174,174,1,1438,3291,1,133,5,42112,1141,0504
61,Argentina,4783,102,246,9,1354,3183,157,106,5,65813,1456,0504
