,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0, China ,80576,24,3042,,23605,53929,5737,-1,-1,-1,-1,0306
1, S. Korea ,6593,309,43,1,6415,135,52,-1,-1,-1,-1,0306
2, Iran ,4747,1234,124,16,3710,913,,-1,-1,-1,-1,0306
3, Italy ,4636,778,197,49,3916,523,462,-1,-1,-1,-1,0306
4, Diamond Princess ,696,,6,,478,212,34,-1,-1,-1,-1,0306
5, Germany ,670,125,,,653,17,8,-1,-1,-1,-1,0306
6, France ,653,230,9,2,632,12,23,-1,-1,-1,-1,0306
7, Japan ,420,56,6,,368,46,34,-1,-1,-1,-1,0306
8, Spain ,401,119,8,5,387,6,9,-1,-1,-1,-1,0306
9, USA ,316,95,15,3,286,15,8,-1,-1,-1,-1,0306
10, Switzerland ,214,94,1,,210,3,,-1,-1,-1,-1,0306
11, UK ,164,48,2,1,144,18,,-1,-1,-1,-1,0306
12, Sweden ,137,43,,,136,1,,-1,-1,-1,-1,0306
13, Singapore ,130,13,,,48,82,9,-1,-1,-1,-1,0306
14, Netherlands ,128,46,1,1,127,,1,-1,-1,-1,-1,0306
15, Norway ,127,33,,,126,1,,-1,-1,-1,-1,0306
16, Belgium ,109,59,,,108,1,1,-1,-1,-1,-1,0306
17, Hong Kong ,108,3,2,,55,51,6,-1,-1,-1,-1,0306
18, Malaysia ,83,28,,,60,23,,-1,-1,-1,-1,0306
19, Austria ,66,23,,,64,2,1,-1,-1,-1,-1,0306
20, Australia ,63,3,2,,39,22,1,-1,-1,-1,-1,0306
21, Bahrain ,60,5,,,56,4,,-1,-1,-1,-1,0306
22, Kuwait ,58,,,,57,1,,-1,-1,-1,-1,0306
23, Canada ,52,15,,,44,8,1,-1,-1,-1,-1,0306
24, Iraq ,48,8,4,1,43,1,,-1,-1,-1,-1,0306
25, Thailand ,48,1,1,,16,31,1,-1,-1,-1,-1,0306
26, Taiwan ,45,1,1,,29,15,,-1,-1,-1,-1,0306
27, Greece ,45,14,,,45,,1,-1,-1,-1,-1,0306
28, UAE ,45,17,,,40,5,2,-1,-1,-1,-1,0306
29, Iceland ,43,8,,,43,,,-1,-1,-1,-1,0306
30, India ,31,1,,,28,3,,-1,-1,-1,-1,0306
31, San Marino ,23,2,1,,22,,4,-1,-1,-1,-1,0306
32, Denmark ,23,3,,,22,1,,-1,-1,-1,-1,0306
33, Lebanon ,22,6,,,22,,1,-1,-1,-1,-1,0306
34, Israel ,21,4,,,19,2,,-1,-1,-1,-1,0306
35, Czechia ,19,7,,,19,,,-1,-1,-1,-1,0306
36, Ireland ,18,5,,,18,,,-1,-1,-1,-1,0306
37, Algeria ,17,,,,17,,,-1,-1,-1,-1,0306
38, Vietnam ,17,1,,,1,16,,-1,-1,-1,-1,0306
39, Oman ,16,,,,14,2,,-1,-1,-1,-1,0306
40, Palestine ,16,9,,,16,,,-1,-1,-1,-1,0306
41, Egypt ,15,12,,,14,1,,-1,-1,-1,-1,0306
42, Finland ,15,3,,,14,1,,-1,-1,-1,-1,0306
43, Brazil ,13,5,,,13,,,-1,-1,-1,-1,0306
44, Ecuador ,13,,,,13,,1,-1,-1,-1,-1,0306
45, Portugal ,13,4,,,13,,,-1,-1,-1,-1,0306
46, Russia ,13,6,,,11,2,,-1,-1,-1,-1,0306
47, Croatia ,11,1,,,11,,,-1,-1,-1,-1,0306
48, Qatar ,11,3,,,11,,,-1,-1,-1,-1,0306
49, Macao ,10,,,,1,9,,-1,-1,-1,-1,0306
50, Estonia ,10,5,,,10,,,-1,-1,-1,-1,0306
51, Georgia ,9,,,,9,,1,-1,-1,-1,-1,0306
52, Romania ,9,3,,,6,3,,-1,-1,-1,-1,0306
53, Argentina ,8,6,,,8,,,-1,-1,-1,-1,0306
54, Slovenia ,8,2,,,8,,,-1,-1,-1,-1,0306
55, Azerbaijan ,6,,,,6,,,-1,-1,-1,-1,0306
56, Belarus ,6,,,,6,,,-1,-1,-1,-1,0306
57, Mexico ,6,,,,5,1,,-1,-1,-1,-1,0306
58, Pakistan ,6,1,,,5,1,,-1,-1,-1,-1,0306
59, Philippines ,5,2,1,,2,2,1,-1,-1,-1,-1,0306
60, Saudi Arabia ,5,,,,4,1,,-1,-1,-1,-1,0306
61, Chile ,5,1,,,5,,,-1,-1,-1,-1,0306
62, Poland ,5,4,,,5,,,-1,-1,-1,-1,0306
63, Indonesia ,4,2,,,4,,,-1,-1,-1,-1,0306
64, New Zealand ,4,,,,4,,,-1,-1,-1,-1,0306
65, Senegal ,4,,,,4,,,-1,-1,-1,-1,0306
66, Hungary ,4,,,,4,,,-1,-1,-1,-1,0306
67, Luxembourg ,3,1,,,3,,,-1,-1,-1,-1,0306
68, North Macedonia ,3,2,,,3,,,-1,-1,-1,-1,0306
69, Bosnia and Herzegovina ,3,1,,,3,,,-1,-1,-1,-1,0306
70, Dominican Republic ,2,1,,,2,,,-1,-1,-1,-1,0306
71, Morocco ,2,,,,2,,1,-1,-1,-1,-1,0306
72, Cameroon ,2,2,,,2,,,-1,-1,-1,-1,0306
73, Afghanistan ,1,,,,1,,,-1,-1,-1,-1,0306
74, Andorra ,1,,,,1,,,-1,-1,-1,-1,0306
75, Armenia ,1,,,,1,,,-1,-1,-1,-1,0306
76, Cambodia ,1,,,,0,1,,-1,-1,-1,-1,0306
77, Jordan ,1,,,,1,,,-1,-1,-1,-1,0306
78, Latvia ,1,,,,0,1,,-1,-1,-1,-1,0306
79, Lithuania ,1,,,,1,,,-1,-1,-1,-1,0306
80, Monaco ,1,,,,1,,,-1,-1,-1,-1,0306
