,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0,China,81554,36,3312,7,76238,2004,466,57,2,10,-1,0401
1,USA,188530,24742,4053,912,7251,177226,4576,570,12,20,-1,0401
2,Italy,105792,4053,12428,837,15729,77635,4023,1750,206,29,-1,0401
3,Spain,95923,7967,8464,748,19259,68200,5607,2052,181,30,-1,0401
4,Germany,71808,4923,775,130,16100,54933,2675,857,9,26,-1,0401
5,France,52128,7578,3523,499,9444,39161,5565,799,54,23,-1,0401
6,Iran,44605,3110,2898,141,14656,27051,3703,531,35,18,-1,0401
7,UK,25150,3009,1789,381,135,23226,163,370,26,30,-1,0401
8,Switzerland,16605,683,433,74,1823,14349,301,1919,50,24,-1,0401
9,Turkey,13531,2704,214,46,243,13074,622,160,3,09,-1,0401
10,Belgium,12775,876,705,192,1696,10374,1021,1102,61,03,-1,0401
11,Netherlands,12595,845,1039,175,250,11306,1053,735,61,26,-1,0401
12,Austria,10180,562,128,20,1095,8957,198,1130,14,24,-1,0401
13,S. Korea,9786,125,162,4,5408,4216,55,191,3,19,-1,0401
14,Canada,8612,1164,101,12,1242,7269,120,228,3,24,-1,0401
15,Portugal,7443,1035,160,20,43,7240,188,730,16,01,-1,0401
16,Brazil,5717,1087,201,38,127,5389,296,27,09,24,-1,0401
17,Israel,5358,663,20,4,224,5114,94,619,2,20,-1,0401
18,Australia,4763,303,20,1,345,4398,28,187,08,24,-1,0401
19,Norway,4641,196,39,7,13,4589,97,856,7,25,-1,0401
20,Sweden,4435,407,180,34,16,4239,358,439,18,30,-1,0401
21,Czechia,3308,307,31,8,45,3232,64,309,3,29,-1,0401
22,Ireland,3235,325,71,17,5,3159,103,655,14,28,-1,0401
23,Denmark,2860,283,90,13,1,2769,145,494,16,26,-1,0401
24,Malaysia,2766,140,43,6,537,2186,94,85,1,24,-1,0401
25,Chile,2738,289,12,4,156,2570,14,143,06,02,-1,0401
26,Russia,2337,501,17,8,121,2199,8,16,01,30,-1,0401
27,Poland,2311,256,33,2,7,2271,50,61,09,03,-1,0401
28,Ecuador,2302,336,79,17,58,2165,100,130,4,28,-1,0401
29,Romania,2245,136,82,17,220,1943,62,117,4,25,-1,0401
30,Japan,2178,225,57,1,424,1697,69,17,05,14,-1,0401
31,Luxembourg,2178,190,23,1,80,2075,31,3479,37,28,-1,0401
32,Philippines,2084,538,88,10,49,1947,1,19,08,29,-1,0401
33,Pakistan,1938,221,26,5,76,1836,12,9,01,25,-1,0401
34,Thailand,1651,127,10,1,342,1299,23,24,01,12,-1,0401
35,Saudi Arabia,1563,110,10,2,165,1388,31,45,03,01,-1,0401
36,Indonesia,1528,114,136,14,81,1311,,6,05,01,-1,0401
37,Finland,1418,66,17,4,10,1391,56,256,3,28,-1,0401
38,India,1397,146,35,3,123,1239,,1,003,29,-1,0401
39,South Africa,1353,27,5,2,31,1317,7,23,008,04,-1,0401
40,Greece,1314,102,49,3,52,1213,72,126,5,25,-1,0401
41,Panama,1181,106,30,3,9,1142,50,274,7,09,-1,0401
42,Iceland,1135,49,2,,198,935,11,3326,6,27,-1,0401
43,Dominican Republic,1109,208,51,9,5,1053,,102,5,29,-1,0401
44,Mexico,1094,101,28,8,35,1031,1,8,02,27,-1,0401
45,Peru,1065,115,30,6,394,641,49,32,09,05,-1,0401
46,Argentina,1054,234,27,4,240,787,,23,06,02,-1,0401
47,Singapore,926,47,3,,240,683,22,158,05,22,-1,0401
48,Colombia,906,108,16,2,31,859,35,18,03,05,-1,0401
49,Serbia,900,115,23,7,42,835,62,103,3,05,-1,0401
50,Croatia,867,77,6,,67,794,32,211,1,24,-1,0401
51,Slovenia,802,46,15,4,10,777,24,386,7,03,-1,0401
52,Qatar,781,88,2,1,62,717,6,271,07,28,-1,0401
53,Estonia,745,30,4,1,26,715,13,562,3,26,-1,0401
54,Algeria,716,132,44,9,46,626,,16,1,24,-1,0401
55,Hong Kong,715,32,4,,128,583,5,95,05,22,-1,0401
56,Diamond Princess,712,,11,,603,98,15,,,04,-1,0401
57,Egypt,710,54,46,5,157,507,,7,04,13,-1,0401
58,Iraq,694,64,50,4,170,474,,17,1,21,-1,0401
59,UAE,664,53,6,1,61,597,2,67,06,28,-1,0401
60,New Zealand,647,58,1,,74,572,2,134,02,27,-1,0401
61,Ukraine,645,97,17,4,10,618,,15,04,02,-1,0401
62,Morocco,617,61,36,3,24,557,1,17,10,01,-1,0401
63,Bahrain,567,52,4,,295,268,2,333,2,23,-1,0401
64,Lithuania,537,46,8,1,7,522,27,197,3,27,-1,0401
65,Armenia,532,50,3,,30,499,30,180,1,29,-1,0401
66,Hungary,492,45,16,1,37,439,6,51,2,03,-1,0401
67,Lebanon,463,17,12,1,37,414,7,68,2,20,-1,0401
68,Bosnia and Herzegovina,420,52,13,3,17,390,1,128,4,04,-1,0401
69,Bulgaria,399,40,8,,17,374,14,57,1,06,-1,0401
70,Latvia,398,22,,,1,397,3,211,,01,-1,0401
71,Tunisia,394,32,10,1,3,381,10,33,08,01,-1,0401
72,Andorra,376,6,12,4,10,354,12,4866,155,01,-1,0401
73,Slovakia,363,27,,,3,360,1,66,,05,-1,0401
74,Moldova,353,55,4,2,18,331,44,88,10,06,-1,0401
75,Costa Rica,347,17,2,,4,341,8,68,04,04,-1,0401
76,Kazakhstan,343,41,2,1,24,317,6,18,01,12,-1,0401
77,Uruguay,338,18,1,,41,296,12,97,03,12,-1,0401
78,North Macedonia,329,44,9,2,12,308,4,158,4,25,-1,0401
79,Taiwan,322,16,5,,39,278,,14,02,20,-1,0401
80,Azerbaijan,298,25,5,1,26,267,11,29,05,27,-1,0401
81,Kuwait,289,23,,,73,216,13,68,,23,-1,0401
82,Jordan,274,6,5,,30,239,5,27,05,01,-1,0401
83,Cyprus,262,32,8,1,23,231,3,217,7,08,-1,0401
84,Burkina Faso,261,15,14,2,32,215,,12,07,08,-1,0401
85,Réunion,247,23,,,1,246,4,276,,10,-1,0401
86,Albania,243,20,15,4,52,176,8,84,5,07,-1,0401
87,San Marino,236,6,26,1,13,197,16,6955,766,26,-1,0401
88,Vietnam,212,8,,,58,154,3,2,,22,-1,0401
89,Cameroon,193,54,6,,5,182,,7,02,05,-1,0401
90,Oman,192,13,1,1,34,157,3,38,02,23,-1,0401
91,Cuba,186,16,6,2,8,172,3,16,05,10,-1,0401
92,Ivory Coast,179,11,1,,7,171,,7,004,10,-1,0401
93,Senegal,175,13,,,40,135,,10,,01,-1,0401
94,Afghanistan,174,4,4,,5,165,,4,01,23,-1,0401
95,Uzbekistan,172,23,2,,7,163,8,5,006,14,-1,0401
96,Faeroe Islands,169,1,,,74,95,3,3459,,03,-1,0401
97,Malta,169,13,,,2,167,2,383,,06,-1,0401
98,Ghana,161,9,5,,31,125,1,5,02,11,-1,0401
99,Belarus,152,,1,1,47,104,2,16,01,27,-1,0401
100,Mauritius,143,15,5,2,,138,1,112,4,17,-1,0401
101,Sri Lanka,143,21,2,,17,124,5,7,009,26,-1,0401
102,Honduras,141,2,7,,3,131,4,14,07,10,-1,0401
