,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Date
0,World,1116662,101566,59174,5997,228589,828899,39391,143,76,,,0404
1,China,81639,19,3326,4,76755,1558,331,57,2,,,0404
2,USA,277161,32284,7404,1328,12283,257474,5787,837,22,698344,2110,0404
3,Italy,119827,4585,14681,766,19758,85388,4068,1982,243,429526,7104,0404
4,Spain,119199,7134,11198,850,30513,77488,6416,2549,240,355000,7593,0404
5,Germany,91159,6365,1275,168,24575,65309,3936,1088,15,483295,5768,0404
6,France,82165,23060,6507,1120,14008,61650,6662,1259,100,101046,1548,0404
7,Iran,53183,2715,3294,134,17935,31954,4035,633,39,80000,952,0404
8,UK,38168,4450,3605,684,135,34428,163,562,53,173784,2560,0404
9,Turkey,20921,2786,425,69,484,20012,1251,248,5,141716,1680,0404
10,Switzerland,19606,779,591,55,4846,14169,348,2265,68,111000,12826,0404
11,Belgium,16770,1422,1143,132,2872,12755,1205,1447,99,18360,1584,0404
12,Netherlands,15723,1026,1487,148,250,13986,1324,918,87,46810,2732,0404
13,Canada,12375,1092,208,35,2186,9981,120,328,6,261975,6941,0404
14,Austria,11524,395,168,10,2022,9334,245,1280,19,98343,10919,0404
15,S. Korea,10062,86,174,5,6021,3867,55,196,3,421547,8222,0404
16,Portugal,9886,852,246,37,68,9572,245,970,24,52086,5108,0404
17,Brazil,9194,1150,363,39,127,8704,296,43,2,45708,215,0404
18,Israel,7428,571,40,4,403,6985,113,858,5,37586,4342,0404
19,Sweden,6131,563,358,50,205,5568,469,607,35,24500,2426,0404
20,Australia,5454,140,28,3,585,4841,85,214,1,275000,10784,0404
21,Norway,5370,223,59,9,32,5279,96,991,11,98587,18185,0404
22,Ireland,4273,424,120,22,25,4128,148,865,24,17992,3644,0404
23,Czechia,4190,332,53,9,72,4065,77,391,5,67281,6283,0404
24,Russia,4149,601,34,4,281,3834,8,28,02,575000,3940,0404
25,Denmark,3757,371,139,16,1193,2425,153,649,24,30448,5257,0404
26,Chile,3737,333,22,4,427,3288,31,195,1,32096,1679,0404
27,Poland,3383,437,71,14,56,3256,50,89,2,66938,1769,0404
28,Ecuador,3368,205,145,25,65,3158,100,191,8,8251,468,0404
29,Malaysia,3333,217,53,3,827,2453,108,103,2,47723,1474,0404
30,Romania,3183,445,133,18,283,2767,83,165,7,31657,1646,0404
31,India,3059,516,86,14,192,2781,,2,006,47951,35,0404
32,Philippines,3018,385,136,29,52,2830,1,28,1,4727,43,0404
33,Japan,2935,318,69,6,514,2352,60,23,05,32497,257,0404
34,Pakistan,2686,265,40,6,126,2520,10,12,02,14748,67,0404
35,Luxembourg,2612,125,31,1,500,2081,33,4173,50,21463,34287,0404
36,Saudi Arabia,2039,154,25,4,351,1663,41,59,07,,,0404
37,Indonesia,1986,196,181,11,134,1671,,7,07,6396,23,0404
38,Thailand,1978,103,19,4,612,1347,23,28,03,17829,255,0404
39,Panama,1673,198,41,4,10,1622,50,388,10,6582,1525,0404
40,Finland,1615,97,20,1,300,1295,72,291,4,24200,4368,0404
41,Greece,1613,69,63,10,78,1472,92,155,6,,,0404
42,Peru,1595,181,61,6,537,997,51,48,2,16518,501,0404
43,Mexico,1510,132,50,13,633,827,1,12,04,8552,66,0404
44,South Africa,1505,43,9,4,95,1401,7,25,02,50361,849,0404
45,Dominican Republic,1488,108,68,8,16,1404,147,137,6,,,0404
46,Serbia,1476,305,39,8,54,1383,81,169,4,5756,659,0404
47,Iceland,1364,45,4,,309,1051,12,3997,12,20930,61335,0404
48,Argentina,1353,88,42,6,266,1045,,30,09,6277,139,0404
49,Colombia,1267,106,25,6,55,1187,50,25,05,21129,415,0404
50,UAE,1264,240,9,1,108,1147,2,128,09,220000,22244,0404
51,Algeria,1171,185,105,19,62,1004,,27,2,3359,77,0404
52,Singapore,1114,65,5,1,282,827,24,190,09,39000,6666,0404
53,Croatia,1079,68,8,1,92,979,39,263,2,6404,1560,0404
54,Qatar,1075,126,3,,93,979,37,373,1,28413,9862,0404
55,Ukraine,1072,175,27,5,22,1023,16,25,06,3178,73,0404
56,Egypt,985,120,66,8,216,703,,10,06,,,0404
57,Estonia,961,103,12,1,48,901,16,724,9,18290,13788,0404
58,Slovenia,934,37,20,3,70,844,31,449,10,25921,12468,0404
59,New Zealand,868,71,1,,103,764,1,180,02,23481,4869,0404
60,Hong Kong,845,43,4,,173,668,8,113,05,,,0404
61,Iraq,820,48,54,,226,540,,20,1,,,0404
62,Morocco,791,83,48,4,57,686,1,21,1,3910,106,0404
63,Armenia,736,73,7,,43,686,30,248,2,3258,1099,0404
64,Diamond Princess,712,,11,,619,82,10,,,,,0404
65,Lithuania,696,47,9,,7,680,11,256,3,18432,6771,0404
66,Bahrain,672,29,4,,382,286,3,395,2,37996,22330,0404
67,Hungary,623,38,26,5,43,554,17,64,3,17769,1839,0404
68,Moldova,591,86,8,2,26,557,65,147,2,169,42,0404
69,Bosnia and Herzegovina,579,46,17,1,27,535,4,176,5,2220,677,0404
70,Cameroon,509,203,8,1,17,484,,19,03,,,0404
71,Lebanon,508,14,17,1,50,441,26,74,2,7828,1147,0404
72,Tunisia,495,40,18,4,5,472,26,42,2,5736,485,0404
73,Latvia,493,35,1,1,1,491,3,261,05,18198,9648,0404
74,Bulgaria,485,28,14,4,30,441,21,70,2,566,81,0404
75,Kazakhstan,464,29,3,,29,432,6,25,02,316,17,0404
76,Slovakia,450,24,1,,10,439,3,82,02,11742,2151,0404
77,Azerbaijan,443,43,5,,32,406,7,44,05,35000,3452,0404
78,Andorra,439,11,16,1,16,407,12,5682,207,,,0404
79,North Macedonia,430,46,12,1,20,398,8,206,6,4506,2163,0404
80,Kuwait,417,75,,,82,335,16,98,,,,0404
81,Costa Rica,416,20,2,,11,403,13,82,04,3498,687,0404
82,Cyprus,396,40,11,1,28,357,11,328,9,9447,7825,0404
83,Uruguay,386,36,4,,86,296,13,111,1,4786,1378,0404
84,Belarus,351,47,4,,53,294,11,37,04,32000,3386,0404
85,Taiwan,348,9,5,,50,293,,15,02,30777,1292,0404
86,Réunion,321,13,,,40,281,3,359,,,,0404
87,Jordan,310,11,5,,58,247,5,30,05,239,23,0404
88,Albania,304,27,17,1,89,198,7,106,6,2031,706,0404
89,Burkina Faso,302,14,16,,50,236,,14,08,,,0404
90,Afghanistan,281,8,6,,10,265,,7,02,,,0404
91,Cuba,269,36,6,,15,248,8,24,05,3342,295,0404
92,Oman,252,21,1,,57,194,3,49,02,,,0404
93,San Marino,251,6,32,2,26,193,13,7397,943,586,17270,0404
94,Vietnam,239,6,,,85,154,3,2,,35808,368,0404
95,Channel Islands,232,39,4,1,13,215,,1334,23,,,0404
96,Uzbekistan,227,22,2,,25,200,8,7,006,,,0404
97,Honduras,222,3,15,1,3,204,10,22,2,,,0404
98,Ivory Coast,218,24,1,,19,198,,8,004,,,0404
99,Nigeria,210,26,4,2,25,181,,1,002,,,0404
100,Senegal,207,12,1,,66,140,1,12,006,195,12,0404
101,Ghana,205,1,5,,31,169,2,7,02,,,0404
102,Malta,202,6,,,2,200,2,457,,9043,20480,0404
103,Palestine,194,33,1,,21,172,,38,02,7553,1481,0404
104,Mauritius,186,17,7,,,179,1,146,6,,,0404
105,Faeroe Islands,179,2,,,91,88,1,3663,,4653,95225,0404
106,Montenegro,174,30,2,,1,171,4,277,3,1006,1602,0404
107,Sri Lanka,159,8,4,,24,131,5,7,02,,,0404
108,Georgia,155,21,,,28,127,6,39,,,,0404
109,Venezuela,153,7,7,2,52,94,6,5,02,,,0404
110,DRC,148,14,16,3,3,129,,2,02,,,0404
111,Martinique,143,5,3,,27,113,18,381,8,,,0404
112,Brunei ,134,1,1,,65,68,3,306,2,7566,17295,0404
113,Bolivia,132,9,9,1,1,122,3,11,08,191,16,0404
114,Guadeloupe,130,2,7,1,24,99,14,325,17,,,0404
115,Kyrgyzstan,130,14,1,1,6,123,5,20,02,9618,1474,0404
116,Mayotte,128,12,2,1,10,116,3,469,7,479,1756,0404
117,Kenya,122,12,4,1,4,114,2,2,007,2201,41,0404
118,Niger,120,22,5,,,115,,5,02,3729,154,0404
119,Isle of Man,114,19,1,,,113,,1341,12,1230,14465,0404
120,Cambodia,114,4,,,35,79,1,7,,5768,345,0404
121,Trinidad and Tobago,98,4,6,1,1,91,,70,4,705,504,0404
122,Gibraltar,95,7,,,46,49,,2820,,1136,33718,0404
123,Paraguay,92,15,3,,6,83,2,13,04,116,16,0404
124,Rwanda,89,5,,,,89,,7,,,,0404
125,Liechtenstein,75,,,,,75,,1967,,900,23605,0404
126,Guinea,73,21,,,2,71,,6,,,,0404
127,Madagascar,70,11,,,,70,6,3,,,,0404
128,Monaco,64,4,1,,3,60,2,1631,25,,,0404
129,Aruba,62,2,,,1,61,,581,,836,7830,0404
130,Bangladesh,61,5,6,,26,29,1,04,004,2086,13,0404
131,French Guiana,57,6,,,22,35,1,191,,,,0404
132,Jamaica,53,6,3,,7,43,,18,1,292,99,0404
133,Barbados,51,5,,,,51,,177,,,,0404
134,Guatemala,50,3,1,,12,37,1,3,006,,,0404
135,Djibouti,49,9,,,8,41,,50,,,,0404
136,Uganda,48,3,,,,48,,1,,,,0404
137,El Salvador,46,5,3,1,,43,4,7,05,,,0404
138,Macao,42,1,,,10,32,,65,,,,0404
139,Togo,40,1,3,1,17,20,,5,04,,,0404
140,Mali,39,3,3,,,36,,2,01,,,0404
141,Zambia,39,,1,,2,36,,2,005,619,34,0404
142,French Polynesia,39,2,,,,39,1,139,,554,1972,0404
143,Bermuda,35,,,,14,21,,562,,272,4368,0404
144,Ethiopia,35,6,,,3,32,2,03,,1222,11,0404
145,Cayman Islands,29,1,1,,1,27,,441,15,265,4032,0404
146,Bahamas,24,,3,2,,21,1,61,8,,,0404
147,Guyana,23,4,4,,,19,,29,5,83,106,0404
148,Sint Maarten,23,5,4,3,6,13,,536,93,82,1912,0404
149,Congo,22,,2,,2,18,,4,04,,,0404
150,Saint Martin,22,,1,,2,19,,569,26,18,466,0404
151,Eritrea,22,,,,,22,,6,,,,0404
152,Gabon,21,,1,,1,19,,9,04,,,0404
153,Myanmar,20,,1,,,19,,04,002,,,0404
154,Tanzania,20,,1,,3,16,,03,002,,,0404
155,Maldives,19,,,,13,6,,35,,,,0404
156,Haiti,18,2,,,1,17,,2,,200,18,0404
157,New Caledonia,18,,,,1,17,,63,,1390,4869,0404
158,Libya,17,6,1,,,16,,2,01,131,19,0404
159,Syria,16,,2,,,14,,09,01,,,0404
160,Benin,16,3,,,2,14,,1,,,,0404
161,Equatorial Guinea,16,1,,,1,15,,11,,,,0404
162,Antigua and Barbuda,15,6,,,,15,1,153,,9,92,0404
163,Guinea-Bissau,15,6,,,,15,,8,,,,0404
164,Dominica,14,2,,,,14,,194,,,,0404
165,Mongolia,14,,,,2,12,,4,,,,0404
166,Namibia,14,,,,3,11,,6,,301,118,0404
167,Saint Lucia,13,,,,1,12,,71,,,,0404
168,Grenada,12,2,,,,12,2,107,,45,400,0404
169,Curaçao,11,,1,,3,7,,67,6,,,0404
170,Sudan,10,2,2,,2,6,,02,005,,,0404
171,Suriname,10,,1,1,,9,,17,2,,,0404
172,Greenland,10,,,,3,7,,176,,542,9547,0404
173,Laos,10,,,,,10,,1,,437,60,0404
174,Mozambique,10,,,,,10,,03,,,,0404
175,Seychelles,10,,,,,10,,102,,,,0404
176,MS Zaandam,9,,2,,,7,,,,,,0404
177,Zimbabwe,9,,1,,,8,,06,007,316,21,0404
178,Saint Kitts and Nevis,9,,,,,9,,169,,113,2124,0404
179,Eswatini,9,,,,,9,,8,,,,0404
180,Angola,8,,2,,1,5,,02,006,,,0404
181,CAR,8,5,,,,8,,2,,,,0404
182,Chad,8,,,,,8,,05,,,,0404
183,Fiji,7,,,,,7,,8,,,,0404
184,Vatican City,7,,,,,7,,8739,,,,0404
185,Liberia,7,1,,,,7,,1,,,,0404
186,St. Vincent Grenadines,7,5,,,1,6,,63,,,,0404
187,Somalia,7,2,,,1,6,,04,,,,0404
188,Cabo Verde,6,,1,,,5,,11,2,,,0404
189,Mauritania,6,,1,,2,3,,1,02,,,0404
190,Nepal,6,,,,1,5,,02,,1184,41,0404
191,Montserrat,6,1,,,,6,,1202,,,,0404
192,St. Barth,6,,,,1,5,,607,,,,0404
193,Nicaragua,5,,1,,,4,,08,02,,,0404
194,Bhutan,5,,,,2,3,,6,,,,0404
195,Turks and Caicos,5,,,,,5,,129,,,,0404
196,Botswana,4,,1,,,3,,2,04,175,74,0404
197,Gambia,4,,1,,2,1,,2,04,,,0404
198,Belize,4,1,,,,4,,10,,25,63,0404
199,Anguilla,3,,,,,3,,200,,,,0404
200,British Virgin Islands,3,,,,,3,,99,,,,0404
201,Burundi,3,,,,,3,,03,,2,02,0404
202,Malawi,3,,,,,3,,02,,,,0404
203,Caribbean Netherlands,2,,,,,2,,76,,10,381,0404
204,Sierra Leone,2,,,,,2,,03,,2,03,0404
205,Falkland Islands,1,1,,,,1,,287,,,,0404
206,Papua New Guinea,1,,,,,1,,01,,,,0404
207,Timor-Leste,1,,,,,1,,08,,,,0404
